cluster_id,name,description,size,total_size,member_clusters,sample_summaries
42,Categorize spam and phishing emails targeting support channels,"Support team
members categorized various spam and phishing emails that were sent to the
company's support channels, including unsolicited marketing messages, fraudulent
document signing attempts, and potential security threats. These requests
involved identifying and properly handling unwanted communications that were
unrelated to legitimate LangChain or LangSmith technical support needs.",40,40,,"['categorize a promotional email from a freelance writer as spam, which falls under the ""Other Support - Spam"" category as it\'s an unsolicited marketing message unrelated to technical support.', 'categorize a spam email that was automatically generated and contains an electronic document notification in Spanish. This falls under the ""Spam"" category as it\'s an unsolicited automated email unrelated to technical support.', 'categorize a spam or irrelevant message that contains a one-time passcode, which falls under the ""Spam"" category as it appears to be an unsolicited or misdirected automated message rather than a legitimate support request.']"
43,Resolve LangSmith SDK tracing integration and API access issues,"Users sought technical support for LangSmith SDK integration and programmatic access issues, including problems with tracing functionality for images and Anthropic models, async evaluator usage, and retrieving experiment data via API. They also requested guidance on advanced tracing features like cross-project integration, metadata management, performance monitoring, and resolving data validation errors when adding traces to datasets.",24,24,,"['help them understand how to resume an existing thread run after an interrupt using the HTTP API, rather than creating a new run within the thread.', 'help them understand a trace output issue in LangSmith where the root output shows null despite both the model and parser components having outputs. The user was seeking clarification on whether this was a technical issue or a system glitch.', 'help them understand how to prevent LangSmith from interpreting curly braces `{}` as variables in prompts when using a proprietary language where those brackets have specific meaning, which was preventing them from running prompts in the playground over their dataset.']"
44,Increase LangGraph platform deployment quota limits,"Users requested increases to their LangGraph platform deployment quotas to accommodate multiple environments such as development, staging, and production deployments. The support team successfully processed these quota increase requests, typically raising limits from 1 deployment to 2-5 deployments or higher based on user needs.",34,34,,"['increase the number of available deployments on their LangGraph Cloud account from 1 to a higher limit. The support agent fulfilled this request by increasing their deployment limit to 5.', ""provide a quota increase for LangGraph Cloud deployments to support two proof-of-concept projects (one internal, one for customers) with expected low volume usage. The support team successfully increased the organization's deployment quota from the default to 5 available deployments."", 'increase the deployment quota for their LangGraph platform account. The request was successfully fulfilled by increasing their deployment limit to 5 deployments.']"
45,Resolve LangSmith user invitation and workspace membership management issues,"Users requested assistance with LangSmith user and workspace management issues, including adding members to organizations and workspaces, managing user invitations, handling API limits for user capacity, and troubleshooting authentication problems when accepting invites. These requests involved both cloud-hosted and self-hosted LangSmith deployments, with many issues requiring version upgrades or configuration changes to resolve member invitation and workspace access problems.",19,19,,"['help them add users to their organization in their on-premises LangSmith instance without using SMTP email configuration. The issue was resolved by identifying that their version was outdated and needed to be upgraded to support the UI-based invitation acceptance feature.', ""help them with a LangSmith workspace member invitation issue where they received an error about an existing invite but the new member couldn't find the invitation email. The support agent clarified that invitations appear within the application interface rather than being sent via email."", 'revoke a LangSmith API token that was still valid but not visible in their workspace. The issue was resolved when they discovered the token belonged to a team member who was able to locate and delete it from the organization view in their account settings.']"
46,Complete security questionnaires and provide trust center compliance documentation,"Users needed to complete security questionnaires and obtain trust center documentation to fulfill third-party vendor compliance assessment requirements for their organizations. The support team consistently directed these requests to the trust center for accessing security and compliance information, with some enterprise-tier restrictions noted for certain documentation types.",26,26,,"['provide information about the security measures section of the platform assessment. The support agent directed them to the trust center for security and compliance documentation.', 'complete a security questionnaire and provide trust center documentation for third-party security compliance assessment purposes.', 'complete a security questionnaire and provide trust center documentation for vendor compliance assessment purposes. The support team directed them to the trust center website to access the required security and compliance information.']"
47,Manage LangSmith organization configuration and deployment settings,"Users requested assistance with managing LangSmith organizations including renaming operations, resolving deployment naming conflicts, and addressing project creation issues. The support team provided API instructions for renaming organizations, resolved deployment conflicts by explaining project deletion procedures, and successfully processed quota increases and technical configuration requests.",20,20,,"['rename an organization in their account because they accidentally created a duplicate organization with the same name, which was causing confusion. The support team provided instructions on how to update the organization name using the API since this functionality is not available in the UI.', 'delete an organization that was created by mistake and had no users or projects yet. The support team successfully processed and completed the organization deletion request.', 'delete an organization and reset their personal organization with the default tracing project option. The support agent confirmed the deletion of the empty organization was completed.']"
48,Analyze deleted LangChain support conversations with missing content,"Support analysts were asked to analyze and categorize various LangChain/LangSmith support conversations, but the majority of these conversations had deleted messages making it impossible to determine the specific technical issues. One request mentioned a LangGraph Python class implementation issue with different input/output states, and another referenced a getCurrentRunTree() problem in LangGraph JavaScript, but the actual conversation content was unavailable for analysis.",10,10,,"[""answer the question about what the user's overall LangChain/LangSmith support request is. However, the conversation content is not available as all messages were deleted, making it impossible to determine the specific support request."", ""analyze the conversation and determine what the user's overall LangChain/LangSmith support request is. However, the conversation provided is incomplete, with one message being deleted, making it impossible to determine the specific support request from the available information."", 'help them understand the user\'s overall LangChain/LangSmith support request from the preceding conversation. However, the conversation content shows ""This message was deleted"" so the specific technical issue cannot be determined, though the title indicates it relates to LangGraph Python class implementation with different input and output states.']"
49,Resolve LangGraph platform deployment infrastructure and runtime failures,"Users experienced various technical failures with their LangGraph platform deployments including infrastructure outages, database connectivity issues, authentication errors, and application runtime problems that caused downtime and required support intervention. These incidents involved complex troubleshooting of system-level issues like DNS configuration problems, Kubernetes StatefulSet failures, TCP socket timeouts, and asyncio cancellation errors that prevented normal deployment operations.",36,36,,"['help with LangGraph platform deployment issues, specifically requesting an increased beta quota for deployments and then troubleshooting GitHub integration authentication errors that prevented successful deployment revisions.', 'help with LangGraph platform deployment issues, including build failures, timeouts, schema extraction problems with custom TypeScript interfaces, and server restart issues when running parallel nodes in their graph deployment.', 'help with a LangGraph platform deployment issue where their server revisions are failing with system exit and asyncio cancellation errors after building successfully. The support team identified a control plane issue for creating new revisions and provided a fix, recommending the user try deploying a new revision.']"
50,Provide LangSmith privacy compliance documentation and security configuration guidance,"Users requested comprehensive privacy and compliance documentation for LangSmith, including GDPR compliance verification, Data Processing Agreements (DPAs), Business Associate Agreements (BAAs), security assessments, and privacy evaluations to meet their organizations' legal and regulatory requirements. Additionally, users sought specific security features like write-only API keys, attribute-based access control implementation, and data redaction capabilities to ensure secure handling of sensitive information within LangSmith tracing and services.",14,14,,"['provide information about the privacy and compliance policies for LangSmith Tracing, specifically asking about GDPR and BDSG compliance for the European service. The support team confirmed GDPR compliance but indicated that specific BDSG compliance is not currently available, though they noted the request for future consideration.', 'delete their personal information from LangSmith systems under GDPR rights. The support team confirmed completion of the data removal from their systems.', 'provide a privacy assessment inquiry for LangSmith. The user received confirmation that their privacy assessment has been completed and was provided with contact information for any follow-up queries.']"
51,Handle unsolicited security vulnerability reports and bug bounty inquiries,"Users submitted multiple unsolicited security vulnerability reports across various domains and endpoints, seeking bug bounty rewards despite being informed these domains were not part of the official bug bounty program. The support team consistently clarified that most reported issues were either already known, not eligible for rewards, or fell outside the scope of their vulnerability disclosure program.",10,10,,"['set up a free security program for a repository on a bug bounty platform. This is a security-related outreach offering services to help identify vulnerabilities through a community of security researchers.', 'provide a reward or payment for reporting security vulnerabilities (HSTS and SSL/TLS issues) on the company website, despite being told these reports are not eligible for the bug bounty program.', ""provide a security vulnerability report about DNSSEC not being configured on the company's domain, which falls under security disclosure reporting. The user became threatening when informed the domain was not part of the bug bounty program and threatened to publicly disclose the vulnerability on social media platforms.""]"
52,Configure LangSmith SSO authentication and resolve SAML OIDC integration issues,"Users requested assistance with configuring Single Sign-On (SSO) authentication for their LangSmith deployments, encountering issues with SAML metadata limitations, OIDC setup with Microsoft Entra, and various SSO provider integrations. The support requests involved troubleshooting SAML configuration errors, database field constraints, certificate validation problems, and user onboarding challenges across both cloud and self-hosted LangSmith instances.",13,13,,"['help with SSO configuration issues in LangSmith, specifically encountering internal server errors when trying to save SAML metadata due to database field size limitations and duplicate entity ID conflicts.', ""help with setting up SSO (Single Sign-On) authentication between their organization's system and the platform, specifically troubleshooting SAML configuration issues with missing claims and certificate validation errors that were preventing successful login through their identity provider."", 'help with setting up SSO (Single Sign-On) using OIDC (OpenID Connect) with Microsoft Entra for their self-hosted LangSmith instance, specifically needing guidance on Azure configuration, optional claims setup, and working around network restrictions that prevent access to the Graph API.']"
53,Analyze incomplete or non-technical support conversation fragments,"The requests involved analyzing meta-level support interactions where the actual user support requests were not visible or clearly identifiable in the provided conversation content. These included automated ticket acknowledgments, security notifications, spam inquiries, and other non-technical communications that lacked specific LangChain/LangSmith technical issues to categorize.",25,25,,"['categorize a support conversation where the company proactively notified a customer about a production database scaling issue that caused trace ingestion outages and 403 errors in their service. This falls under LangSmith Support - Observability category as it relates to trace analysis infrastructure problems.', 'analyze a security compliance conversation about API key management requirements and determine what type of support request it represents. This appears to be a security and compliance matter related to API key rotation policies and InfoSec standards rather than a direct technical support request for the platform itself.', 'categorize and analyze a support conversation to determine what type of support request was made, but the actual conversation shown was a business collaboration/partnership inquiry from an automotive company seeking to publish guest content with backlinks, which was declined by the team.']"
54,Troubleshoot LangSmith Python SDK dataset and integration functionality issues,"Users encountered various technical issues with the LangSmith Python SDK and dataset functionality, including documentation repository problems, structured output integration errors, dataset indexing API key confusion, pagination conflicts in filtering, and validation errors when adding vision pipeline runs. The support requests also covered retrieval of recent experiments, list_runs function problems, and DSPy integration module removal issues.",8,8,,"['help with a documentation issue where a recent commit to the repository caused missing documentation files, specifically affecting integration documentation for vector stores. The issue was acknowledged by the team and resolved through a pull request that was subsequently merged.', 'help with structured output functionality using the perplexity integration in the Python library, specifically troubleshooting issues with non-trivial cases and nested structures not working reliably.', 'help with a dataset indexing error in the Python library, which was ultimately resolved by identifying that the wrong API key from a different workspace was being used, and the user requested that the misleading error message be improved.']"
55,Resolve LangGraph Studio UI connectivity and API integration issues,"Users experienced various technical issues with LangGraph Studio's user interface and API integration, including HTTP 404 errors when loading assistant schemas, authentication header bugs, and CORS configuration problems. The support requests involved troubleshooting Studio connectivity issues, API response format corrections, and browser-specific configuration fixes to resolve interface loading failures.",7,7,,"['help with a LangGraph Studio UI issue where the interface fails to load assistant schema with HTTP 404 errors, despite having identical code that works for coworkers. The issue was resolved by clearing local storage to remove a cached key causing the problem.', 'provide information about using a custom domain for LangGraph Cloud. The support team confirmed this feature is not currently supported and is not on the roadmap, but noted the request for future consideration.', 'help with a LangGraph Studio error where they\'re getting ""i.find is not a function"" when trying to connect to their custom API endpoint, which was resolved by correcting the API response format from a dictionary with an ""assistants"" key to a plain list structure.']"
56,Resolve LangSmith billing and subscription management issues,"Users experienced various billing and account management issues including locked accounts preventing plan upgrades, unauthorized charges, payment interface problems, and confusion about subscription plans and pricing. The support team resolved these issues by manually processing plan changes, issuing refunds, updating payment methods, and clarifying billing policies across different LangSmith subscription tiers.",20,20,,"['explore the platform and experience the tools. The support team clarified that no approval is needed and directed the user to the free plan registration for the platform.', 'help with a billing issue where they were incorrectly charged $288.41 despite being on the free plan, and they requested a refund and assurance that no further charges would occur. The support team explained that the account was automatically upgraded to a developer plan due to usage exceeding free tier limits, processed a refund as a courtesy, and reverted the account back to the free plan.', 'clarify the beta status of the platform, cancel their subscription, and request refunds for unexpected charges, which led to multiple billing issues and ultimately revealed that upgraded plans cannot be downgraded back to the free developer tier. The support interaction involved confusion between different product pricing, repeated unwanted charges, refund processing, and access issues when trying to return to the free plan.']"
57,Provide general support guidance and conversation summaries,"Users submitted various meta-requests for conversation summaries, assistant capability explanations, and general support guidance rather than specific technical issues. These requests also included inquiries about LangSmith audio evaluation capabilities, dashboard filtering errors, annotation system setup, and assistant configuration behavior.",16,16,,"[""understand why updating an assistant's configuration doesn't automatically apply to existing threads, and how to ensure new configurations are used in ongoing conversations. The support team explained the configuration precedence hierarchy and provided guidance on updating configurations at runtime versus the assistant level."", ""provide information about the assistant's capabilities and limitations."", 'provide a comprehensive summary of the key points discussed in the conversation. The user wants the assistant to identify and explain the main topics, issues, and outcomes covered in the dialogue.']"
58,Process LangSmith organization and account deletion requests,"Users requested deletion of LangSmith organizations and accounts through data subject access request (DSAR) forms, including duplicate accounts, test organizations, and accounts created by mistake. The support team processed these deletion requests by directing users to complete DSAR forms, requesting confirmation of deletion intent, and successfully removing the specified organizations and account data from their systems.",34,34,,"['help them with their data deletion request for their account. The user submitted a formal data subject access request (DSAR) to have their account and associated data permanently deleted from the platform, which was successfully processed by the support team.', 'delete their organization account and all associated data through a data subject access rights (DSAR) request. The support team responded by asking for confirmation before proceeding with the account deletion.', 'delete an organization from their account, as there was no way to do this through the user interface. The support team successfully processed and completed the organization deletion request.']"
59,Analyze and categorize previous LangChain support conversation content,"Users submitted requests for assistance with analyzing and categorizing previous support conversations to understand the nature and content of their original support requests. These requests involved platform warning messages, organization membership transitions with billing concerns, production deployment failures due to control plane bugs, and general conversation summarization needs within the LangChain ecosystem.",11,11,,"['provide a response to the question about the preceding support conversation.', 'answer a question about the preceding support conversation.', 'provide a summary of the support conversation, which involved a user experiencing warning messages when accessing the platform, issues with adding a second developer account to a personal organization, and ultimately requesting cancellation of memberships and refunds for a personal organization while transitioning to a new business organization.']"
60,Resolve API authentication and connectivity configuration issues,"Users experienced various API authentication and connectivity issues including missing authentication headers, 404 errors, 403 Forbidden responses, certificate problems, and intermittent connection failures across different deployment configurations. The support requests involved troubleshooting authentication configuration, API key setup, regional endpoint settings, certificate updates, and resolving temporary service disruptions.",15,15,,"['help with missing authentication headers on API calls for their platform deployment. The user needed guidance on how to properly authenticate API requests from a frontend application, which required implementing a custom backend or passthrough server to manage API keys securely.', 'help resolve an API key authentication error with their Open Agent server when trying to access MCP (Model Context Protocol) tools, specifically seeking guidance on how to configure the system to use their API key or find alternative public MCP endpoints.', 'help with a 404 error when connecting to a cloud server through an integration. The user ultimately resolved the issue by correcting the authentication headers being passed to the cloud service.']"
61,Configure advanced LangGraph platform deployment features and development workflows,"Users requested advanced LangGraph platform features and configurations including cron job scheduling access, multiple deployment environments for CI/CD pipelines, A/B testing setups, and guidance on updating environment variables in deployed cloud agents. They also sought quota increases to support development workflows with separate staging and production environments, along with integration guidance for browser automation tools and authentication features.",8,8,,"['get access to cron job scheduling features for their agent application, which is currently restricted to the Plus tier, while they are on the startup program and want to test locally rather than using cloud deployment.', 'increase their development quota for custom agents on the platform. They want to deploy more custom agents for development purposes while understanding that production deployment may remain restricted due to cost considerations.', 'provide a second deployment for their platform to implement a CI/CD pipeline for their agent development, and they also inquired about month-to-month enterprise tier package options.']"
62,Configure LangGraph Platform TTL settings for disk storage management,"Users experienced critical disk storage capacity issues with their LangGraph Platform deployments, with database utilization exceeding 80-85% and triggering storage alerts. The support team provided guidance on configuring TTL (Time To Live) settings for automatic checkpoint cleanup, volume expansion procedures, and enabling blob storage to manage disk space effectively.",10,10,,"['help with a disk space issue in their self-hosted deployment where the database has less than 10% remaining space, and they encountered errors when trying to update persistence settings. The support team provided guidance on volume expansion procedures and recommended enabling blob storage to preserve space for future runs.', 'clarify the checkpointer TTL (time-to-live) configuration and deletion strategy for disk storage management, specifically asking about when thread expiration triggers checkpoint cleanup and requesting immediate deletion of stored data to prevent disk space issues.', 'help with a disk utilization issue on their LangGraph Platform deployment that has exceeded 85% storage capacity and needs TTL configuration to reduce disk usage.']"
63,Resolve LangSmith dataset management and export functionality issues,"Users encountered various issues with LangSmith dataset management functionality, including validation failures when adding LLM call logs to datasets, schema conversion bugs in the dataset examples editor, and problems with dataset version tagging in JavaScript client evaluations. They also requested help with programmatic dataset operations like exporting experiment results with proper example ID mappings, recovering accidentally deleted datasets, and accessing tutorial datasets for reproduction purposes.",7,7,,"['help with adding LLM call logs to a dataset for export as a JSONL file for finetuning, but the logs were failing validation when trying to create a new dataset in their self-hosted instance. The support team provided a solution by suggesting the user manually create the dataset by copying and pasting the full JSON schema for both input and output to automatically detect the correct schema format.', ""help them with their LangSmith support request about dataset version tagging issues in the JavaScript client's evaluate function, where inconsistent timestamp precision and deleted examples cause incorrect version tracking, preventing reliable post-experiment dataset version tagging."", 'help them programmatically export experiment results from their LangSmith SDK, specifically wanting to download LLM-as-a-judge predictions with associated dataset example IDs, and they encountered issues with unexpected row counts and missing example ID mappings in the exported data.']"
64,Fix LangSmith Playground and Prompt Hub functionality issues,"The users requested support for various functionality problems in the LangSmith Playground interface, experiencing issues with output copying, prompt execution, model configuration settings, and feature integration. They also needed help with Prompt Hub-related problems including slow pull performance, template format settings, structured output schema handling, and version control issues affecting prompt management workflows.",18,18,,"['help with a LangSmith SDK issue where structured output logging is not working properly in JavaScript, unlike the expected behavior they experienced in Python where the schema appears prefilled in the playground interface.', 'help with two LangSmith issues: first, the UI not honoring max token limits for Vertex AI models during evaluations (responses truncated at 1024 tokens despite setting 8192), and second, document attachment failures in the Playground with Claude via Amazon Bedrock due to content block format mismatches.', 'help with an error when using model configurations from the prompt hub with the chat model library in a javascript environment. The user wanted to configure model parameters centrally and switch between different model providers easily without hardcoding model classes in their application code.']"
65,Handle business partnership and distribution service inquiries,"Users requested various business partnership opportunities including distribution services in Asian markets, brand collaboration campaigns, marketplace API features, community leadership roles, and referral program information. The support team consistently declined external marketing partnerships while focusing on core product development and provided guidance on appropriate channels for business development inquiries.",13,13,,"['provide a business partnership proposal for distribution services in a specific Asian market, which falls under sales/business development rather than technical support.', 'provide a brand scaling and targeted ad campaign collaboration service. The team politely declined the external marketing partnership offer, focusing on core product development instead.', 'provide information about partnership opportunities and the formal process for joining the partner network. Despite multiple follow-ups and attempts to engage through the community channel, the user continues seeking direct criteria and steps for establishing a business partnership.']"
66,Migrate LangSmith accounts from US to EU region,"Users requested assistance migrating their LangSmith accounts from the US data region to the EU data region for compliance and data residency requirements. Support teams provided step-by-step guidance for manually recreating organizations in the EU region and transferring data, subscriptions, and startup plan benefits since direct cross-region migration is not supported.",17,17,,"['update their account to the startup plan on the EU tenant after migrating from a non-EU tenant, as previously discussed with another support representative. The support agent made an adjustment and provided a form link, which successfully resolved the billing plan upgrade request.', 'help them migrate their organization and users from the US data region to the EU data region, including transferring their paid subscription credits to the new EU account.', 'help them migrate their LangSmith account from the US region to the EU region while maintaining their startup plan discount and ensuring no service interruption for their current clients. The support team worked out a solution to approve the startup plan on both accounts temporarily during the migration process.']"
67,Provide self-hosted LangSmith deployment upgrade and configuration support,"Users needed support with self-hosted LangSmith deployments, specifically seeking guidance on version upgrade requirements, dependency management practices, and resolving post-upgrade stability issues including trace visibility and cloud storage authentication problems. They also requested clarification on SDK functionality changes for model version handling and sought improved documentation regarding supported database versions for self-hosted installations.",6,6,,"['help them understand the requirements for upgrading their self-hosted version to v0.9.3, specifically asking about network egress requirements and license key updates needed for the upgrade process.', 'provide guidance on best practices for managing dependency versions in their project, specifically which dependencies should have flexible versus pinned versions after resolving an initial constraint issue with the SDK.', 'help them troubleshoot and resolve stability issues with their self-hosted deployment after upgrading to version 0.9, specifically addressing problems with trace visibility, storage bloat, and authentication errors with their cloud storage configuration. The issue was ultimately resolved by properly configuring IAM roles and environment variables for the platform-backend service to enable correct cloud storage access.']"
68,Categorize and analyze LangChain/LangSmith support conversation classifications,"Users sought help with categorizing, analyzing, and understanding various LangChain/LangSmith support conversations and technical issues including dataset bugs, LangGraph Studio problems, and general platform issues. The requests involved meta-support activities where users asked for assistance in classifying support interactions across different LangChain ecosystem components rather than direct technical troubleshooting.",10,10,,"['provide a response to a question, but the specific technical issue or support need is not clearly articulated in the conversation. The interaction appears to be a test or incomplete support request that triggered multiple survey prompts.', 'answer a question about what the user\'s overall LangChain/LangSmith support request is. The user\'s actual support request is unclear as they only sent the single word ""surveys?"" without additional context.', 'provide a response to a general question, but the specific technical details or nature of the LangChain/LangSmith support issue are not clearly specified in the conversation.']"
69,Resolve LangSmith dataset management and processing errors,"Users encountered various technical issues with LangSmith dataset functionality, including 500 server errors when uploading large datasets via API, timeout errors during dataset deletion, and problems with dataset display where only the first input value appeared in multi-input scenarios. Additional issues included missing model definitions, stuck evaluators that failed to complete processing, batch processing timeout problems, and errors when creating dataset examples.",8,8,,"['help them with a 500 server error when trying to upload a large dataset (19k examples) via the API, which was determined to be a bug with bulk uploads that could be worked around by uploading in smaller batches.', 'help them with a bug report about being unable to delete tool call IDs in the dataset example addition view, which they worked around by editing raw JSON.', 'help them with a dataset deletion error they encountered, which appears to be related to timeout issues that may have been transient.']"
70,Correct LangGraph Academy certificate name display issues,"Users requested corrections to their LangGraph Academy course completion certificates, which displayed incorrect names such as ""Google User"" or outdated display names instead of their actual names. The support team successfully processed these administrative requests and updated the certificates with the correct name information for various academy courses including Introduction to LangGraph.",7,7,,"['reissue a certificate with the correct name instead of ""Google User"" for a completed LangGraph Academy course. The support team successfully updated the certificate name as requested.', ""correct the name on their certificate from the academy, as the personal details were pulled incorrectly from their account and didn't update even after they modified their profile information."", 'update their name on their course completion certificate after changing their account name, as the certificate was still showing their old display name instead of their updated name.']"
71,Update LangSmith billing account information and invoice settings,"Users requested assistance with updating billing account information including invoice email addresses, billing addresses, company names, and payment methods for their LangSmith accounts. Support agents provided instructions for making these changes through account settings and manually updated backend billing configurations when interface access was limited.",24,24,,"['update the invoice email address for their account from an old email to a new one, as they were still receiving invoices at the previous address despite changing their account email. The support agent resolved this by manually updating the email in the billing platform since the invoice email field was not accessible to the user in the interface.', 'send a specific invoice for $78 to their email address. The support team acknowledged the request and confirmed they resent the invoice to the requested email addresses.', 're-issue an invoice with their company name included in the billing information. The support agent explained that previously paid invoices cannot be re-issued, but the company name will appear on future invoices after updating the billing information.']"
72,Configure self-hosted LangGraph Platform deployment infrastructure and customization settings,"Users requested technical support for configuring and customizing self-hosted LangGraph Platform deployments, including SMTP email setup, network port configurations, custom domain settings, and environment variable management. They also sought guidance on advanced deployment features like server secret management, system dependency installation, collaborative project structures, and custom URL patterns for their production environments.",8,8,,"['help with email delivery configuration for invitation emails in their self-hosted production deployment, specifically seeking guidance on SMTP configuration through the official deployment chart. The support team clarified that email invites are not currently supported in self-hosted instances and users can log in directly after being granted access.', 'provide information about open ports and protocols on the platform, specifically asking about TCP/UDP ports, non-standard web ports, and outbound communication capabilities for network configuration purposes.', 'provide information about custom domain configuration and server hosting location options for platform deployment, specifically asking about multi-region hosting capabilities for staging, production, and global optimization.']"
73,Provide LangSmith enterprise self-hosting license keys and pricing information,"Users requested license keys and pricing information for self-hosted enterprise deployments of LangSmith, seeking to migrate from cloud-hosted instances or evaluate self-hosting options for data privacy and organizational requirements. Support agents consistently explained that self-hosting capabilities require enterprise-tier subscriptions with annual commitments typically starting at $15,000-$50,000 USD and offered to connect users with sales teams for detailed implementation discussions.",16,16,,"['provide additional deployments on the platform and obtain a license key for self-hosting on cloud infrastructure, after experiencing production deployment failures that required rollback to a different system.', 'help with a self-hosted deployment setup for a product, including infrastructure decisions about database hosting options and obtaining the necessary license keys to begin the deployment process.', 'obtain a license key for self-hosted experiments in their homelab. The support agent explained that self-hosting is only available for enterprise customers, not free or plus tier users.']"
74,Resolve Azure OpenAI integration configuration and compatibility issues,"Users requested support for configuring Azure OpenAI integrations with LangSmith Playground and LangChain, experiencing issues with API key configuration, model name tagging, deployment settings, and private endpoint connectivity. The requests also involved resolving Azure OpenAI-specific technical problems including API version compatibility, caching issues, SSL context errors, and tracing display inconsistencies.",14,14,,"[""provide a solution for connecting Azure AI Foundry to LangSmith in a smoother way, ideally with a dedicated model provider, and to enable connection of Google Gemini models with custom specification URLs for their company's secure model access requirements."", 'help them with the LangSmith Playground integration with Azure OpenAI API, specifically resolving configuration issues with API keys, instance names, and deployment settings that were preventing the Playground from working correctly.', 'help with a LangSmith Playground issue where Azure OpenAI deployments were being incorrectly tagged as ""gpt-4o-mini"" instead of the actual deployed model name ""o1-mini"". The support team provided a fix that required removing the ""model"" parameter from the Extra Parameters section in the playground settings, which successfully resolved the model tagging issue.']"
75,Troubleshoot diverse LangGraph and LangSmith technical integration issues,"Users encountered various technical issues across multiple LangChain ecosystem components including LangGraph API nested configuration problems, LangSmith annotation queue JavaScript errors, LangGraph Studio UI rendering issues, and LangSmith evaluator setup errors. They also experienced platform stability problems with LangGraph development environments and sought guidance on proper implementation patterns for nodes, subgraphs, and UI recreation.",27,27,,"[""help them set up a LangSmith evaluator for their PDF data extraction workflow, specifically troubleshooting a TypeError related to the 'split' method and understanding how to properly configure the evaluation pipeline with their dataset."", 'help them understand how to use LangGraph with pyMDP, providing links to a research paper and video tutorial on the topic.', 'provide a general welcome message to new users who have been exploring the LangGraph ecosystem and related tools.']"
76,Assist with LangChain development environment setup and configuration,"Users requested assistance with LangChain development environment setup and configuration issues, along with support for accessing LangMem testing credentials and API keys. Additionally, users sought general support information, consulting services for Plus plan subscribers, and product demos while requesting language localization and communication platform guidance.",12,12,,"['provide help with their LangChain development environment setup or configuration issues.', 'help with their LangChain development environment setup or configuration issues.', ""provide the email support contact information for their Plus plan subscription, and then to inquire about getting one-time consulting help for a technical problem since Pro Plan subscribers don't receive advice on LangChain/LangGraph issues.""]"
77,Implement advanced LangGraph OSS Python workflow patterns and integrations,"Users requested guidance on implementing advanced LangGraph OSS Python workflow patterns including human-in-the-loop systems, parallel execution, dynamic node routing, and conditional tool access. They also sought troubleshooting help for LangGraph integration issues with LangSmith tracing, context management problems, and binding conflicts between tools and structured outputs.",21,21,,"['help with reducing message history in LangGraph agent calls to prevent context overflow when tools are called repeatedly, specifically when tool responses contain large amounts of text that cause context size issues.', 'provide guidance on efficiently saving and restoring checkpoints in LangGraph for interrupt handling in a stateless agent system. They specifically want to know if they need to persist the entire thread from the checkpointer or if a smaller subset of data would be sufficient to resume execution after an interrupt.', 'help them understand how to dynamically set the LangSmith project_name when using LangGraph, specifically when calling graph.astream and wanting to configure it via RunnableConfig.']"
78,Resolve unexpected LangSmith trace billing charges and disputes,"Users experienced unexpected LangSmith billing charges primarily due to excessive trace generation from coding errors, system bugs, or unintended configuration settings, leading to invoice amounts ranging from $80 to over $2,900. Support staff provided courtesy refunds and billing adjustments while recommending spending limits, data retention controls, and other preventive measures to avoid future billing incidents.",8,8,,"[""help reduce storage usage in their database by deleting old trace data, but the deletion operations weren't freeing up disk space as expected due to database optimization issues. The support team helped troubleshoot the problem by identifying that deleted data parts needed to be manually dropped to actually reclaim storage space."", 'provide a refund for a $2,000 charge incurred due to accidentally generating over 10 million empty traces through a coding error, and to inquire about setting trace limits to prevent similar billing incidents in the future.', 'resolve a billing dispute regarding unexpected charges of $364.16 for 150,000 traces that they believe were incorrectly billed to their account. The support team provided a courtesy refund and recommended setting up spending limits for future usage.']"
