cluster_id,name,description,size,total_size,member_clusters,sample_summaries
40,Implement custom streaming controls for LangGraph and MCP components,"Developers sought to implement and customize streaming functionality across various LangGraph and LangChain components, including HTTP streaming for MCP adapters, token-by-token response streaming from graph executions, and custom event streaming from tools. They also needed to control streaming behavior by selectively disabling streaming for specific nodes, managing structured content streaming without duplication, and adding metadata customization to differentiate between structured and unstructured streaming outputs.",13,13,,"['ask about adding HTTP streaming support and injectable state functionality to the MCP (Model Context Protocol) connectivity adapters package. The conversation reveals that HTTP streaming has been implemented but injectable state is not currently supported due to limitations in passing runtime context to MCP tools.', 'find a way to stream the final response from a graph execution token-by-token, rather than receiving the complete final state all at once when using streaming mode in the graph framework.', 'provide better documentation and examples for using semantic search capabilities with the vector store, specifically wanting a simple ""get started"" guide that shows how to chunk and store large text files without having to manually configure dense/sparse vectors.']"
41,Debug LangChain component issues and implement missing functionality,"Users encountered diverse technical challenges across LangChain components including caching bugs in langchain-openai, state propagation issues in langgraph-supervisor, tracing inconsistencies between model providers, and missing functionality for PDF token counting and local embeddings. They also requested technical guidance on implementing context caching, managing message history in agents, collaborative development environments, and integrating external services like MCP crypto capabilities into their AI applications.",20,20,,"['find an alternative to the OpenAIEmbeddings class that supports locally deployed models instead of remote services for generating text embeddings in the langchain library.', 'help resolve a bug in the langgraph-supervisor library where tools that update state were not properly propagating state changes to downstream agents, causing workflow interruptions. The assistant successfully identified and fixed the bug by releasing version 0.0.20 of the supervisor library.', 'find recommended patterns for reducing message history in agent calls, specifically to manage context size when tool calls are repeated multiple times and return large amounts of text that cause context growth issues.']"
42,Resolve seat billing discrepancies and subscription charge errors,"Users requested corrections to billing discrepancies related to incorrect seat count charges, proration errors, and misapplied subscription plans. They sought refunds for overcharges, invoice adjustments, and resolution of payment method issues affecting their account billing accuracy.",15,15,,"['provide a revised invoice for $53.89. This is a billing-related issue where the customer needed clarification on their invoice amount, and the support team explained that the original invoice was refunded and replaced with smaller prorated charges for seat additions.', 'resolve billing and account management issues related to their approved startup pricing plan not being applied correctly, and to add a new user to their startup account with the discounted seat pricing.', ""clarify a billing issue regarding prorated seat charges on their invoice. This is a billing and account-related inquiry where the customer needed explanation of a specific line item they didn't understand.""]"
43,Dispute LangSmith billing charges for excessive trace generation,"Users requested refunds and billing adjustments for unexpected LangSmith charges caused by system bugs, configuration errors, and runaway processes that generated excessive traces. They sought to dispute invoices ranging from hundreds to tens of thousands of dollars due to unintended trace generation, extended data retention fees, and billing spikes from technical failures.",17,17,,"['investigate and explain an unexpected billing charge of over $330 on their account, which appears to be related to a spike in trace usage after switching from base to extended data retention settings, and to request a possible refund for these charges.', 'waive unintended charges for extended data retention upgrades that were automatically triggered without their knowledge, and to receive guidance on preventing such charges in the future.', 'resolve an unexpected billing charge of approximately $20,000 for LangSmith traces and data retention, which was 100x higher than their typical monthly bill, and to investigate why this spike occurred without triggering internal safeguards.']"
44,Debug LangGraph cloud deployment runtime connectivity issues,"Users requested help
resolving various runtime issues with LangGraph cloud deployments, including
connectivity problems, timeout errors, crashes, and network access issues. The
requests covered debugging deployment environments, fixing DNS and connection
problems, and troubleshooting platform-specific issues like ECS exec access and
trace logging visibility.",30,30,,"['resolve a 400 error occurring with an API on the platform and to increase their deployment quota to allow for additional development graphs beyond their current social media agent.', 'resolve server connection issues with their subscription service that prevent them from loading any graphs, even when running locally, and to process a refund due to the service being unusable.', 'enable cloud access to the graph studio feature on their account, as they are experiencing a ""Failed to connect to server"" error when trying to access the studio through the web platform.']"
45,Request LangChain platform information and business services,"Users requested information about product availability, platform processes, documentation, and business services across LangChain ecosystem tools including LangSmith API troubleshooting and LangGraph partnership inquiries. They sought general platform guidance, trial access, training resources, collaboration opportunities, and support for non-technical issues rather than specific development implementation help.",42,42,,"['get help with LangGraph for building an AI application as proprietary software, and to understand the eligibility requirements for joining the Slack community as a solo developer without a registered business.', 'get help with using LangGraph in combination with pyMDP, providing links to a research paper and video tutorial as reference materials for their technical integration question.', 'get a referral for a developer who can help integrate their GPT with LangChain, Eleven Labs, and D-ID to create a virtual assistant with memory for answering client questions about real estate properties.']"
46,"Configure self-hosted LangSmith
platform deployment and infrastructure","Users requested
guidance on self-hosted deployment setup, configuration, and management for
LangSmith platform, including infrastructure options, authentication, licensing,
and upgrade procedures. They needed help with deployment environments, custom
domains, cloud storage integration, proxy configurations, and enterprise-grade
installation requirements.",31,31,,"['get additional deployments on the platform, obtain a license key for self-hosting on cloud infrastructure, and resolve deployment failures that caused production issues requiring them to switch to an alternative container orchestration system.', 'plan for upgrading to version 0.9 of the self-hosted instance without impacting ongoing efforts, and to map out a timeline for the upgrade. This is related to a licensing and upgrade management issue for the self-hosted platform.', 'help them deploy and configure a self-hosted installation in their enterprise environment, which involved resolving helm installation errors, configuring proxy settings for egress connectivity, setting up licensing, and addressing TLS termination requirements at the pod level due to organizational security policies.']"
47,Debug LangSmith tracing performance and metrics analysis issues,"Users requested assistance with troubleshooting and optimizing LangSmith tracing performance issues, including problems with data masking for sensitive information, slow loading of trace data, handling large payloads, and resolving memory leaks in custom tracer implementations. They also sought help understanding tracing metrics calculations, latency reporting accuracy, cost tracking discrepancies, and accessing aggregate performance data across multiple traces and conversations.",27,27,,"['help with a system performance issue where old traces are overwhelming their system and preventing rule matching from working properly, and they want to split ingestion and rules workers to improve performance, along with configuration help for redis storage lifetime and data retention settings.', 'understand how latency metrics (P50 and P99) are calculated in the thread view for tracing, specifically seeking clarification on the statistical methodology used for these percentile calculations.', 'help troubleshoot and resolve high latency issues in streaming responses that are being incorrectly reported in traces, where latency numbers show tens of minutes or hours instead of actual response times, often correlating with generator exit errors and incomplete streaming processes.']"
48,Manage account upgrades and regional migrations for compliance,"Users requested account management changes including adding seats beyond current plan limits, upgrading to enterprise plans, and increasing deployment quotas for cloud platforms. They also needed regional account migrations from US to EU regions for compliance purposes, along with information about data retention policies and external database configurations.",5,5,,"['add more seats to their account without upgrading to the enterprise plan, which is a billing and licensing issue related to account capacity limits.', 'migrate their account data storage from the US region to the EU region for compliance purposes, and they plan to purchase additional seats after the migration is completed.', 'increase their deployment quota for the cloud platform and migrate their account from the US region to the EU region.']"
49,Resolve LangSmith platform access and administration issues,"Users experienced various operational issues with LangSmith platform access and management, including workspace invitation failures, forbidden/authentication errors, organization access problems, and billing-related service disruptions. They also requested platform administration tasks such as license extensions, rate limit increases, private beta access, and configuration guidance for retention policies and alerting features.",28,28,,"['resolve an access issue with LangSmith where they are unable to log in and keep encountering error messages. The support team is troubleshooting by suggesting they try accessing the platform through an incognito browser window.', 'resolve a ""Forbidden"" error they were encountering when trying to use LangSmith. The issue was resolved during the support interaction without requiring the troubleshooting steps that were initially suggested.', 'revoke a LangSmith API token that they cannot see in their workspace but is still valid and functional. The issue was resolved when the token owner was identified and successfully deleted the key from their account.']"
50,Classify non-technical messages and spam as outliers,"Users requested assistance to classify various types of non-technical messages as outliers, including marketing emails, domain renewal reminders, spam messages, and automated customer service responses. These classification requests were identified as unrelated to technical development or LangChain-related issues and required categorization as outliers in the system.",42,42,,"['classify this as an outlier. This is a promotional email from a freelance writer/editor offering services, which is unrelated to technical development or customer support issues.', 'classify this as an outlier. This is a notification email about updated terms and policies from a financial services company, which is unrelated to technical development or customer support issues.', 'classify the conversation as an outlier. This is a spam inquiry about domain ownership and is unrelated to technical development or LangChain-related issues.']"
51,Troubleshoot LangChain cloud deployment stability and service outages,"Users experienced persistent deployment instability and service outages on LangChain cloud platforms, reporting crashes, 502/503 errors, and system unavailability under production workloads. They sought troubleshooting assistance for database connectivity issues, auto-scaling configurations, thread state problems, and platform reliability concerns affecting their hosted LangGraph and LangSmith deployments.",62,62,,"['help resolve issues with their self-hosted setup where inputs and outputs are not loading properly in the UI, with presigned URLs pointing to localhost instead of their S3 bucket, and experiencing 504 gateway timeout errors during download requests.', ""understand the technical issue that caused a production database scaling problem, which resulted in trace ingestion outages and 403 errors for their organization's LangSmith service between specified UTC hours."", 'help troubleshoot a platform availability issue where the service appears to be down or inaccessible. The issue was ultimately resolved when it was determined to be caused by a misconfigured load balancer with a missing security group rather than an application-level problem.']"
52,Delete individual personal accounts from LangSmith platform,"Users requested deletion of their individual personal accounts from the LangSmith platform, including removal of specific traces and runs, through support channels since self-serve account deletion was not available through the web interface. These requests involved personal account management and data removal, with some users changing authentication methods or updating email addresses associated with their accounts.",42,42,,"['delete their account from the platform. This is an account-related issue where the user wants their account and associated data removed from the system.', 'delete their account and all personal data from the platform. This is an account-related issue that was successfully processed and completed by the support team.', 'have their account deleted. This is a data subject access request (DSAR) for account deletion, which was successfully processed by the support team.']"
53,Fix LangSmith evaluation features and data management functionality,"Users encountered various functional issues with LangSmith's evaluation and data management features, including problems with LLM-as-Judge backfill filters, experiment data visibility, metadata display and export limitations, rate limits for custom evaluators, and dataset validation errors. They also requested technical improvements such as asynchronous data masking operations, configurable precision for feedback scores, documentation for embedding distance features, and solutions for token counting issues with Anthropic models.",32,32,,"['get help with a technical issue where the pytest command with the --output=ls flag shows ""no tests ran"" in the terminal output table, even though the tests are actually running successfully and appearing in the testing platform.', ""understand whether it's possible to backfill a Rule in LangSmith after it has been running, specifically to check if their problem detection rule would have flagged certain traces that were missed due to a low sampling rate."", 'fix the LLM-as-Judge backfill feature in LangSmith, which is not properly applying filters when checking record counts, preventing them from running evaluations on historical data despite having filters that should limit the dataset to a manageable size.']"
54,Resolve LangSmith API and server infrastructure errors,"Users encountered various API and server errors when accessing LangSmith platform services, including internal server errors with filtering, rate limiting issues during data extraction, and dashboard functionality bugs. They requested fixes for CSV download problems, API authentication errors, data retrieval failures, and SQL query issues that were blocking their ability to programmatically access experiment data and statistics.",18,18,,"['resolve ""Too Many Requests"" errors they are encountering when using the API to extract data, specifically when querying runs from a project using delta records processing.', ""resolve a 500 server error they're encountering when trying to upload a large dataset (approximately 19k examples) via the API, which is blocking their work progress."", 'clarify a data discrepancy issue with dashboard date filters, specifically why the ""Last 7 days"" filter only shows data up to yesterday while the ""Last 1 hour"" filter shows current day data. The support team explained that the x-axis labels are confusing but the data actually includes runs through the present day, and they are working on fixing the label clarity.']"
55,Manage invoice billing details and address corrections,"Users needed comprehensive invoice management support including updating billing addresses, tax IDs, VAT numbers, and company information on existing invoices through backend administrative changes. They also required re-issuing corrected invoices, configuring dedicated billing email addresses, and resolving duplicate billing issues across different regional accounts.",25,25,,"['update the invoice email address for their account so that future invoices are sent to their new email address instead of the old one. This is a billing and account-related issue where the user needed help configuring their account settings to ensure proper invoice delivery.', 'investigate and resolve a billing issue where they were being double-charged on their invoices. The issue was resolved by canceling one of their duplicate accounts (in the US region) and crediting the remaining account (in the EU region) with the charges from the canceled account.', 're-issue an invoice with their company name included in the billing information. This is a billing and account-related issue where the customer wants a previously paid invoice to be reissued with proper company details for their records.']"
56,Manage team meeting scheduling and calendar coordination,"Users needed to reschedule, cancel, or coordinate various team meetings due to scheduling conflicts, personal emergencies, hackathons, time zone preferences, and team member availability issues. These requests involved updating calendar invites and managing meeting logistics rather than addressing any technical development or LangChain-related concerns.",10,10,,"[""reschedule a meeting due to the unavailability of a lead developer from the bank side who has a personal emergency situation to handle. This is classified as an outlier since it's a meeting scheduling request unrelated to technical development."", 'cancel or postpone a scheduled sync meeting due to a hackathon taking place that week. This is an outlier as it relates to scheduling coordination rather than technical development.', 'record a meeting. This is an outlier as it is unrelated to technical development or LangChain-related issues.']"
57,Configure LangSmith production monitoring and operational infrastructure,"Users requested comprehensive support for LangSmith production operations including monitoring setup, log synchronization, performance optimization, database configuration, audit logging implementation, and metrics endpoint access. They also sought guidance on profiling tools, SLA clarifications, data migration between deployments, and proper environment configuration for tracking and observability features.",23,23,,"['get deployment architecture recommendations for a tracing platform across multiple geographic locations and environments, specifically asking whether to use a single centralized instance with trace segmentation or separate instances per location and environment combination.', 'implement comprehensive audit logging and monitoring capabilities for their platform, specifically to address insufficient logging and monitoring security gaps by tracking user actions, API calls, and anomalous behavior with long-term retention.', 'resolve performance and availability issues with the platform, specifically slowness problems affecting tracing projects, dataset experiments, and evaluations, along with requesting best practices guidance for scaling self-hosted infrastructure components.']"
58,Deploy LangGraph Platform and LangSmith in enterprise self-hosted environments,"Developers requested guidance on deploying and configuring LangGraph Platform and LangSmith in self-hosted, on-premises, and BYOC environments with enterprise security requirements. They needed assistance with infrastructure setup, database connectivity, authentication, data isolation, pricing models, and migration from cloud to private deployments.",37,37,,"['find out when LangGraph will be supported on LangSmith Self-hosted for BYOC (Bring Your Own Cloud) and whether BYOC will always require a SaaS control plane.', 'clarify the billing policy for new LangGraph deployments, specifically whether deployments created after a certain date would be billed immediately or receive the same grandfathered free period as existing deployments.', 'add a specific router provider as an integration option within the playground feature of a language model development platform.']"
59,"Complete
vendor onboarding and business compliance documentation","Users requested to
complete vendor onboarding processes, provide tax and legal compliance
documentation, and establish business partnerships or distribution agreements.
These requests focused on administrative tasks such as submitting W-9 forms,
Data Processing Agreements, certificates of tax residence, and vendor management
documentation rather than technical development needs.",14,14,,"[""participate in an oil and gas company's Expression of Interest (EOI) process for contractors and service providers. This is an outlier as it relates to business procurement rather than technical development."", 'provide a W-9 tax form for accounts payable records, which is an administrative/business matter unrelated to technical development and should be classified as an outlier.', 'move an external vendor channel to Teams. This is an outlier as it relates to organizational communication platform migration rather than technical development.']"
60,Enhance LangChain evaluation system features and dashboard capabilities,"The users requested various enhancements and capabilities for LangChain evaluation systems, including dataset synchronization between cloud and local repositories, custom metric tracking in dashboards, and AutoEvaluator functionality with scoring and commenting features. They also sought advanced evaluation features like dataset-level precision/recall metrics, external HTTP calls in evaluators, semantic similarity evaluation using embeddings, and portfolio-level dashboard views combining multiple evaluation datasets.",22,22,,"['provide preliminary documentation and details about upcoming open source evaluation packages that were discussed in a previous meeting. The assistant responded by sharing two evaluation repositories containing commonly used evaluation tools, specifically highlighting unordered match and trajectory evaluation methods.', 'improve the developer experience when working with state-to-dataset conversions, specifically requesting a smoother solution for handling input/reference output objects that get converted to dictionaries, which currently requires clunky workarounds in target functions and evaluators.', 'get guidance on the best practice for grouping questions in an EVAL dataset, specifically whether to use metadata or tags. The assistant recommended using metadata due to better platform support.']"
61,Debug LangChain structured output schema and Pydantic integration errors,"The requests focused on resolving various bugs and compatibility issues with structured output functionality across LangChain components, including schema validation errors, serialization problems with Pydantic models, and integration failures with different model providers. Users encountered specific technical challenges with caching mechanisms, UI display issues in LangSmith playground, and runtime configuration problems when implementing structured outputs with chat models and retrieval systems.",33,33,,"['get support for a missing feature in the JavaScript SDK where structured output schemas are not being logged or displayed in the tracing interface, unlike the Python version which shows the schema in the playground for iteration purposes.', 'help resolve errors with tool invocation when using a specific AI model with a chat interface in the framework, which initially involved tool result formatting issues and later evolved into stream locking errors during testing after upgrading core dependencies.', 'get help with implementing structured output enforcement using the ChatDatabricks class from the databricks_langchain integration, specifically trying to use the with_structured_output() method with a provisioned endpoint but encountering a ""json_schema must have a \'name\' field"" error despite the schema containing a name field.']"
62,Resolve LangGraph Docker build and deployment configuration issues,"Users experienced various Docker build and deployment failures when using LangGraph, including missing compiler dependencies, Python version constraints, architecture mismatches, and package version conflicts. They also encountered runtime issues with container configurations, environment variable setup, and dependency management that prevented successful local development and cloud deployment workflows.",23,23,,"['resolve a technical issue with LangGraph Studio where the Docker volume is consuming excessive storage space (65 GB) despite running fewer than 100 threads across 3 graphs locally, causing the application to fail due to full storage.', 'get help with a Docker container issue where they need to remove a certificate location variable when running scripts locally on Mac due to different file paths between Docker and Mac environments.', 'help resolve configuration and bundling issues when implementing generative UI components in a Python-based project, specifically problems with importing dependencies, configuring build tools, and getting UI components to render properly in the frontend.']"
63,Manage platform support tickets and bug reports,"Users experienced various technical issues with the development platform interface and submitted support tickets for resolution, including bugs with chat functionality, survey features, and workspace management. They followed up on pending support requests, provided feedback on implemented features, and sought status updates on previously reported problems that required technical investigation.",30,30,,"['provide a response to a previous inquiry, but the specific technical details of the original request are not provided in the conversation. The support team indicates they have no record of the previous inquiry and requests more details to assist properly.', ""provide an update on a cache configuration issue where organizational infrastructure policies prevent cache setting modifications, and they are seeking assistance to resolve JavaScript file caching problems that may require alternative solutions if current updates don't fix the issues."", 'provide a response to a previous inquiry that has not yet been answered. The user is following up on an unspecified technical issue or question that was previously submitted to support.']"
64,Resolve LangGraph Cloud and LangSmith production outages and service disruptions,"Users encountered widespread production outages, deployment failures, and service availability issues across LangGraph Cloud and LangSmith services, including billing system problems, API key access failures, and platform-wide DNS/certificate issues. Support teams resolved these incidents by fixing infrastructure problems, deploying targeted bug fixes for token counting and dashboard functionality, addressing billing activation issues, and restoring service access during cloud provider outages.",17,17,,"['resolve errors in their production deployment where LangChain calls to Gemini are failing, which was ultimately diagnosed and fixed by removing empty content blocks from their prompt template that were causing the Gemini API to throw errors.', 'resolve a production outage where they are unable to access their account, which is preventing all production services from retrieving prompts or pushing traces. The issue was resolved by applying a new plan to restore service access.', 'resolve multiple account setup issues with their startup plan, including fixing a 500 internal server error with payment processing, enabling user invitation functionality, and resolving API key generation problems.']"
65,Manage tracing platform account settings and billing configurations,"Users experienced various account administration issues including accessing billing information, understanding data retention policies, and resolving trace count discrepancies. They also needed to perform data export operations and modify subscription plans within the tracing platform.",14,14,,"['downgrade from the Plus plan to the Developer plan and regain access to the platform to export traces, but encountered issues because there is no direct downgrade path available.', ""regain access to their account after exceeding the monthly usage limit of 5000 traces, despite adding payment information. The user later realized the issue was due to timezone differences between their location and the service's reset time, and requested to disregard their support ticket."", 'enable the Bulk Data Export feature for their Plus plan account to perform offline analysis. The support team successfully enabled this feature for their organization and provided instructions on how to use it with the API endpoints and export data in Parquet format to S3 buckets.']"
66,Get LangSmith pricing and licensing information for deployment planning,"Users requested comprehensive pricing information, licensing terms, and billing clarifications for LangSmith platform deployments across different tiers and hosting options. They sought detailed cost breakdowns for node executions, standby minutes, enterprise licensing, self-hosted solutions, and volume-based pricing structures to make informed deployment and budgeting decisions.",20,20,,"['get information about their API rate limits, specifically asking what their current rate limits are, whether limits are per API key, and if the limits can be adjusted.', 'get cost estimates for node execution on the self-hosted enterprise platform, specifically seeking pricing information at different usage levels to evaluate their options.', 'clarify the pricing model for the platform, specifically questioning whether the per-node execution cost would make their solution financially unviable given their high-volume usage requirements.']"
67,Resolve self-hosted LangSmith license key configuration and verification issues,"Users encountered various issues with obtaining, configuring, and troubleshooting license keys for self-hosted LangSmith installations. They experienced license verification failures, authentication errors after upgrades, database migration problems, and needed guidance on license key management across different environments and versions.",17,17,,"['help resolve a license verification error that occurred after rebuilding their self-hosted LangGraph server, which was previously working but started failing with authentication issues.', 'resolve a license key validation issue with a self-hosted installation, specifically addressing problems with JWT token expiration and seeking guidance on proper license key configuration for their environment.', 'obtain a license key for self-hosted experiments on their homelab. The support team explained that self-hosted options are only available to enterprise customers, not free or plus tier users.']"
68,Configure TTL settings for database storage capacity management,"Users needed to configure Time-To-Live (TTL) settings to resolve database storage capacity issues where disk utilization had exceeded 80-95% thresholds and threatened service disruptions. They sought guidance on implementing TTL deletion strategies, understanding checkpoint cleanup mechanisms, and managing disk space through automated data retention policies.",16,16,,"['resolve a disk space issue with their ClickHouse database deployment and understand how to properly expand storage volumes in their Kubernetes environment, as they encountered errors when trying to update persistence settings and received warnings about low disk space.', 'understand and address a disk utilization issue with their platform deployment that exceeded 85% capacity, requiring configuration of TTLs to reduce disk usage and prevent application disruption.', 'clarify how the checkpointer TTL (time-to-live) deletion strategy works, specifically wanting to understand when expired threads and their associated checkpoints get automatically removed from disk storage.']"
69,Obtain data processing and business associate agreements for LangSmith compliance,"These users requested various data processing agreements and business associate agreements to ensure regulatory compliance when using LangSmith services. They sought legal documentation including DPAs for GDPR compliance, BAAs for HIPAA requirements, and assurance about cross-border data transfer controls for their AI application development projects.",26,26,,"['obtain a Business Associate Agreement (BAA) for HIPAA compliance purposes while using the platform for their product launch. This is a compliance and legal documentation request rather than a technical development issue.', 'obtain signed legal documents including a Non-Disclosure Agreement (NDA), Data Processing Agreement (DPA), and Terms of Service for compliance and security due diligence purposes related to their use of the language model platform.', 'obtain a Business Associate Agreement (BAA) for their LangSmith account to enable HIPAA-compliant usage in production for their healthtech startup, but they are seeking alternatives to the $25K minimum annual commitment requirement.']"
70,Analyze spam and phishing message content for security threats,"Users requested analysis of potential spam or phishing messages they received, seeking to understand if suspicious emails contained malicious content or fraudulent attempts. These requests were consistently identified as outliers since they involved cybersecurity analysis rather than LangChain development or AI framework implementation.",30,30,,"[""analyze a potential spam or phishing email related to domain renewal. This is an outlier as it's unrelated to technical development."", ""analyze a potential spam or phishing message. This is an outlier as it's unrelated to technical development."", 'analyze a potential spam or phishing message. This is an outlier as it is unrelated to technical development.']"
71,Enable and troubleshoot bulk data export functionality,"Users requested
technical support for bulk data export functionality, including feature
enablement, API configuration, troubleshooting export failures, and resolving
integration issues with cloud storage destinations like S3. The requests
involved debugging various problems such as rate limiting, authentication
errors, date filtering parameters, and empty export results in both hosted and
self-hosted platform deployments.",12,12,,"['help with bulk export functionality in a self-hosted version of the platform. The user was having issues with bulk exports but was able to resolve the problem by providing the workspace ID and successfully completed the export process.', 'enable bulk export functionality for their organization and workspaces. The user provided their organization and workspace IDs to facilitate this feature activation.', 'provide guidance on rate limits for bulk export functionality, as their export jobs are getting stuck in ""created"" status indefinitely, and they want better error messaging that indicates when rate limits are hit and when to retry.']"
72,"Handle
business partnership and commercial inquiry requests","The requests
consistently sought business partnerships, collaborations, sales discussions,
and investment opportunities rather than technical development assistance.
These inquiries focused on establishing commercial relationships, product
demos, affiliate programs, and strategic business growth initiatives rather
than addressing specific technical implementation needs.",31,31,,"['provide business information including product catalog, minimum order quantities, delivery terms, and payment terms for potential product purchases. This is an outlier as it relates to general business inquiries rather than technical development.', ""establish a business collaboration or partnership with a marketplace platform, not a technical development request. This should be classified as an outlier since it's a business development inquiry rather than a technical support issue."", 'establish direct contact with the company to provide business suggestions for improving sales and outreach, while also needing help getting their workflows running. This is not a technical development request but rather a business consultation and communication access issue.']"
73,Enhance LangSmith annotation queue functionality and interface,"Users requested various enhancements and fixes for LangSmith's annotation queue system, including adding notification systems for team members, improving UI/UX elements like note field display formats, and resolving JavaScript errors preventing access to annotation interfaces. They also sought to configure A/B annotation workflows, customize annotation rubrics with better visual organization, hide unused input variables from graders, and enable granular annotation of individual items within list outputs.",11,11,,"['add a notification system that alerts specific team members when new items are added to the annotation queue, allowing domain experts to be notified of pending annotation tasks.', 'improve the user experience (UX) of the annotations queue by changing how the note field is displayed to match the hover text format used for evaluation score details. This is a feature request for UI/UX enhancement in what appears to be a LangSmith annotation interface.', 'hide or remove specific input variables from graders in an annotation queue to prevent confusion, as these variables are no longer used in the updated prompt but still appear in the trace data.']"
74,Resolve account access restrictions and billing upgrade issues,"Users requested
support to resolve account access restrictions and billing limitations that
prevented them from using platform features like viewing experiment traces,
upgrading subscriptions, and accessing premium functionalities. They needed
assistance with account plan upgrades, downgrades, subscription renewals, and
resolving technical barriers that blocked platform usage due to exceeded usage
limits or billing configuration issues.",22,22,,"['provide additional information about their support ticket, which has been received and is under review by the support team.', ""get technical support for a specific problem they posted about, as their current plan doesn't provide advice on framework-related issues, and they're seeking one-time consulting to resolve what they describe as a serious blocker."", 'downgrade their organization from a paid plan to the free plan due to cashflow challenges, as they are receiving 403 Forbidden errors when trying to use the service. The support team explained that downgrading from paid plans is not possible and they would need to create a new organization to use the free plan.']"
75,Fix LangSmith platform UI bugs and interface functionality issues,"Users reported multiple user interface bugs and functionality issues in the LangSmith platform, including problems with React component rendering, navigation elements, column management, and visual feedback systems. The issues spanned across various platform components like the playground, tracing interface, dashboard, metadata screens, and feedback systems, with most problems affecting core user interaction and data visualization capabilities.",23,23,,"['investigate and fix a React error #31 bug where objects are being incorrectly passed as React children instead of being properly rendered, causing a minified React error in the frontend application.', 'improve the visual contrast and highlighting of selected traces in the user interface, as the current selection highlighting is too subtle and makes it difficult to locate selected items when scrolling through long lists.', 'resolve a bug in the feedback system where all feedback created_at dates were incorrectly showing as recent dates from late May instead of being distributed across the actual months when the feedback was created throughout the year.']"
76,Debug LangSmith dataset management UI and SDK integration issues,"Users encountered various bugs and functionality issues with LangSmith dataset management operations including UI display errors for multimodal content, file upload failures with large JSONL files, schema validation problems, and missing SDK methods for dataset operations. These technical issues required troubleshooting dataset creation, metadata access, attachment handling, filtering functionality, and API integration problems across both the web interface and Python SDK.",22,22,,"['find a method in the SDK to check if a dataset exists by name. The assistant provided the solution by recommending the has_dataset() method.', ""report a bug where they cannot delete the 'tool call id' field when adding an example to a dataset - the delete button (X) is unresponsive in the user interface, though they found a workaround by editing the raw JSON."", 'find a way to define nullable properties in a dataset output schema, specifically wanting to allow null values for string properties in addition to the string type itself.']"
77,Correct course certificate names and sync account profile information,"Users requested corrections to their course completion certificates where names displayed incorrectly as ""Google User"", generic placeholders, or abbreviated versions instead of their actual full names due to account setup or profile setting issues. They also requested access to community resources like Slack workspaces and username updates that weren't syncing properly between authentication services and the platform display system.",10,10,,"['reissue a certificate with the correct name, as the original certificate displayed ""Google User"" instead of their actual name after completing a course. This is an account-related issue where the user needed their course completion certificate updated to reflect their proper name after updating their account settings.', 'correct the name on their certificate. The certificate was displaying incorrect personal details that were pulled from their account, and they wanted the name updated so they could share the certificate on professional networks.', 'get access to the community slack workspace for the course they are enrolled in, as they were unable to join through the normal process due to not having the required email domain.']"
78,Implement advanced LangGraph state management and workflow control patterns,"Users sought guidance on advanced LangGraph state management patterns, including handling state mutations, partial updates, type checking compatibility, and state propagation between parent and child graphs. They also requested solutions for complex workflow control mechanisms such as interrupt handling, dynamic graph modification at runtime, asynchronous node execution, and serialization of graph structures for deployment.",16,16,,"['get guidance on how to dynamically modify graph nodes and edges at runtime in a cloud-based graph framework, specifically to enable customers to modify agent workflow rules through a user interface that serializes to JSON, rather than being limited to hardcoded graph configurations.', 'find a way to achieve non-blocking behavior in TypeScript similar to Python\'s ""blocking=False"" option for evaluation functions, specifically to work around a 15-minute timeout limitation in their CI/CD process.', 'understand how to implement customer confirmation handling in a graph-based workflow system, specifically whether customers (rather than just agents or admins) can provide explicit approval for certain operations using interrupt functionality.']"
79,Migrate deployments from legacy to new infrastructure preserving data,"Users requested manual migration assistance to transfer their production and development deployments from legacy infrastructure to new infrastructure while preserving critical data including threads, chat history, datasets, traces, and dashboards. The requests involved coordinated migration processes with dry runs, scheduled downtime, traffic cutover assistance, and billing continuity to minimize service disruption during infrastructure transitions.",20,20,,"['understand why their organizations and workspaces are missing from the UI after completing a migration, despite reusing the same database instances. The issue resolved itself after waiting longer for the migration to fully complete.', ""migrate their existing production deployment to new servers without creating a new revision, as they want to avoid paying for additional features they won't use while ensuring minimal disruption to their service."", 'migrate their account data from one region to another within the platform, specifically seeking to move datasets, traces, dashboards, filters, and evaluation results to a new organization in a different geographic region.']"
80,Handle domain name purchase solicitation requests,Users received solicitations recommending they purchase domain names for their businesses. These requests were unrelated to technical development or LangChain support and appeared to be commercial domain sales pitches.,6,6,,"['purchase a domain name. This is an outlier as it is unrelated to technical development or LangChain support issues.', 'consider purchasing a domain name. This is an outlier as it is unrelated to technical development or customer support issues.', 'purchase a domain name. This is an outlier as it is unrelated to technical development or customer support.']"
