cluster_id,name,description,size,total_size,member_clusters,sample_summaries
39,Resolve LangSmith member invitation and user onboarding issues,"Users encountered various issues with member invitation functionality in LangSmith deployments, particularly in self-hosted environments where SMTP email configuration problems, version compatibility issues, and UI-based invitation acceptance failures prevented successful team member onboarding. The support requests frequently involved troubleshooting invitation delivery mechanisms, resolving database constraint violations through version upgrades, and clarifying that LangSmith uses in-application notifications rather than email-based invitations for user management.",16,16,,"['help them add users to their organization in their on-premises LangSmith instance without using SMTP email configuration. The issue was resolved by identifying that their version was outdated and needed to be upgraded to support the UI-based invitation acceptance feature.', ""help them with a LangSmith workspace member invitation issue where they received an error about an existing invite but the new member couldn't find the invitation email. The support agent clarified that invitations appear within the application interface rather than being sent via email."", 'help them with a LangSmith self-hosted deployment issue where invitation acceptance stopped working after upgrading from version 0.9.54 to versions 0.9.77 and 0.9.78 when feature flags for organization creation were set to false. The support team identified this as a regression bug and provided a fix in Helm chart version 0.9.36 with application version 0.9.92.']"
40,Resolve LangSmith account email and authentication management issues,"Users requested assistance with updating their LangSmith account email addresses, often encountering verification issues when switching between personal and corporate emails or when previous email access was lost. Support requests also included problems with password resets, particularly for accounts originally created with Google OAuth, and issues accessing organizations that had switched to SSO-only authentication methods.",24,24,,"[""change their email address in their account settings, but they encountered a bug where the system isn't sending the required confirmation email to complete the email change process."", 'help them access a LangSmith account that belonged to a former employee who is no longer with the company, so they can download usage receipts and transition the account to their own email address. The issue was resolved when the support agent removed the email from the bounce/suppression list, allowing password reset emails to be delivered successfully.', 'help with access issues to the platform, specifically that multiple work email addresses are failing to pass verification during the signup or login process.']"
41,Increase LangGraph cloud platform deployment quota limits,"Users requested to increase their deployment quotas on the LangGraph cloud platform from the default limit of 1 deployment to higher numbers (typically 2-10 deployments) for various testing, development, and production needs. The support team consistently approved these requests during the open beta period, often increasing quotas to 5 deployments and soliciting feedback for platform improvements.",50,50,,"['increase their deployment quota. The support agent successfully upgraded their quota from 1 to 5 deployments.', 'increase their deployment quota for the cloud platform to allow for additional dev and beta versions in preparation for their production rollout. The support team approved the request and increased their quota to 5 deployments.', 'increase the seat limit on their startup plan from 10 to accommodate additional team members. The support team resolved this by increasing their seat count to 20 and mentioned that further increases would require enterprise plans.']"
42,Resolve LangSmith Prompt Hub performance and integration issues,"Users reported multiple technical issues with LangSmith Prompt Hub functionality including slow prompt retrieval performance, caching limitations, prompt editing bugs, version control problems, and integration errors across Python and JavaScript SDKs. The requests focused on resolving prompt loading delays, implementing built-in caching mechanisms, fixing serialization errors, and addressing deployment issues when pulling prompts from the hub programmatically.",16,16,,"['help with a production issue where their integration between a third-party language model provider and the framework was failing due to empty content blocks in their prompt template, which was causing API errors and degrading their production deployment.', 'help with caching hub.pull queries for local development to avoid slow performance when loading multiple prompts, and later assistance with deployment errors on the platform.', 'help with an error when using model configurations from the prompt hub with the chat model library in a javascript environment. The user wanted to configure model parameters centrally and switch between different model providers easily without hardcoding model classes in their application code.']"
43,"Handle business
partnership and non-technical consultation requests","Users submitted
various business development and partnership inquiries including requests for
distributorship opportunities, conference collaboration, marketplace
integration, and community leadership roles rather than technical support
needs. The requests also included general platform consultation meetings,
database architecture explanations, and customer satisfaction surveys that fell
outside of specific technical troubleshooting.",9,9,,"['help them understand what they wish to achieve via app, so that they can analyze the same and provide them the best solution accordingly.', 'help them with a partnership inquiry for distributing the framework technology as a distributor partner in a specific market. This falls under sales support as it involves a business partnership and distribution inquiry rather than technical support.', 'provide a conference pass and potentially travel support to attend a technical conference, along with exploring collaboration opportunities for content creation. This falls under the ""Other Support - Sales"" category as it involves a business/partnership inquiry rather than technical product support.']"
44,"Handle
hackathon sponsorship and community event partnership requests","Users requested
sponsorship opportunities and partnership collaborations for hackathon events,
meetups, and other community initiatives. The support team provided appropriate
contact information for business development inquiries and directed users to
relevant community channels for event organization.",8,8,,"['consider a sponsorship opportunity for a hackathon event, which is not a technical support request but rather a business/marketing inquiry.', 'collaborate on a hackathon event, which is a business partnership inquiry rather than a technical support request.', 'sponsor a hackathon event, which is a business development inquiry rather than a technical support request.']"
45,Resolve LangSmith SDK tracing and data management technical issues,"Users encountered various technical challenges with LangSmith SDK functionality and trace data management, including issues with dataset creation errors, inconsistent pricing calculations, incomplete trace statistics, and difficulties retrieving experiment runs. They also struggled with advanced tracing scenarios such as capturing structured output reasoning, adding post-completion metadata, implementing cross-project tracing, and managing trace context in complex LangGraph deployment evaluations.",36,36,,"['help them understand a trace output issue in LangSmith where the root output shows null despite both the model and parser components having outputs. The user was seeking clarification on whether this was a technical issue or a system glitch.', 'help them understand why they are seeing extremely high latency numbers (10s of minutes to over an hour) in LangSmith traces for streaming responses, which appear to correlate with GeneratorExit errors and pending run statuses.', 'help them with LangChain JavaScript custom retriever implementation and LangSmith tracing integration, specifically how to properly show custom retriever method calls in traces when using callback managers. The support agent suggested wrapping the retriever with another retriever class to achieve proper tracing functionality.']"
46,Manage LangSmith and LangGraph licensing and account administration,"Users requested assistance with LangSmith and LangGraph license key management issues, including obtaining new license keys for version upgrades, handling expired keys, and resolving license verification errors in self-hosted deployments. The requests also involved account management tasks such as extending startup credits, setting up enterprise billing arrangements, and coordinating project migrations between LangSmith instances.",29,29,,"['help with a license verification error that occurred after rebuilding their self-hosted LangGraph server, which was previously working but started failing with authentication configuration issues.', 'provide a new self-hosted license key for their LangSmith deployment, as their current license had expired and was preventing them from deploying their non-production environment.', 'get help with accessing LLM cost data from their self-managed LangSmith instance for analytics purposes, specifically wanting to export this data to their data warehouse to join with job metadata and perform SQL-based cost analysis.']"
47,Resolve LangSmith platform authentication and account access issues,"Users experienced various account access and authentication issues on the LangSmith platform, including login failures due to clock synchronization problems, SSL certificate issues with confirmation emails, SSO authentication failures across different browsers, and problems with Google authentication being blocked by browser extensions. Additional requests involved account management tasks such as password resets, license key re-sends, plan updates, duplicate account resolution across regions, and database connection errors preventing normal platform access.",21,21,,"['help them with a database error they\'re encountering when trying to access their account. They\'re getting a ""too many simultaneous queries"" error message that\'s preventing them from using the platform normally.', ""help them with their deployment issues on the platform, specifically that their deployment was working yesterday but today there are no logs, they can't access the docs, and new revisions are not being deployed."", 'help them with login issues on the platform, specifically that both authentication methods (social login providers) are not working for accessing the service.']"
48,Process LangSmith billing refunds for unexpected charges,"Users requested refunds for various unexpected or unauthorized billing charges on their LangSmith accounts, including issues with immediate billing after plan upgrades, seat charges, payment failures, and duplicate billing. Support agents processed refunds ranging from $14.05 to $156.02 and helped resolve payment method issues, billing address corrections, and subscription cancellations to prevent future unwanted charges.",39,39,,"['help with a billing issue where they were incorrectly charged $288.41 despite being on the free plan, and they requested a refund and assurance that no further charges would occur. The support team explained that the account was automatically upgraded to a developer plan due to usage exceeding free tier limits, processed a refund as a courtesy, and reverted the account back to the free plan.', 'help with a payment issue where their credit card payment was unsuccessful due to insufficient funds, which led to a complex billing situation involving refund processing and payment timing coordination.', 'resolve duplicate billing charges for the same account. The user was being charged twice for identical services across two separate organizations in different regions, and requested a refund for one of the duplicate charges.']"
49,Resolve missing follow-up communications for untracked support requests,"Users sent multiple follow-up messages requesting updates on their previous support inquiries, with most cases lacking clear details about the original requests. The support team frequently had no record of the initial communications or needed additional information to locate and address the original support needs.",8,8,,"['provide a follow-up on a pending response to a previous inquiry, but the support team has no record of the original request and is asking for clarification on what the initial inquiry was about.', 'provide a follow-up on a previous email they sent, asking if it was received and if there are any updates available.', 'provide a follow-up on an email that was sent two days ago. The user is asking for confirmation that the email was received.']"
50,Resolve LangSmith SDK tracing integration and configuration issues,"Users encountered various LangSmith tracing and SDK integration issues including configuration problems, connection errors, authentication failures, and trace display problems across Python, JavaScript, and Docker environments. These requests focused on resolving SDK setup issues, environment variable configurations, trace completion problems, and integration challenges with third-party libraries like OpenTelemetry and instructor.",51,51,,"['help with a LangSmith SDK issue where structured output logging is not working properly in JavaScript, unlike the expected behavior they experienced in Python where the schema appears prefilled in the playground interface.', 'help with a bug in the LangSmith SDK where deleting the default project prevents creating new projects due to a ""No projects found to resolve tenant"" error, and they provided both the issue details and a workaround they discovered in the code.', 'help with LangSmith SDK tracing integration, specifically resolving issues with creating runs via API calls and learning how to create new projects and specify project parameters in API requests.']"
51,Coordinate LangChain support meeting scheduling and screen sharing sessions,"Users requested to coordinate and manage scheduled support meetings with the LangChain support team, including screen sharing sessions for technical troubleshooting. These requests involved scheduling, rescheduling, canceling meetings, adding participants, and arranging collaborative support sessions to resolve ongoing technical issues.",10,10,,"['provide screen sharing support to help resolve an ongoing technical issue that they describe as ""odd"" and persistent. The user scheduled a meeting to troubleshoot the problem collaboratively with the support team.', 'reschedule a meeting due to the unavailability of a lead developer from the bank side who has a personal emergency situation to handle.', 'cancel a scheduled sync meeting due to their absence and lack of specific topics to discuss.']"
52,Analyze and categorize LangChain support conversation content,"Users submitted meta-requests asking for help analyzing and categorizing various LangChain/LangSmith support conversations, including issues with prompt tracing links, bulk export datetime filtering, billing charges, and deployment connectivity. These requests involved analyzing incomplete ticket acknowledgments, automated responses, and unclear conversations rather than directly reporting specific technical problems.",38,38,,"['provide a comprehensive analysis of the conversation and categorize the support interaction according to the provided framework. The conversation itself involves a license key update notification for a self-hosted instance and planning for version upgrade without service disruption.', 'categorize a support conversation where the company proactively notified a customer about a production database scaling issue that caused trace ingestion outages and 403 errors in their service. This falls under LangSmith Support - Observability category as it relates to trace analysis infrastructure problems.', 'analyze a security compliance conversation about API key management requirements and determine what type of support request it represents. This appears to be a security and compliance matter related to API key rotation policies and InfoSec standards rather than a direct technical support request for the platform itself.']"
53,Handle unsolicited spam and non-technical business inquiries,"The support team received and processed numerous unsolicited business communications including investment proposals, marketing partnerships, SEO services, petroleum sales offers, domain scams, and phishing attempts. These interactions required categorization and appropriate rejection responses from the support team to maintain security and focus on legitimate technical support requests.",23,23,,"['categorize a support conversation, but the conversation provided is actually a notification email about updated terms and policies from a financial services company, not a support request related to any of the specified categories.', ""categorize and analyze a support conversation between an AI assistant and a user. The conversation involves an unsolicited business offer from a petroleum company, which the AI assistant appropriately declined as spam/non-technical inquiry since it's unrelated to LangChain services."", 'categorize a support interaction, but the conversation itself shows an external company reaching out with an unsolicited promotional offer for an affiliate marketing partnership, which was declined by the team.']"
54,Report security vulnerabilities and inquire about bug bounty program,"Users submitted security vulnerability reports to the support team and inquired about the bug bounty program, including details about compensation, submission processes, and responsible disclosure procedures. The support team responded by providing information about their vulnerability disclosure program scope, appropriate contact channels for security reports, and clarification about which domains and repositories are covered under their bug bounty rewards.",24,24,,"['set up a free security program for a repository on a bug bounty platform. This is a security-related outreach offering services to help identify vulnerabilities through a community of security researchers.', 'provide a reward or payment for reporting security vulnerabilities (HSTS and SSL/TLS issues) on the company website, despite being told these reports are not eligible for the bug bounty program.', 'inquire about bug bounty rewards for reporting security vulnerabilities they discovered on the website, and to understand which domains and repositories are eligible for the bug bounty program.']"
55,Resolve LangSmith tracing configuration and data management issues,"Users requested support for various LangSmith tracing configuration and data management issues, including changing trace retention periods, troubleshooting missing traces and incomplete runs, and managing trace deletion and filtering. They also sought help with authentication problems affecting tracing access, billing discrepancies related to trace limits, and technical issues like tracing context configuration and API-based trace querying.",36,36,,"['resolve an issue where increased tracing limits in their account are not being reflected in the API, preventing traces from passing through despite raising both total trace limits and extended trace limits. Additionally, the user inquired about pricing differences between total traces versus extended traces and asked about future integration plans with a specific search service platform.', 'help them understand what happened with their account being disabled due to abnormal tracing usage patterns, specifically a single trace with 78 million runs that was impacting system availability. The user needed assistance identifying which project caused the issue and getting their account re-enabled while resolving the underlying tracing problem.', ""help them understand the cause of the error message they're seeing when trying to access tracing projects and evals in the UI. The issue was resolved when they learned their organization had transitioned to SSO-only authentication and they needed to log in through the SSO provider instead of their previous login method.""]"
56,Increase LangGraph platform deployment quotas for enterprise scaling,"Users requested increased deployment quotas and capacity on the LangGraph platform to support multiple environments, high-concurrency applications, and complex workflows requiring numerous deployments. The requests involved scaling beyond default limits for production use cases, multi-environment setups, and enterprise-grade deployment architectures with specific focus on autoscaling limitations and API rate limits.",32,32,,"['increase the deployment quota for the platform from a single deployment to multiple deployments to support both production and development environments, and to provide information about potential costs and implications of additional deployments.', 'increase their deployment limit on the platform from 5 to accommodate additional agents for data preparation, and they also requested a feature to have deployment-specific API keys to separate stage and production environments.', 'understand deployment options and scaling plans for a client project that anticipates more than 100 concurrent users, which would exceed the current autoscaling limits of the cloud offering. The user specifically asked about alternative deployment options and associated costs for high-concurrency use cases.']"
57,Resolve LangGraph package dependency conflicts and compatibility issues,"Users experienced various dependency management and compatibility issues with LangGraph packages, including outdated version constraints, import errors, Python version mismatches, and security vulnerabilities that prevented proper installation and functionality. Support was provided to resolve these dependency conflicts through package upgrades, version constraint fixes, and configuration adjustments across LangGraph OSS Python, LangGraph Platform deployments, and related LangChain ecosystem libraries.",25,25,,"['help with a ModuleNotFoundError when trying to import ToolNode from langgraph.prebuilt in LangGraph version 0.3.4, which was preventing them from building their LLM agent. The issue was resolved by creating a new virtual environment and reinstalling langgraph.', 'add `.langgraph_api` to the `.gitignore` file in template projects, which is a development configuration improvement for LangGraph OSS Python projects.', ""help resolve an ImportError in the langgraph package where 'CONFIG_KEY_THREAD_ID' cannot be imported from 'langgraph.constants', which is blocking their software releases. The support team provided a fix by releasing an updated version that maintains backward compatibility with older langgraph versions.""]"
58,Resolve LangGraph platform Docker deployment configuration issues,"Users encountered various Docker container and build configuration issues when deploying LangGraph applications to the platform, including problems with certificate paths, missing build tools, package installation failures, and incompatible pip/uv installer configurations. These deployment issues required troubleshooting Docker image builds, resolving dependency conflicts, configuring environment variables properly, and addressing platform-specific constraints like removed build tools and installer changes.",15,15,,"['help with a Docker container configuration issue where a certificate location variable needs to be removed when running scripts locally on Mac due to different file path requirements between containerized and local environments.', 'help with a deployment issue on the platform where their main branch fails to create a Docker image, while other branches deploy successfully. The support team identified the root cause as an incorrect graph definition and package installation issues in the pyproject.toml configuration.', 'help with a Docker deployment failure on the LangGraph platform where their agent template deployment failed after 10 minutes with no visible logs, which was ultimately resolved by updating the minimum langchain-core version requirement to 0.3.64.']"
59,Configure LangSmith playground prompt development and evaluation workflows,"Users sought guidance on configuring and optimizing LangSmith playground functionality for prompt development workflows, including setting up auto evaluators with few-shot examples, managing model responses and tool calls, and resolving structured output schema issues. They also requested assistance with prompt template formatting, model version management, and addressing inconsistencies between playground UI behavior and programmatic SDK usage.",30,30,,"['help them understand how to prevent LangSmith from interpreting curly braces `{}` as variables in prompts when using a proprietary language where those brackets have specific meaning, which was preventing them from running prompts in the playground over their dataset.', 'help them understand how to effectively set up and iterate on auto evaluators in the playground, specifically wanting to use few-shot examples with saved prompts and have evaluators automatically pick up new prompt versions. The support agent acknowledged current limitations and provided workarounds while mentioning upcoming UI improvements for evaluator configuration.', 'help them with a bug where modifying the model configuration erases tools without warning, and they also reported issues with prompt settings being cleared when switching between chat and instruct modes.']"
60,Manage LangSmith organization deletion and renaming requests,"Users requested administrative assistance to delete or rename organizations in their LangSmith accounts, typically due to accidentally creating duplicate or test organizations that were causing confusion. The support team successfully processed these organization management requests, which require admin assistance since these functions are not available through the standard user interface.",23,23,,"['create a new team in Teams.', 'rename an organization in their account because they accidentally created a duplicate organization with the same name, which was causing confusion. The support team provided instructions on how to update the organization name using the API since this functionality is not available in the UI.', 'delete an organization that was created by mistake and had no users or projects yet. The support team successfully processed and completed the organization deletion request.']"
61,Troubleshoot LangSmith LLM-as-a-judge evaluator configuration and display issues,"Users encountered various technical issues with LangSmith's LLM-as-a-judge evaluation functionality, including configuration problems, variable mapping errors, UI display bugs, and system failures that prevented proper evaluation scoring and result visualization. They also sought guidance on best practices for implementing and optimizing LLM-as-a-judge evaluators, including how to access conversational context, integrate with automation rules, and evaluate existing outputs without creating new experiments.",16,16,,"[""help them with a UI issue in LangSmith where sorting experiment results by judge score doesn't work properly when text search filters are applied, causing results to appear out of order."", 'use LangChain off-the-shelf evaluators (specifically ""cot_qa"", ""embedding_distance"", and ""string_distance"") with a LangGraph workflow, and later asked about LangSmith evaluators for validating LLM prompt rephrasing.', 'help them with a bug in the evaluation report display for LLM-as-a-judge in LangSmith, where evaluation scores are not displaying in the evaluation report interface despite being logged in traces, which is impacting their ability to efficiently evaluate and improve their system prompts.']"
62,Debug LangSmith evaluation feedback display and scoring issues,"Users encountered various technical issues with LangSmith's evaluation feedback system, including missing scores in the UI, problems with user-specific feedback scoping, and difficulties displaying custom metrics and evaluation results in dashboards. They also requested features like re-running failed evaluators, better trace navigation from experiments, and improved evaluation reasoning visibility in the comparison interface.",22,22,,"['provide information about the availability of the aevaluate function in the TypeScript SDK, and specifically how to get an experiment ID back immediately after calling evaluate without waiting for the entire experiment to complete so their UI can share a link to the running experiment.', ""help with a custom evaluator issue in the dashboard where feedback scores were randomly displaying as 'No Feedback' in the experiment comparison view despite correct aggregated scores, and additionally asked about cost tracking for different model providers."", 'help with configuring template variables in evaluator prompts, specifically being unable to access the actual output variable in their evaluation setup. The issue was resolved when the support team identified it was caused by a bug affecting older evaluators and recommended creating a new evaluator rule as a workaround.']"
63,Resolve LangChain OSS library integration and functionality issues,"Users requested technical assistance with various LangChain Python and TypeScript library integration issues, including memory leaks in tracers, cache serialization errors, structured output problems, and model-specific configuration challenges. The requests also included feature requests for new model integrations like Poe and Databricks, along with troubleshooting streaming, parallel processing, and SQL query generation functionality.",36,36,,"['provide information about cache control functionality in the Python library after updating to version 0.10.30.', 'help with a technical issue involving the integration of a specific language model (Claude 4) with a chat interface component in the LangChain Python library, which was causing tool invocation errors that were later resolved by upgrading library versions, followed by additional test failures related to stream handling that required polyfill adjustments.', 'remove the response limit on the Claude 3.5 Haiku model on the chat platform, as it truncates lengthy code responses and stops providing complete output for complex queries.']"
64,Resolve LangSmith SDK and API connectivity authentication errors,"Users experienced various LangSmith SDK and API connectivity issues including 500 server errors when retrieving test results, 403 Forbidden errors when accessing prompts and bulk export APIs, and authentication problems with environment variables and OAuth configurations. These technical issues also included HTTPS certificate expiration problems, database migration errors in self-hosted deployments, React rendering errors in dashboards, and workspace secrets failing with 401 Unauthorized errors.",28,28,,"['help them with their LangSmith access issue, as they are unable to log into the platform and keep encountering error messages. The support team is troubleshooting by suggesting they try accessing LangSmith through an incognito browser window to resolve the authentication problem.', 'help them with a React error #31 that was occurring in their LangSmith dashboard, where objects with keys were being passed incorrectly as React children instead of being properly rendered, which was causing the application to break for their customer account.', 'help with their LangChain development environment setup or configuration issues.']"
65,Obtain LangSmith self-hosted enterprise license keys and deployment credentials,"Users requested license keys for self-hosted LangSmith enterprise instances and guidance on obtaining necessary credentials for proof-of-concept deployments, upgrades, and local hosting setups. They also sought assistance with data migration from cloud-hosted to self-hosted versions, understanding upgrade requirements, and refreshing expiring license keys for existing installations.",24,24,,"['provide additional deployments on the platform and obtain a license key for self-hosting on cloud infrastructure, after experiencing production deployment failures that required rollback to a different system.', 'explore the platform and experience the tools. The support team clarified that no approval is needed and directed the user to the free plan registration for the platform.', 'help with a self-hosted deployment setup for a product, including infrastructure decisions about database hosting options and obtaining the necessary license keys to begin the deployment process.']"
66,Analyze deleted LangChain support conversation content,"Support requests were made to analyze deleted conversations across various LangChain/LangSmith components, but the conversation content was unavailable for analysis. These requests involved attempting to categorize and provide technical assistance for support interactions where the original messages had been removed, spanning areas like LangSmith dataset uploads and LangGraph JavaScript issues.",18,18,,"[""answer the question about what the user's overall LangChain/LangSmith support request is. However, the conversation content is not available as all messages were deleted, making it impossible to determine the specific support request."", 'provide a summary of the conversation, but the conversation content was deleted so no specific support request can be determined.', 'provide a response to a conversation that was deleted. The conversation appears to be about a Slack thread that is no longer available.']"
67,Optimize LangSmith performance scaling and cost tracking observability,"Users requested assistance with LangSmith performance optimization and scaling issues, including deployment configuration for high-volume concurrent processing, database sizing recommendations, and infrastructure tuning to handle thousands of transactions per second. They also sought help with LangSmith cost tracking and observability problems, specifically addressing token count discrepancies, excessive trace generation, missing traces in production environments, and performance bottlenecks when creating feedback at scale.",22,22,,"['provide clarification on how latency metrics (P50 and P99) are calculated in the thread view for tracing, specifically asking about the methodology behind these percentile calculations.', 'help with performance issues when creating feedback in LangSmith at scale, specifically that the create_feedback API calls were taking too long when running large experiments with hundreds to thousands of examples across multiple machines, and the solution involved using the trace_id parameter to enable batching for better performance.', 'investigate and resolve slow loading performance issues with the Thread tab in their tracing project, specifically when using full document Q&A functionality rather than chunk-based RAG.']"
68,Resolve OpenAI and Anthropic model provider integration issues,"Users experienced various integration and compatibility issues with OpenAI and Anthropic model providers across LangChain and LangSmith platforms, including TypeError bugs when switching between models, schema visibility problems after library upgrades, and authentication errors with Azure OpenAI configurations. Support requests also involved troubleshooting model-specific functionality like prompt caching visibility, token counting accuracy, and playground integration failures that affected tracing and evaluation workflows.",31,31,,"['help them with the LangSmith Playground integration with Azure OpenAI API, specifically resolving configuration issues with API keys, instance names, and deployment settings that were preventing the Playground from working correctly.', 'provide guidance on alternatives to OpenAIEmbeddings for using locally deployed models, as they cannot access remote services and need local model integration options within the langchain library ecosystem.', 'help them check which service tier their ChatOpenAI calls are utilizing, as the service_tier information was not appearing in langchain response metadata despite being set according to documentation. The support team identified this as a missing feature and implemented a fix to propagate the returned service_tier value to the response.']"
69,Provide general technical clarification and issue resolution across LangChain ecosystem,"Users submitted general inquiries seeking clarification and support across various LangChain ecosystem components, including questions about WebSocket support, high-volume logging capabilities, billing concerns, rate limit errors during RAG application setup, and Judge Prompt Preview feature bugs. These requests required follow-up assistance, technical clarification, and resolution of unresolved issues impacting user workflows and platform functionality.",36,36,,"['help them understand the nature of the support request in the conversation. The conversation shows a billing inquiry about a payment request that was ultimately confirmed as already processed through a payment platform.', 'provide a quick response, but no specific technical issue or support need was articulated beyond requesting prompt assistance.', ""provide information about the user's overall support request from the preceding conversation.""]"
70,Enhance LangSmith evaluation platform features and implementation guidance,"Users requested enhancements to LangSmith's evaluation platform including features for combining multiple datasets in dashboards, portfolio-level reporting with statistical analysis, custom experiment naming, and dataset split selection from annotation queues. They also sought implementation guidance for setting up their first evaluations, best practices for organizing evaluation workflows, and access to emerging evaluation tools and optimization features.",21,21,,"['provide preliminary documentation and details about an upcoming open source evaluation package that was discussed in a previous meeting. The support team responded by sharing two new evaluation repositories containing commonly used evaluation tools including unordered match and trajectory evaluation methods.', 'provide support for running evaluations using batch endpoints from inference providers to avoid rate limiting issues, particularly for larger ongoing evaluation jobs like daily production data processing or hyperparameter searches.', 'add a feature that allows selecting specific dataset splits when adding items to datasets from the annotation queue and tracing project rules. The user explained this would enable chaining online evaluators to automatically categorize and organize runs into different dataset splits based on classification results.']"
71,Resolve LangSmith multimodal PDF evaluation and playground integration issues,"Users experienced various technical issues when working with PDF documents and multimodal content in LangSmith evaluations and playground features. The problems included PDF attachments displaying incorrectly in experiment results, validation errors when adding multimodal inputs to datasets, and difficulties with file upload workflows for evaluation processes.",12,12,,"['help with evaluating prompts that use PDF documents as inputs in LangSmith, specifically seeking a way to run evaluations without manually extracting and pasting PDF text content into input fields.', ""help them configure prompt templates for multimodal evaluations in the playground, specifically how to include dynamic image attachments from dataset examples when running experiments. After troubleshooting revealed that attachment placeholders weren't working in the playground interface, they ultimately resolved their needs by using the SDK instead."", 'provide information about attaching files when interacting with an agent, specifically looking for resources and documentation on using file attachments. The support team provided documentation links for uploading binary files as attachments to traces and dataset examples in the platform.']"
72,Process LangSmith organization and account deletion through DSAR requests,"Users submitted data subject access requests (DSAR) to delete their LangSmith organizations and accounts, with some requiring deletion of multiple organizations or duplicate accounts while preserving their main accounts. The support team processed these GDPR-compliant data deletion requests by confirming user verification and completing removal across multiple systems and databases.",27,27,,"['help them with their data deletion request for their account. The user submitted a formal data subject access request (DSAR) to have their account and associated data permanently deleted from the platform, which was successfully processed by the support team.', 'delete their organization account and all associated data through a data subject access rights (DSAR) request. The support team responded by asking for confirmation before proceeding with the account deletion.', ""delete a duplicate account that was accidentally created when logging in with a new browser, specifically requesting deletion of the account not associated with their organization. The support agent directed them to fill out a data subject access request form since there's no current UI method for account deletion.""]"
73,Provide LangSmith dataset and experiment organization best practices,"Users requested comprehensive guidance on LangSmith dataset and experiment management best practices, including organizing test results across release versions, synchronizing datasets between local repositories and LangSmith Cloud, and implementing proper dataset structure with tags, splits, and metadata. The requests also covered programmatic dataset operations through the Python SDK, collaborative development workflows, and maintaining experiment continuity when updating dataset examples.",8,8,,"[""provide a comprehensive summary of the key points discussed in the conversation about LangSmith dataset and experiment organization for release builds. The user wants help understanding best practices for organizing test results and experiments across different release versions using LangSmith's dataset and experiment features."", 'provide information about the current functionality and future development plans for the `groupby` feature in LangChain Python, specifically asking about support for multiple metadata keys and additional aggregation metrics beyond the default mean calculation.', ""understand the best practices for synchronizing evaluation datasets between their local code repository (stored as CSV files) and LangSmith Cloud, while maintaining the ability to track their application's performance over time in LangSmith without duplicating dataset storage.""]"
74,Configure LangGraph platform BYOC and self-hosted deployment infrastructure,"Users requested comprehensive guidance on LangGraph platform BYOC (Bring Your Own Cloud) and self-hosted deployment configurations, including infrastructure setup with Helm charts, ingress configuration, load balancer setup, and database/Redis sizing. They also sought clarification on pricing models for self-hosted deployments, specifically whether per-node execution costs apply when running LangGraph on their own infrastructure versus the cloud platform.",17,17,,"['provide technical support for LangGraph Platform thread execution control, specifically regarding immediate thread termination, state updates during execution, cancellation signal processing, and scalability considerations for self-hosted Docker deployments including database sharing and load balancing across multiple server instances.', 'provide information about when LangGraph will be supported on LangSmith Self-hosted for BYOC (Bring Your Own Cloud) deployments, and whether BYOC will always require a SaaS control plane.', 'provide information about configuring a private ALB (Application Load Balancer) instead of a public one when setting up LangGraph in BYOC (Bring Your Own Cloud) mode for security reasons.']"
75,Configure LangGraph streaming functionality and platform deployment patterns,"Users requested support for implementing and configuring various streaming functionality in LangGraph, including token-by-token response streaming, custom metadata handling, and selective node streaming control. They also sought guidance on platform deployment patterns such as direct client connections, thread management, state persistence, and graph serialization methods.",17,17,,"[""clarify the 1M nodes executed limitation in the platform, specifically asking about how nodes are counted in graph execution, where to check usage/balance, and whether the 1M limit is per year or total and how it's tracked across accounts or API keys."", ""provide guidance on how to programmatically supply user feedback to resume execution of an interrupted node in a deployed graph using the client, rather than through the UI. The support team provided code examples showing how to use the Command object with the resume parameter via the client's runs.wait method."", 'help them understand the issue with retrieving output format from the SDK. The user is experiencing a discrepancy between the output format they get when using ainvoke() versus get() calls when working with graphs on the cloud platform, where the SDK returns the full state instead of the structured output schema they defined.']"
76,Process LangSmith billing refunds for unexpected trace charges,"Users contacted
LangSmith support to request billing refunds and credits due to unexpected
charges caused by accidental configurations, coding errors, runaway processes,
and unintended trace generation that resulted in significantly higher bills than
expected. The support team consistently provided one-time courtesy refunds and
credits ranging from $39 to $6,915 while advising users on setting up spending
limits and trace controls to prevent future billing surprises.",27,27,,"['investigate and explain an unexpected $330 billing charge on their account related to extended data retention settings, and to request a possible refund. The support agent successfully processed a one-time courtesy refund after determining the charge was likely caused by existing traces being switched to extended data retention unexpectedly.', 'investigate a billing discrepancy for their November-December invoice, which was significantly higher than previous months and inconsistent with their expected usage patterns. The support team identified that the high charges were caused by a large volume of traces flowing into projects with extended data retention, potentially due to error traces from an access problem.', 'help them with a billing issue related to unintended charges for Extended Data Retention Upgrades in LangSmith, requesting refunds for unexpected fees totaling over $300 and guidance on preventing future charges.']"
