cluster_id,name,description,size,total_size,member_clusters,sample_summaries
34,Filter non-LangChain commercial solicitations and spam messages,"These requests consisted entirely of non-LangChain related business inquiries, including vendor solicitations, partnership proposals, sales inquiries, and promotional offers. The messages contained no technical support needs or questions related to any LangChain ecosystem components or features.",28,28,,"['A customer owning the domain RealAcct.com offered it for sale, noting that multiple companies, including the recipient, use similar names or operate in similar businesses. They provided options to contact them or purchase the domain directly through the website.', ""A customer inquires about the benefits and selection of qigong, a Chinese practice believed to promote health and well-being. The customer requests information on qigong's therapeutic effects and how to choose the most appropriate type for their needs."", 'A customer from Mabe Global inquired about the availability and export of products to Mexico and South America, expressing interest in purchasing.']"
35,Remove petroleum product sales spam from support channels,"Multiple representatives from Kazakhstan-based oil and gas companies, including TOO GAZ STANDART OIL, North Gas and Oil Company, TOO BARAKAT OIL, and others, submitted unsolicited petroleum product sales offers to LangChain/LangSmith support channels. These spam messages contained corporate offers for various fuels and petrochemicals, requesting ICPOs from potential buyers, and were inappropriately sent to technical support systems.",12,12,,"[""A representative from TOO GAZ STANDART OIL informed potential buyers about the availability of various petroleum products in their tanks and reservoirs for immediate supply, requesting buyers to revert with an ICPO if the seller's procedure is accepted."", ""A representative from Kazakhstan offered large volumes of various fuels and petrochemical products available at multiple ports for trial and contract shipment on FOB terms, requesting the buyer's inquiry to proceed."", ""A representative from Kazakhstan offered large volumes of various fuels and petrochemical products available at multiple ports for trial and contract shipment, requesting the buyer's inquiry to proceed.""]"
36,"Handle external partnership and business
development inquiries","Various external
parties contacted LangChain for business partnerships, marketing
collaborations, and domain-related services including webinar invitations,
domain sales, native advertising proposals, and research collaboration
requests. Most inquiries were promotional or business development related
rather than technical support requests, with some legitimate research
institutions seeking collaboration on AI projects using LangChain
technologies.",16,16,,"['A customer, offering AI-related .com domains (EachAgent.com, EachFlow.com, EachBrain.com, EachObject.com), reached out to inform the recipient about the availability of these domains for purchase, suggesting direct browser access for quick acquisition.', 'The customer reported issues with inference throttling and context resets when using LangChain agents in long-run workflows, seeking clarification on rate limits, timeouts, and best practices for logging. They also proposed a potential collaboration involving their proprietary AI wrapper architecture, emphasizing its modular capabilities and readiness for deployment.', 'The Arc Institute is using LangGraph in production to develop an agentic system for gathering biological data, aiding in the creation of deep learning models for cellular biology research and potential disease treatments.']"
37,Handle LangSmith enterprise sales inquiries and commercial discussions,"Customers
extensively inquired about LangSmith enterprise features, pricing, hosting
options, and commercial arrangements including trials, license purchases, and
sales discussions. Support representatives consistently directed these inquiries
to sales teams while providing basic feature overviews, pricing breakdowns, and
enterprise-specific guidance for self-hosting and deployment configurations.",33,33,,"['The customer is having trouble installing the Langsmith Chart on their GKE Cluster and needs assistance with values configuration, ingress setup, and Clickhouse secrets. The support rep provides guidance on these issues and reschedules a meeting to discuss further.', 'A customer wants to develop an LLM-based application for multiple end-users with unique requirements, including separate billing and data management. The support rep recommends reaching out to the sales team for an Enterprise plan to accommodate these needs.', 'A customer sought assistance in transferring admin access for a LangSmith subscription to a colleague. The support rep guided them through applying the Startup plan to the correct organization ID, resolving issues with plan visibility and payment setup. The customer confirmed successful activation and thanked the support team.']"
38,Handle LangChain security vulnerability reports and bug bounty inquiries,"Security researchers and ethical hackers reported various vulnerabilities in LangChain domains and applications, including CORS issues, DNSSEC problems, email spoofing, and HTTP security flaws. Support representatives consistently provided information about LangChain's bug bounty program scope, vulnerability reporting processes, and clarified which findings were eligible for compensation versus responsible disclosure.",23,23,,"[""A security researcher inquired about LangChain's vulnerability disclosure program or bug bounty policy and requested a security contact. The support representative directed them to a previous response on the matter."", ""A customer reported a critical vulnerability in the company's website, specifically in the Forgot Password endpoint, which allows for victim flooding and application-level denial-of-service (DOS) attacks. The customer provided detailed steps to reproduce the vulnerability and proof of concept."", 'A customer reported an email misconfiguration vulnerability on langchain.dev, detailing issues with SPF, DKIM, and DMARC records that leave the domain susceptible to spoofing and phishing attacks. The support representative acknowledged the report but stated that such issues are already known and do not qualify for rewards.']"
39,Configure third-party model provider integrations in LangSmith Playground,"Customers experienced various configuration and integration issues when setting up third-party model providers (OpenAI, Azure OpenAI, Anthropic, Ollama) in LangSmith Playground and online evaluators. Support representatives helped resolve authentication errors, API key management problems, deployment configuration issues, and provided guidance on integrating custom model servers and authentication systems.",14,14,,"['The customer inquired about setting up the Ollama playground for extended evaluations and integrating it with Langsmith and Langflow. The support rep explained that Ollama needs to be hosted as a custom model server to be used in the playground and provided relevant documentation. The customer further asked about replacing OpenAI API keys for Ollama implementations and integrating local implementations with Langsmith or Langflow.', 'A customer is experiencing an ""internal server error"" when using the Playground for AzureOpenAI, while the LangSmith trace is working. The issue has been occurring for some time, and the customer has not made any recent changes to their model configuration.', 'The customer wants to add multiple model providers to their online evaluators, including OpenAI and their internal AI Gateway (AIG). The support rep explains that while they can specify different URLs for each evaluator, they cannot currently use a proxy URL for the OpenAI provider in online evaluators. The support rep says they will add support for this in the future.']"
40,Configure LangSmith self-hosted network infrastructure and connectivity,"Customers requested assistance with configuring network infrastructure for LangSmith self-hosted deployments, including VPC endpoints, IP whitelisting, DNS resolution, and load balancer setup. Support teams provided specific configuration guidance, IP addresses, and troubleshooting steps to resolve connectivity and deployment issues in various cloud environments.",12,12,,"['The customer inquired about using a VPC endpoint instead of VPC peering for Langsmith-managed configuration, and the support rep confirmed that VPC endpoints are typically used. The support rep then provided the customer with links to the production and staging instances.', 'To authenticate with the Langsmith service when running a job in the same namespace, use the same API key as your instance. If you need access to all workspaces, use a PAT associated with an Organization Admin and pass the X-Tenant-Id header with the UUID of the desired workspace.', 'The customer requested assistance setting up a SaaS ClickHouse instance, including specific configuration details and VPC endpoint setup. After providing the VPC endpoint ID, the support representative added it to the whitelist, and the customer confirmed the setup was successful.']"
41,Resolve LangSmith rate limiting and performance optimization issues,"Users reported rate limiting issues with LangSmith across multiple components including the prompt playground, API calls during evaluations, and high-traffic deployments, experiencing 429 errors and performance bottlenecks. The support team provided solutions including rate limit increases, configuration adjustments, blob storage implementation, and optimization strategies for batch processing and concurrent operations.",9,9,,"[""The customer reported rate limit errors in the Langsmith prompt playground and found the 'Requests Per Second' slider but had issues understanding its functionality. They also highlighted bugs in the prompt settings editor, including unclear configurations and incorrect associations. The support rep acknowledged the feedback, shared documentation on rate limiting, and promised improvements to the editor and documentation."", 'The customer reported 429 errors due to rate limits from LangSmith during high traffic periods. The support team clarified the rate limits, increased them from 833 to 1250 requests per 10 seconds, and later to 2000 requests per 10 seconds, ensuring the customer’s needs are met while exploring dedicated rate limit options for enterprise customers.', 'The customer inquired about using batch endpoints for Langsmith evaluations to address rate limit issues, distinguishing between rapid iteration evaluations and larger batch evaluations. The support rep explained current limitations, suggested rate limiting as a workaround, and noted the request for batch/async support is being relayed to the team for consideration.']"
42,Handle enterprise sales inquiries and business partnership requests,"Customers submitted various sales inquiries, enterprise questions, partnership proposals, and administrative requests related to LangChain products and services. The support team addressed requests for quotes, product information, compliance documentation, partnership discussions, and general business development opportunities.",30,30,,"['After completing a course through Langchain Academy, the customer will receive a certificate of completion.', ""The customer inquired about LangChain's offerings, specifically LangGraph and LangSmith, and received detailed explanations about their functionalities and resources for getting started. The conversation concluded with an offer to explore a demo chatbot for enhancing technical support and developer engagement."", 'The customer inquired about upgrading their Langchain account from Developer to Plus, creating a centralized organization account, and ensuring existing work is accessible in the new account. The support representative explained the upgrade process, including renaming the personal organization and inviting team members, and provided a link for more information on organization concepts.']"
43,Process LangSmith organization and account deletion requests via DSAR,Customers requested the deletion of their LangSmith organizations and accounts through the standard support process. Support representatives consistently directed customers to submit DSAR (Data Subject Access Request) forms and confirmed completion of deletion requests once submitted.,45,45,,"[""Aitreya Verma requested the deletion of an empty organization named 'Hypelist' with no users or projects. The support representative, Chad, confirmed the deletion was processed and completed."", 'Dalton requested to delete his account linked to the email address he used to contact support. Support Rep Chad provided a link to a DSAR form for Dalton to submit his request.', ""The customer, Nick Huang, requested the deletion of their organization with ID 'spam-org-id-test' and confirmed their request to proceed with the deletion.""]"
44,Increase LangGraph Platform deployment quota limits,"Customers requested increases to their LangGraph Platform deployment quotas to support multiple environments (dev, staging, production) and enable rapid prototyping workflows. Support representatives consistently approved these quota increases during the beta period at no additional cost and solicited feedback on pricing models and platform features.",27,27,,"['Support Rep Chad increased the number of LangGraph deployments to 5 as requested by Alvaro. Alvaro can contact Chad if he needs any additional assistance.', 'Dan from Lucid requested an additional deployment and increased quota for LangGraph, as well as a dev and live environment for testing. Chad from LangChain Support increased the deployments to 5 and invited Dan to provide feedback or feature requests.', ""The customer inquired about the LangGraph Platform's autoscaling feature, specifically its 10-container limit and how to increase it. The support rep clarified that the platform scales up to 10 containers by default based on metrics, with each container handling multiple requests, and provided a link to documentation for further details.""]"
45,Troubleshoot LangSmith evaluation system and UI functionality issues,"Users experienced problems with LangSmith evaluation functionality, including custom evaluator failures, UI issues when editing feedback values, and difficulties accessing evaluation-related features in the dashboard. Support representatives helped troubleshoot evaluator code errors, addressed UI bugs affecting experiment management and evaluation workflows, and provided workarounds for missing evaluation features while escalating product feedback.",38,38,,"[""A customer seeks guidance on evaluating the quality of semantic search results using LangSmith, including incorporating human feedback. The support rep suggests using LangSmith's feature for human auditing of evaluator scores and recommends joining the LangChain community for best practices assistance."", 'A customer from Vet-AI inquired about disabling trace submissions during LangSmith evaluations due to cost concerns when running large-scale experiments. The support representative confirmed that trace submissions are mandatory for evaluations and shared documentation, noting the feedback for potential consideration in pricing models.', 'A customer inquired about the possibility of adding a reporting/alerting suite to Langsmith, and a support rep confirmed that it is being actively scoped out and implementation is expected to begin this month. The customer also asked about potential workarounds in the meantime, and the support rep suggested using the SDK to pull experiments and runs.']"
46,Manage LangSmith workspace member invitations and seat administration,"Customers inquired
about inviting and managing members in their LangSmith workspace organizations,
including questions about user invitations not sending emails, seat capacity
limits, billing impacts, and workspace administration permissions. Support
representatives clarified that LangSmith invites appear in-app without email
notifications, provided seat limit increases as exceptions, assisted with
workspace ownership transfers, and explained how user management affects
subscription costs.",15,15,,"['The customer questioned ongoing payments, and the support rep clarified that the organization has 9 active seats and recent usage within the last 30 days.', 'The customer inquired about adding more seats without upgrading to an enterprise plan. The support rep increased the seat count to 15 and referred the customer to the sales team for enterprise options. The sales team explained the enterprise plan details, confirmed the annual platform fee, and scheduled a meeting to discuss further.', 'The customer inquired about an invite issue for a user in their Langsmith Etsy workspace, and the support rep clarified that email invites are not sent, but the user should see the invite upon logging in. The customer acknowledged and thanked the rep.']"
47,Process LangSmith account deletion requests and confirmations,"Customers requested the deletion of their LangSmith accounts, providing necessary details such as email addresses and organization IDs to support representatives. The support team processed these account deletion requests and confirmed their completion, with customers acknowledging the irreversible nature of the action.",21,21,,"['The customer, Choong Hwan Shin, requested the deletion of their LangSmith account created via Google OAuth to enable account creation using email signup. The support team acknowledged the request and confirmed they would notify once the process is complete.', ""A customer named Hegdes requested the deletion of their LangSmith account and personal data under 'Other' legal rights. The support representative, Chad, confirmed receipt, processed the request, and informed the customer upon completion."", 'Yusuke Nakayama requested the deletion of his LangSmith account, created with his company email address in violation of company policy. The service rep, Chad, confirmed the deletion request was complete.']"
48,Provide LangSmith security compliance documentation and assessments,"Customers requested LangSmith security compliance documentation and assessments, including SOC 2 reports, GDPR compliance information, ISO 27001 certification, and BAA reports for vendor evaluation processes. Multiple customers also participated in formal security assessment workflows for the LangSmith Platform, completing various sections and progressing through review stages with privacy and information security teams.",12,12,,"[""The customer submitted the 'Security Measures' section of the LangSmith Platform assessment and provided a link to launch the assessment, noting that it is accessible to anyone with the link."", 'The customer informed that the LangSmith - 2021 BH Lite assessment has been completed and confirmation of any required next steps will be sent shortly, with access to the full assessment provided via a link.', ""Ken Robinson requested additional information for the 'LangSmith - 2021 BH Lite' assessment, which is in progress and has a deadline of April 21, 2025. The Global Privacy Department provided a link to view the open information request.""]"
49,Correct LangChain Academy certificate name display issues,"Customers requested corrections to their LangChain Academy course completion certificates to reflect their proper names instead of incorrect displays like ""Google User"" or partial names. Support representatives successfully updated the certificates with the correct names and provided updated certificate links to the customers.",8,8,,"['The customer requested an update to their certificate to include their full name, and the support representative promptly updated it. The customer confirmed the correction was successful.', 'A customer requested a correction to their LangChain Academy course certificate, which displayed an incorrect name due to signing in with a Google account. The support representative updated the certificate with the correct name as requested.', 'A customer requested a name correction on their Langchain Graph Course Completion Certificate from ""Devesh V"" to ""Devesh Sharma."" The support representative confirmed the change was made and offered further assistance if needed.']"
50,Resolve misrouted non-LangChain business document notifications,"The customers received automated notifications and shared details about electronic documents from LA HAUS SAS (not LangChain-related), containing purchase/acquisition support documents with various Colombian peso amounts. One customer incorrectly mentioned receiving a document from ""Langchain, Inc."" but the context suggests these are all unrelated third-party business documents that were mistakenly submitted as LangChain support requests.",5,5,,"['The customer received an automated notification about a new electronic document from LA HAUS SAS, detailing a support document for acquisitions with a total of $1,003,331.58 COP, and was advised to contact customer support for any inquiries.', 'The customer received an automated notification about an electronic document from LA HAUS SAS, detailing a purchase support document with a total of $848,176.85 COP, and was advised to contact customer service for any inquiries.', 'The customer shared details of an electronic document issued by LA HAUS SAS, including its authorization date, type, document number, and total amount, and noted it was an automated message.']"
51,Test internal LangChain support system functionality and workflows,"Support representatives conducted internal testing of various systems including survey functionality, customer satisfaction (CSAT) surveys, and general system operations within the LangChain support infrastructure. The team performed routine administrative tasks such as processing customer information, coordinating case assignments, and facilitating internal communication workflows.",22,22,,"['The customer tested the surveys, confirmed they were fixed, and mentioned having a follow-up question.', 'The customer initiated a test message, and the support rep responded by instructing to CC Julia for a survey test and provided an email address for further action.', 'The customer congratulated the team on their new office, and the support rep invited them to visit.']"
52,Improve LangSmith experiment interface navigation and visualization features,"Customers provided detailed feedback on LangSmith's experiment interface usability, requesting improvements to navigation between experiments and traces, dashboard visualization capabilities, and data export functionality. The support team acknowledged the feedback, implemented some requested UI enhancements, and escalated feature requests for experiment comparison tools, CSV export options, and improved filtering capabilities to the product team.",28,28,,"['The customer inquired about the ability to visualize differences between two dataset versions, similar to a git diff, and asked if this feature is planned or if there are alternatives. The support representative confirmed the feature is not currently available, forwarded the request to the product team, and noted that a response was sent earlier.', 'The support team investigated issues with evaluators in a project, identifying errors related to missing variables in prompts and inconsistencies in feedback. They requested additional details, run IDs, and reproductions of the issue, ultimately identifying a bug and working on a fix while advising the customer to verify JSON formatting in examples.', 'A customer praised a feature for its usefulness in experimentation and collaboration but suggested an improvement to save an example with the prompt to document its usage, specifically to describe the expected input format. The support representative acknowledged the feedback and forwarded it to the product team for consideration.']"
53,Resolve LangChain Slack community access and invitation issues,"Customers encountered technical issues accessing LangChain's Slack community, including expired invite links, form errors, and incorrect email addresses preventing successful registration. Support representatives resolved these problems by manually sending direct invites, fixing form issues, and correcting typos to enable community access.",9,9,,"['The customer inquired about joining Langchain\'s Slack community and whether a registered business was required. The support rep clarified that a registered business is not necessary, and the customer can join using a personal email and specifying ""Self"" or an intended company name for title and organization.', 'A customer, James, reported an issue with receiving Slack community invites. The support team acknowledged the problem with the invite form, sent invites to James and his team, and later added an invite for Alicia upon request.', 'A customer inquired about using LangSmith with PHP and reported an issue joining the Slack community. The support rep suggested generating a PHP client using Swagger Codegen, sent a direct Slack invite, and the customer later confirmed joining the community and receiving guidance.']"
54,Handle external SEO service vendor outreach proposals,"Customers offered
SEO services to improve LangChain's website search rankings, including audits,
optimization packages, and domain recommendations. These external vendors
proposed various marketing solutions such as backlink building, content
structure improvements, and website visibility enhancements.",8,8,,"[""A customer offered SEO services to improve Langchain.com's search engine rankings, detailing specific optimizations they could implement, and requested permission to send a report with prices and an estimated timeline."", ""A customer inquired about case studies for airport management solutions similar to Dubai TAMMS for a project in Malaysia. The support rep directed them to the company's published case studies on their website."", ""A customer offered SEO services to improve the website's Google ranking, proposing to send an audit report, quote, and SEO packages for review.""]"
55,Troubleshoot LangGraph platform and OSS performance issues,"Users encountered various performance, functionality, and operational issues with LangGraph platform deployments and the OSS library, including memory problems, latency concerns, state persistence bugs, and concurrency errors. Support representatives provided troubleshooting guidance, configuration adjustments, bug fixes, and workarounds to resolve these LangGraph-specific technical challenges.",20,20,,"['The customer inquired about profiling tools for addressing latency issues in LangChain agents. The support team recommended LangSmith for general profiling and py-spy for low-level profiling, providing detailed setup instructions for both tools, including creating a Docker setup for py-spy and generating flame charts for analysis.', ""The customer is integrating a UI using CopilotKit with the Langgraph platform and encountered issues with synchronous behavior during local development. The support rep clarified that Langgraph's API handles asynchronous calls automatically and advised on using `.ainvoke` or `.astream` for async operations, while also explaining that graph nodes should be made async if needed."", ""The customer inquired about using the `Command` class in `createReactAgent` to control graph flow, specifically to exit the graph after a tool executes successfully. The support team clarified that `Command` adds edges but does not override existing ones, and dynamic routing requires avoiding predefined edges. They also explained that multiple edges from a node will all be visited, and shared a suggestion to use a 'model output' node for tracking visited nodes.""]"
56,Resolve LangChain billing and subscription management issues,"Customers contacted LangChain support with various billing-related inquiries including subscription management, payment failures, refund requests, invoice clarifications, and pricing concerns across different LangChain plans. Support representatives addressed these issues by processing refunds, canceling subscriptions, providing billing documentation, clarifying pricing structures, and resolving payment method problems.",28,28,,"['The customer contacted Langchain support about unexpected charges on their bill due to extended data retention. The support rep processed a refund for the charges and provided guidance to prevent future overages.', ""Trevor, a customer of LangSmith, reached out to LangChain to inquire about signing a BAA. After initially being told that BAAs are only signed with enterprise tier customers, LangChain made an exception and signed a BAA with Trevor's company, NewDays."", 'A customer inquired about an unrecognized subscription charge for LangChain and requested information on who signed up and how to cancel it. The support rep identified three users associated with the account, confirmed all have admin permissions, and provided instructions for canceling the subscription.']"
57,Handle partnership inquiries and business development collaboration requests,"Business development professionals, CEOs, and entrepreneurs contacted LangChain to discuss partnership opportunities, collaboration proposals, and strategic alliances for their AI-related products and services. Customers also requested meetings to explore business relationships, showcase their platforms, seek referrals for development work, and discuss potential integrations with LangChain's ecosystem.",18,18,,"['The customer inquired about using the AI agent for candidate searches on LinkedIn and requested a Zoom meeting to discuss further.', 'The customer expressed interest in learning about Langgraph evaluation, debugging tips, and a comparison with OpenAI’s agent system for a session scheduled for tomorrow, to which the support representative responded positively.', ""The CEO of Easy to Live Homes expressed interest in LangChain's AI solutions and proposed a call to discuss potential collaboration opportunities.""]"
58,Block SESAME HR document signature spam notifications,Multiple customers were repeatedly notified by SESAME HR about documents requiring their digital signatures through PandaDoc platform. These notifications appeared to be unrelated to LangChain/LangSmith services and likely represented spam or misdirected communications sent to LangChain support channels.,9,9,,"['The customer was informed that a document from SESAME HR is awaiting their signature and provided a link to review and sign it via PandaDoc, an online document management platform.', 'The customer was informed that a document from SESAME HR is awaiting their signature and provided a link to review and sign it via PandaDoc, an online document management platform.', 'The customer was informed that a document from SESAME HR is awaiting their signature and provided a link to review and sign it via PandaDoc, an online document management platform.']"
59,"Resolve third-party LLM provider
integration issues across LangChain ecosystem","Customers
encountered various integration issues with third-party LLM providers
(particularly OpenAI, Azure OpenAI, and Google Vertex AI/Gemini) in the
LangChain ecosystem, including incorrect model tracing, incomplete responses,
API connection problems, and compatibility errors. Support representatives
provided fixes, workarounds, and guidance for resolving these provider-specific
integration challenges across LangSmith tracing, LangChain OSS libraries, and
playground functionality.",22,22,,"['The customer inquired about tracking costs for VertexAI calls, and the support team explained that prices for Google models were not set by default but could be added manually. The support rep implemented default pricing for Gemini models, which was later confirmed as released.', ""The customer encountered a RateLimitError while running a RAG application in a Langsmith course and inquired about OpenAI's free tier and quota requirements. The support rep clarified that OpenAI does not offer a free tier for API requests and suggested purchasing a small amount of credits to complete the course."", ""The customer reported an 'Error: Service Unavailable' issue while revising and redeploying their OpenAI key but later confirmed the issue was resolved without requiring further assistance.""]"
60,Facilitate LangChain community partnerships and collaboration inquiries,"Customers and community members reached out to propose various collaboration opportunities with LangChain, including content partnerships, blog contributions, meetup organization, and business partnerships. LangChain support representatives responded by either facilitating connections with appropriate team members, declining due to current priorities, or providing guidance on community engagement channels.",24,24,,"[""A customer, Harikrishna Kundariya, inquired about contributing guest articles to Langchain's website, providing topic suggestions and links to previous work for consideration."", 'A digital influencer, Matheus Dias, proposed a partnership to promote LangChain on his platforms, but LangChain declined due to current priorities. Matheus expressed understanding and hope for future collaboration.', 'A customer shared their open-source project, DeepGit, built on LangGraph, which enhances GitHub research through advanced workflows and tools. The LangChain team appreciated the project and agreed to feature it in their community content highlights.']"
61,Resolve LangSmith SSO authentication configuration and integration issues,"Customers experienced various technical issues with Single Sign-On (SSO) authentication configurations in LangSmith, including SAML metadata errors, OIDC token management problems, and login session failures. Support representatives helped troubleshoot these authentication integration issues by identifying configuration bugs, providing workarounds for SSO setup, and resolving connectivity problems with identity providers.",19,19,,"['A customer reported an Internal Server Error when attempting to configure SAML SSO. The support rep identified a bug with the character limit and advised the customer to use a metadata URL as a workaround. After obtaining the URL from their identity team, the customer applied it but still encountered a 500 error. The support rep then cleared out the existing configuration on the backend, and the customer was able to successfully configure SSO.', 'The customer inquired about users being logged out after 3 minutes despite having 15-minute SSO OIDC token lifetimes. The support rep suggested checking if the refresh_token grant type is allowed and whether the app is configured to request refresh tokens, noting that Ping Identity may not require an additional scope. The customer will follow up with more information.', 'The customer inquired about 2FA/MFA options for LangSmith accounts. The support rep clarified that SAML SSO with MFA is available for Enterprise customers but not otherwise, and submitted a feature request to the product team as requested by the customer.']"
62,Fix LangSmith dataset example management and split UI issues,"Customers encountered bugs and missing functionality related to managing dataset examples and split operations in LangSmith's UI, including issues with tool call ID deletion, attachment preservation, and metadata addition. Support representatives acknowledged these interface problems, implemented fixes for reported bugs, and added feature requests for enhanced dataset split selection and annotation queue customization to the product roadmap.",7,7,,"['A customer reported a bug where they were unable to delete a tool call ID in the ""adding example to dataset"" view. The support rep acknowledged the issue and suggested a workaround using raw mode. The issue has since been fixed.', 'The customer reported a bug where adding a Dataset Example with an Attachment to a Split from the list view deletes the file Attachment, though it works correctly when editing the Example individually. The support team acknowledged the issue, implemented a fix, and confirmed its deployment, asking the customer to report if the problem persists.', ""Tommaso De Lorenzo, CTO, asks if it's possible to add an example to a given split of a dataset neither from an annotation queue nor from a rule applied to a tracing project. Chad, a support rep, confirms that Tommaso is looking to add an example to a split from within a dataset in UI and adds Tanushree from the product team to the thread to better understand the desired use case.""]"
63,Resolve LangSmith platform technical issues and UI bugs,"Customers reported various technical issues with LangSmith's platform functionality including UI display problems, SSL errors, tracing irregularities, and API access failures. The support team investigated these issues by requesting debugging information like HAR files and stack traces, deployed fixes for identified problems, and escalated complex issues to engineering teams for resolution.",29,29,,"['The customer reported an issue with their SaaS control plane license being down, which was reactivated by the support team. The support rep explained the issue was due to a monthly extension of LangSmith SaaS and assured it would be fixed to prevent recurrence.', 'The customer reported irregularities with the Langsmith API where runs were not being tracked at random times, despite uptime reports showing no issues. The support rep asked if specific methods were being used to ensure traces are sent and requested additional details, including SDK versions, code samples, error logs, and exact times of the issue, to investigate further.', 'A customer inquired about a potential major incident due to a lack of traces in Langsmith since 6pm GMT the previous day, but later realized it was a false alarm caused by a rotated API key.']"
64,Manage LangSmith trace retention policies and data deletion requests,"Customers requested assistance with LangSmith trace retention policies, data deletion, and storage management across various scenarios including changing retention periods, deleting specific traces, understanding auto-upgrade impacts, and managing extended retention costs. Support representatives provided guidance on retention configurations, processed manual trace deletions, clarified policy effects on existing data, and explained workarounds for cost optimization and indefinite data persistence.",19,19,,"['The customer inquired about avoiding extended retention costs for evaluation traces, noting that evaluations programmatically attach feedback to traces. The support rep explained there is no current workaround, as retaining evaluation data requires extending the trace, and suggested adding traces to a dataset for indefinite persistence of inputs/outputs. Feedback on documentation improvements was acknowledged.', 'The customer inquired about the absence of token count and cost values in two tracing projects within a LangSmith setup. The support representative explained that this could be due to the 7-day default view filter, unused projects, or the Standard Data Retention policy limiting trace retention to 14 days, and provided a documentation link for further details.', 'A customer is unable to delete traces in their Langsmith Tenant and a support rep informs them that self-service deletion is not currently supported but is planned for the future via API.']"
65,Troubleshoot LangSmith tracing integration issues with LangGraph deployments,"Customers
experienced issues with LangSmith tracing functionality when integrated with
LangGraph deployments, including problems with trace visibility, missing
intermediate nodes, incomplete RunnableSequence data, and configuration errors
with environment variables and API keys. Support representatives provided
troubleshooting steps for SDK versions, authentication settings, and
implementation of solutions like wait_for_all_tracers() to resolve trace
logging and visualization problems.",17,17,,"['Doug reported issues with thread history and errors after pushing a new revision to the LangGraph platform. The support rep identified a misconfiguration caused by an incorrect dependency, guided Doug to remove it, and confirmed thread history persistence once corrected. Doug confirmed the fix resolved all issues and closed the request.', ""A customer inquired about customizing task and tool span names in the LangSmith UI while using the Arize SDK. The support rep explained that while this feature is not currently available, a workaround using the 'langsmith.trace.name' attribute is possible, and later confirmed a deployment to map tool names to run names. The customer confirmed the solution worked for tools and requested an additional feature to automatically set 'ls_model_name,' which the support rep forwarded to the team for review."", 'A customer reported issues with missing or incomplete traces for intermediate Langgraph nodes in Langsmith when their AI agent uses many steps. The support team responded, stating they had implemented a fix and asked the customer to confirm if the issue persists.']"
66,Migrate LangSmith accounts from US to EU region,"Customers requested assistance with migrating their LangSmith accounts and data from the US region to the EU region for compliance and data residency requirements. The support team provided guidance on the manual migration process using the LangSmith SDK, including steps to export/import data, create new EU accounts, cancel US subscriptions, and process refunds or credits for overlapping charges.",18,18,,"['Felix inquired about switching his organization to the EU data region, and the support representative explained that LangSmith does not support direct migration but provided detailed steps to create a new EU instance, transfer data, and manage subscriptions, including refund or credit options.', 'A customer inquired about migrating their LangSmith account and data to an EU-hosted instance for data residency compliance. The support rep explained that direct migration is not supported but provided detailed steps to create a new EU account, export and import data using the SDK, and offered assistance with refunds or credits for the unused US subscription.', 'A customer accidentally created a startup account in the US zone instead of the EU zone. The support rep advised the customer to create a new account in the EU zone and delete the US account, as there is no mechanism to migrate accounts between regions. The customer confirmed they would do so and asked if they would be granted the startup tier again in the EU account, which the support rep confirmed.']"
67,Resolve LangGraph state management and Pydantic validation issues,"Users encountered various technical issues with LangGraph state management, including discrepancies between invocation and fetched states when using dynamic enums, problems with Pydantic validation in nodes, and confusion about state key propagation between parent and child graphs. Support representatives provided guidance on proper state update patterns, type-safe node function implementations, and clarified that state changes must be explicitly returned from nodes rather than modified through mutation.",5,5,,"['A customer is experiencing a discrepancy between the state caught from an invocation and the state fetched using `get_state()`. The issue is caused by using a dynamic enum in a structured output call, which requires defining the Pydantic class inside the node function.', 'The customer inquired about differences in state validation using Pydantic `BaseModel` in a node versus regular `model_validate()`, specifically regarding field validators raising errors but not modifying values. The support rep acknowledged the issue and promised to investigate.', ""The customer inquired about state key propagation between parent and child graphs with different state types in a recursive scenario, and the support rep confirmed that the child graph would only access keys from its own state type, expressing interest in the customer's findings.""]"
68,Configure LangGraph and LangSmith self-hosted AWS deployment infrastructure,"Support representatives helped customers with various LangGraph and LangSmith self-hosted deployment setup and configuration issues, including obtaining license keys, configuring AWS infrastructure components like S3 buckets and permissions, and troubleshooting runtime errors. The requests involved enterprise-level deployments requiring technical guidance on blob storage, database configurations, encryption settings, and resolving deployment-related errors.",15,15,,"['The customer requested additional deployments and information on obtaining a license key for self-hosting LangGraph on AWS. The support rep increased deployments, provided guidance on self-hosting, and asked for feedback on pricing. The customer reported deployment issues in production, rolled back to a different system, and moved to AWS EKS. The support rep directed the customer to another ticket for further assistance.', 'The customer faced issues setting up blob storage for a managed ClickHouse instance using GCS. The support rep clarified that GCS requires using the S3 engine with an HMAC key instead of workload identity and provided relevant documentation. Additionally, the customer resolved an organization setup issue by creating a new organization, which enabled the required features.', 'The customer requested a commitment for self-service access logs within six months, sample audit logs for API key creation, and clarification on secret management integration. The support rep confirmed self-service access logs would be available by December 31, 2025, provided a sample audit log, and requested a timeline for the secret management integration. The customer acknowledged and mentioned following up via email.']"
