cluster_id,name,description,size,total_size,member_clusters,sample_summaries,product,issue_type
141,Enhance LangSmith Evaluation feature requests for advanced functionality,"Users submitted feature requests to enhance LangSmith's evaluation capabilities across multiple components including Playground AutoEvaluator configuration, experiment results display, and annotation comparison functionality. The requests focused on implementing advanced evaluation features such as external HTTP service integration, dataset-level metrics UI support, binary file uploads, and multi-provider online evaluator configurations.",21,21,,"['feature request help with LangSmith Evaluation for PDF document processing - specifically seeking ability to evaluate prompts that use attached PDF documents as inputs without manual text extraction, currently limited to UI-based evaluations while SDK-based evaluations already support this functionality', 'feature request help with LangSmith Evaluation for dataset-level metrics implementation - specifically seeking UI support for summary evaluators to calculate precision and recall on classification datasets, currently only available through SDK', 'feature request help with LangSmith Evaluation for Python implementation - specifically requesting UI support for multi-turn conversational agent evaluation including native multi-message input handling, per-example evaluators, programmatic auto-evaluator creation, and playground integration for conversation history testing']",LangSmith,Other
34,Process Admin GDPR-compliant account and organization deletion requests,Users requested assistance with deleting their LangChain accounts and organizations specifically to comply with GDPR (General Data Protection Regulation) requirements for data privacy and user rights. These requests were distinct from general account deletion requests as they explicitly cited GDPR compliance as the legal basis for requiring complete data removal.,21,21,,"['data management help with Admin/Account for account deletion under GDPR compliance', 'data management help with Admin/Account for organization deletion under GDPR compliance', 'data management help with Admin/Account for GDPR account deletion request']",Admin,Other
3,Debug LangSmith UI interface functionality and navigation issues,"Users requested debugging help for LangSmith UI and interface functionality issues across multiple components including evaluation workflows, tracing visualization, administration panels, and playground features. The support requests focused on resolving user interface bugs, navigation problems, display errors, and access issues within the LangSmith web-based interface rather than SDK or API integration problems.",21,21,,"['debugging help with LangSmith Evaluation for UI sorting functionality', 'debugging help with LangSmith traces for accessing prompts functionality', 'debugging help with LangSmith tracing and administration for workspace project visibility issues, database memory limit errors, rules functionality problems, and user invitation system failures']",LangSmith,Debugging
121,Enhance LangSmith Datasets with advanced data management features,"Users submitted feature requests and sought best practices guidance for enhancing LangSmith Datasets functionality with advanced data management capabilities. The requests focused on implementing cross-project data synchronization, UI-based dataset organization features, collaborative workflows, and improved export/visualization tools for evaluation datasets.",21,21,,"['feature request help with LangSmith Evaluation for CSV export functionality of experiment dataset tables', 'feature request help with LangSmith Datasets for cross-project data management implementation', 'feature request help with LangSmith Datasets for folder organization functionality']",LangSmith,Other
65,Handle enterprise pricing and sales inquiries for LangGraph Platform and LangSmith commercial deployments,"Users requested enterprise pricing, billing, and sales information for LangGraph Platform and LangSmith deployments, focusing on high-volume business scenarios, HIPAA compliance, self-hosted options, and startup pricing evaluations. These requests centered on understanding commercial licensing terms, enterprise capabilities, and cost structures for production-scale implementations across different business contexts.",21,21,,"['usage questions help with LangGraph Platform for billing/account limitations clarification', 'billing/account help with LangGraph Platform for deployment pricing questions', 'billing/account issues help with LangGraph Platform, LangGraph Studio, and LangSmith for pricing clarification and feature availability']",LangSmith,Deployment
108,Enhance LangSmith Observability dashboard filtering and visualization features,"Users requested various feature enhancements and configuration improvements for LangSmith's observability dashboard and UI functionality, focusing on advanced filtering, data visualization, and trace management capabilities. The requests centered on improving cost tracking, content filtering, cross-project integration, data export, and enhanced visibility features for shared traces and feedback within the LangSmith observability interface.",21,21,,"['feature request help with LangSmith Observability for UI/UX improvement to enhance trace selection visibility', 'performance/optimization help with LangSmith observability for trace ingestion and rule processing system configuration', 'documentation gap help with LangSmith observability for trace filtering and query syntax implementation']",LangSmith,Other
29,Configure LangSmith self-hosted deployment architecture and data migration,"Users requested comprehensive support for LangSmith self-hosted deployment architecture, focusing on best practices for multi-environment data management, ClickHouse storage configuration, and cloud-to-self-hosted migration strategies. The requests emphasized advanced deployment scenarios including performance optimization for high-throughput scaling, blob storage integration with GCS/S3, and complex data migration workflows for preserving existing datasets and traces.",20,20,,"['best practices help with LangSmith deployment for multi-location and multi-environment architecture decisions', 'troubleshooting help with LangSmith self-hosted deployment for ClickHouse disk space management and persistence configuration issues', 'data management help with LangSmith self-hosted instances for migrating traces, projects, and datasets between development and production environments']",LangSmith,Configuration
127,Debug LangSmith bulk export configuration and API integration issues,"Users encountered various technical issues with LangSmith's bulk export functionality, including configuration problems with S3 destinations, authentication errors, API usage difficulties, and deployment challenges across both self-hosted and SaaS implementations. These requests focused specifically on debugging export job execution, resolving AWS credential validation issues, troubleshooting rate limits, and configuring data masking and cost metrics for large-scale trace data extraction workflows.",19,19,,"['feature enablement help with LangSmith data management for bulk export functionality', 'debugging help with LangSmith data export for AWS S3 destination configuration', 'configuration help with LangSmith bulk export feature for self-hosted implementation']",LangSmith,Debugging
142,Resolve Admin email authentication and domain transition issues,"Users experienced email-related authentication and account management issues, specifically problems with email verification, domain transitions, and authentication method changes. These requests focused on email address updates, unsubscribe functionality, and resolving authentication access problems during organizational email system transitions.",19,19,,"['authentication/access help with Admin/Account for account transition and email redirection issues', 'billing/account help with Admin/Account for domain renewal notification', 'authentication/access help with Admin/Account for account email management']",Admin,Other
111,Debug LangChain Python multi-provider chat model integration issues,"Users experienced debugging issues with LangChain Python Library integrations across multiple AI providers including OpenAI, GROQ, Google, Vertex AI, and AWS Bedrock, encountering problems with chat model implementations, structured output parsing, API connectivity, and provider-specific response formatting. Additionally, users faced debugging challenges with LangSmith Evaluator model switching functionality and the chat.langchain.com interface, specifically related to temperature parameter errors and thread creation failures.",19,19,,"['debugging help with LangChain Python Library for Python implementation - specifically missing service_tier metadata in ChatOpenAI response objects despite proper configuration', 'debugging help with LangChain Python Library for advanced OpenAI Resources API integration - specifically a bug in ChatOpenAI.get_num_tokens_from_messages method that failed to properly convert system messages with chat completions-style content blocks to Resources API format', 'debugging help with LangChain Python Library ChatBedrockConverse for Python implementation - specifically issues with structured output formatting (snake_case vs camelCase) and streaming-related errors after version updates']",LangChain,Debugging
145,Enhance LangSmith Annotations and Datasets feature implementation,"Users requested feature enhancements and implementation guidance for LangSmith Annotations and Datasets functionality across Python and JavaScript implementations. These requests focused on improving annotation workflows, dataset management interfaces, metadata handling, and integration capabilities for both platforms.",18,18,,"['feature request help with LangSmith Annotations for notification system implementation', 'feature request help with LangSmith Annotations for UX improvement implementation', 'feature request help with LangSmith (Playground, Annotations, Datasets) for general implementation']",LangSmith,Other
95,Resolve LangSmith startup program billing activation and subscription issues,"Support requests focused on LangSmith startup program billing and account management issues, where users needed assistance with plan activation, subscription setup, credit application, and payment configuration. These requests specifically involved navigating the startup program benefits, managing plan transitions, and resolving technical barriers to accessing startup pricing tiers.",18,18,,"['billing/account issues help with LangSmith Startups Plan for activation and payment configuration', 'billing/account issues help with LangSmith Administration for startup plan seat limit increase', 'billing/account issues help with LangSmith startup pricing and support program']",LangSmith,Other
69,"Update Admin account billing information and profile
details","Users encountered
various account information update needs including incorrect invoice addresses,
outdated payroll details, billing email changes, certificate name corrections,
tax ID modifications, and regional account reconfigurations. These requests
focused specifically on correcting and updating existing billing and account
data rather than resolving payment processing issues or invoice delivery
problems.",18,18,,"['billing/account issues help with Admin/Account for invoice email address update', 'billing/account issues help with LangSmith Administration for invoice email update', 'billing/account issues help with Admin/Account for invoice resending and billing address updates']",Admin,Other
136,Implement LangSmith evaluation workflows and advanced experiment configurations,"Users requested best practices guidance for implementing LangSmith evaluation workflows, including advanced experiment setup with A/B testing monitoring, agent testing, and LLM-as-judge model selection across various LangSmith features. They also sought help with configuring evaluation systems for production use, optimizing dataset management for large-scale experiments, and implementing specialized scoring and aggregation methods for chat-based evaluations.",18,18,,"['best practices/usage questions help with LangSmith pricing plans, data handling, and SDK tracing for production implementation', 'best practices help with LangSmith datasets and evaluation for capturing problem traces and structuring evaluation examples', 'best practices/usage questions help with LangSmith tracing projects for understanding data retention and project metrics']",LangSmith,Configuration
25,Handle unsolicited SEO and marketing service spam outreach,"The LangChain support team received multiple unsolicited marketing outreach requests offering SEO optimization, backlink building, and website promotional services for langchain.dev and related domains. These non-technical inquiries were consistently declined as they were external vendor solicitations rather than legitimate product support requests.",18,18,,"['promotional offer for SEO/marketing services - this is not a support conversation related to LangChain products', 'SEO services offer for LangChain website for general marketing purposes', 'promotional services for general website SEO optimization - this was not a technical support request for any LangChain product']",Other,Other
72,Debug LangSmith Playground Azure OpenAI integration configuration issues,"Users experienced debugging and configuration issues with LangSmith Playground and UI integration for Azure OpenAI services, including model tagging discrepancies, deployment configuration problems, and authentication setup challenges. Multiple requests involved troubleshooting Azure OpenAI connectivity, workspace API key management, and model schema visibility issues within the LangSmith interface.",18,18,,"['integration help with LangSmith for connecting Azure AI Foundry models and Google Gemini models with custom URLs through dedicated model providers', 'configuration help with LangSmith Playground for Azure OpenAI API integration', 'integration help with LangSmith Playground for Google Cloud Vertex AI compatibility verification']",LangSmith,Debugging
100,Migrate LangGraph Platform infrastructure from legacy to production environments,"Users encountered deployment difficulties when migrating their LangGraph Platform infrastructure from legacy systems to production environments. They needed assistance with infrastructure transitions, including moving from development to production architectures and handling complex migration workflows.",18,18,,"['deployment issues help with LangGraph Platform for infrastructure migration', 'deployment issues help with LangGraph Platform for infrastructure migration', 'deployment issues help with LangGraph Platform for legacy infrastructure migration']",LangGraph Platform,Other
76,Provide LangSmith and LangGraph GDPR compliance documentation and multi-tenant architecture guidance,"Users requested comprehensive GDPR and data protection compliance information for LangSmith and LangGraph platforms, including security certifications, data processing agreements, and privacy assessment documentation. They also sought guidance on multi-tenant architecture best practices for workspace management, data separation, and billing isolation within LangSmith Administration.",17,17,,"['data management help with LangSmith Platform for privacy assessment and compliance documentation', 'data privacy/compliance help with LangSmith Platform for security assessment and documentation', 'data management help with Admin/Account for organization deletion and debugging help with LangSmith SDK tracing for Python implementation including Lambda deployment issues']",LangSmith,Documentation
88,Migrate LangSmith accounts from US to EU regions,"Users requested assistance with migrating their LangSmith accounts and organizations from US-hosted instances to EU-hosted instances while maintaining their existing service configurations. These requests specifically focused on cross-region data migration within LangSmith's administrative infrastructure, including preserving startup plan discounts, handling organization name changes, account ownership transfers, and obtaining compliance documentation during the migration process.",17,17,,"['data management help with LangSmith Administration for organization region migration', 'billing/account help with LangSmith Administration for migrating startup plan from US region to EU region while maintaining service continuity', 'data management help with LangSmith Administration for account region migration from US to EU zone']",LangSmith,Other
102,Debug LangSmith TypeScript SDK integration and component issues,"Users encountered debugging, configuration, and feature request issues across multiple LangSmith components when implementing TypeScript solutions. The requests spanned LangSmith SDK tracing integration, Playground token calculations, Evaluation dashboard setup, Prompt Hub performance, and LangChain JavaScript Library tool definition handling.",17,17,,"['debugging help with LangSmith Playground and TypeScript SDK for token calculation issues with image prompts', 'feature request help with LangSmith Evaluation for TypeScript implementation', 'debugging help with LangSmith Evaluation dashboard for TypeScript implementation']",LangSmith,Debugging
144,Block unsolicited SEO and marketing spam communications,Support teams received multiple unsolicited SEO and guest posting service proposals targeting LangChain's website and general marketing optimization. These communications were identified as spam or promotional outreach rather than legitimate technical support requests and were declined according to company policy.,17,17,,"['marketing/promotional help with Other/General for website guest posting and link insertion', 'spam/promotional outreach with SEO and backlink services for general marketing purposes', 'Other/General help with unsolicited SEO promotional offer for unspecified implementation']",Other,Other
84,Optimize LangSmith Python SDK tracing performance for high-volume production workloads,"Users sought performance optimization help for LangSmith SDK tracing and related components in Python implementations, encountering issues with high-volume parallel processing, rate limiting, concurrent request handling, and trace generation efficiency. The requests focused on optimizing CPU usage, managing API rate limits, implementing data pipeline performance improvements, and addressing advanced scenarios like asynchronous callback tracers with PII masking requirements.",17,17,,"['performance/optimization help with LangChain Python Library for Python implementation', 'performance optimization help with LangSmith SDK feedback creation for Python implementation', 'performance/optimization help with LangSmith API for data pipeline implementation']",LangSmith,Other
117,Implement LangGraph Python advanced workflow patterns and state management,"Users requested best practices guidance for implementing advanced LangGraph Python Library workflow patterns, focusing on human-in-the-loop interrupts, dynamic parallelization, and complex state management. The requests specifically covered technical implementation approaches for cancellation handling, conditional tool access, retry loops, type checking with TypedDict, and parallel execution without placeholder nodes.",17,17,,"['success story sharing with LangGraph Python Library for advanced biological data workflow implementation', 'best practices/usage questions help with LangGraph Python Library for Python implementation regarding human-in-the-loop customer confirmation handling using interrupt_before functionality', 'best practices help with LangGraph Python Library for advanced state management and streaming implementation']",LangGraph,Other
2,Handle Admin account business compliance and vendor approval documentation,"Multiple organizations sought assistance with business compliance and regulatory documentation for their LangChain Admin accounts, including vendor management approval, tax compliance certificates, security documentation, and international invoicing requirements. These requests focused on establishing proper business partnerships and meeting organizational procurement standards rather than basic billing operations.",17,17,,"['billing/account help with Admin/Account for tax documentation and business classification', 'billing/account help with Admin/Account for Japanese invoicing system compliance requirements', 'billing/account help with Admin/Account for payment method verification and compliance']",Admin,Documentation
48,Handle spam and phishing document signing security threats,"Users submitted multiple phishing and spam messages disguised as document signing requests to LangChain support channels, requiring security verification and spam identification assistance. These messages were categorized as Other/General since they were unrelated to any legitimate LangChain product or service functionality.",17,17,,"['security verification help with Other/General for potential phishing/spam document signing request', 'spam/phishing message analysis help with Other/General for document signing security assessment', 'security verification help with Other/General for potential phishing attempt involving document signature request']",Other,Documentation
86,Debug LangSmith Observability platform infrastructure and monitoring issues,"Users encountered debugging and troubleshooting issues with LangSmith's Observability platform features, including infrastructure problems with Redis storage, trace loading failures, and filtering functionality errors. They also faced configuration challenges with deployment monitoring, performance issues with log access, and display problems with cached token metrics and error messages in production environments.",17,17,,"['troubleshooting help with LangSmith Observability for trace access issues', 'debugging help with LangSmith observability for error message display issues', 'debugging help with LangSmith Observability for production monitoring implementation']",LangSmith,Debugging
130,Provide LangSmith compliance documentation for vendor security assessments,"Users requested compliance and security documentation help with LangSmith to complete vendor assessment questionnaires and security evaluations for enterprise onboarding processes. These requests focused on obtaining compliance information, security certifications, and privacy documentation needed to satisfy third-party risk management and vendor assessment requirements.",16,16,,"['security and compliance information help with LangSmith Platform for assessment and documentation purposes', 'compliance documentation help with LangSmith for security questionnaire completion', 'compliance/security documentation help with LangSmith for vendor assessment requirements']",LangSmith,Documentation
21,Handle non-technical business inquiries for trademark and branding services,"Users submitted various business inquiries unrelated to LangChain technical products, including trademark protection services, brand licensing permissions, marketing event invitations, and general business development outreach. These requests focused on legal, branding, and promotional services rather than technical support for LangChain OSS, LangSmith, or LangGraph platforms.",16,16,,"['general inquiry about global trademark services for startups - this is not a LangChain/LangSmith/LangGraph support conversation but rather a business development outreach email about trademark protection services', 'sales/export information for general LangChain products for international business inquiry', 'information about a marketing event for IP strategies in the AI era - this is not a support conversation about LangChain products']",Other,Other
8,Identify Admin security threats from phishing document requests,Users sought security assistance to analyze and verify suspicious document signing requests that appeared to be phishing or spam messages targeting LangChain services. The requests involved identifying potential security threats and verifying the legitimacy of document signature solicitations that may have been attempting to exploit or impersonate LangChain platforms.,16,16,,"['security assistance with LangChain General for potential phishing/spam document signature request', 'spam/phishing message analysis for document signing service - not related to LangChain products', 'spam/phishing message analysis for document signing service - not related to LangChain products']",Admin,Documentation
51,Manage Admin organization billing and user subscription configuration,"Users encountered billing and account management issues specifically related to organization setup, user management, and subscription configuration within the LangChain Admin platform. The requests focused on startup pricing inquiries, organization role management, seat allocation, workspace limits, and subscription plan upgrades or cancellations.",16,16,,"['billing/account issues help with Admin/Account for seat limit expansion and enterprise plan inquiry', 'billing/account help with Other/General for event ticket purchasing and group ordering', 'billing/account issues help with Admin/Account for organization seat management']",Admin,Configuration
30,Implement LangSmith SDK tracing across complex integration scenarios,"Users sought comprehensive implementation guidance for LangSmith SDK tracing across diverse technical contexts including image tracing, distributed systems, OpenTelemetry integration, and third-party frameworks like CrewAI. They requested best practices for configuration settings, API usage patterns, evaluation workflows, and understanding of interface metrics rather than debugging specific errors.",16,16,,"['API usage help with LangSmith SDK tracing for creating runs and managing projects', 'best practices/usage questions help with LangSmith SDK/Tracing for understanding latency metrics calculation in thread view', 'integration help with LangSmith SDK tracing for CrewAI implementation, with documentation gap feedback on incomplete example code requiring custom tracing manager with CrewAI instrumentor and OTLP exporter']",LangSmith,Integration
77,Handle vague LangChain support requests requiring clarification,"Users submitted extremely vague and incomplete support requests that lacked specific product identification, clear technical details, or actionable information about their LangChain ecosystem implementation needs. These requests required significant back-and-forth communication to clarify which LangChain component they were using and what specific technical assistance they needed.",15,15,,"['general inquiry help with unspecified product for unspecified implementation', 'follow-up communication regarding a previous inquiry with unspecified product for unknown implementation', 'general help with unspecified product for unknown implementation']",LangChain,Other
43,Debug LangSmith Evaluation LLM-as-Judge evaluator implementation issues,"Users requested debugging and configuration help with LangSmith Evaluation's LLM-as-Judge evaluator functionality, encountering issues with template variable access, filter application during backfill operations, API key errors, server errors, and incomplete sampling execution. These requests focused specifically on implementing and troubleshooting the LLM-as-Judge evaluation workflow within LangSmith's evaluation system, including integration challenges with playground prompts and accessing conversational history from traces.",15,15,,"['debugging help with LangSmith Evaluation (Golden Data Comparison Evaluator) for implementation', 'debugging help with LangSmith Evaluation for LLM-as-Judge backfill functionality where filters are not being properly applied during backfill operations, causing errors and preventing evaluation of historical traces', 'configuration help with LangSmith Evaluation (auto evaluator and playground prompt integration) for LLM-as-a-judge workflow implementation']",LangSmith,Debugging
115,Optimize LangGraph Platform database storage and disk utilization management,"Users requested performance optimization and configuration help with LangGraph Platform specifically for database storage management, including PostgreSQL and pgvector setup, disk utilization control, and TTL configuration. The support requests focused on resolving storage capacity issues, database scaling problems, and implementing proper storage monitoring and cleanup policies for deployed applications.",15,15,,"['performance/optimization help with LangGraph Platform for deployment disk utilization management', 'performance/optimization help with LangGraph Platform for self-hosted Docker deployment experiencing high CPU usage issues', 'configuration help with LangGraph Platform for PostgreSQL memory storage setup regarding pgvector extension requirements']",LangGraph Platform,Other
41,Debug LangSmith self-hosted SSL certificate authentication failures,"Users experienced various SSL/TLS certificate authentication issues within LangSmith self-hosted deployments, including expired certificates blocking site access, certificate verification failures in SDK connections, and OAuth/SSO authentication problems. These certificate-related authentication failures affected multiple LangSmith components including the UI, API access, Python SDK tracing, and administration features across different deployment versions.",15,15,,"['authentication/access problems help with LangSmith Administration for self-hosted Docker deployment - specifically unable to accept member invites when personal organizations are disabled, resolved by upgrading from version 0.8.52 to 0.9.7', 'debugging help with LangSmith self-hosted UI authentication for OAuth/SSO implementation', 'debugging help with LangSmith Cloud SSL certificate issues for Python implementation']",LangSmith,Debugging
104,Debug LangSmith Dashboards UI functionality and API integration issues,"Users experienced various debugging issues with LangSmith Dashboards functionality, including database connections, date filtering, chart creation, custom evaluator filtering, and UI navigation problems. Multiple requests involved troubleshooting dashboard display issues, token tracking functionality, and API operations that returned 422 errors due to missing required fields.",15,15,,"['debugging help with LangSmith Dashboards for database connection issues', 'debugging help with LangSmith Dashboards for date filter data discrepancy issue', 'debugging help with LangSmith Dashboards for chart creation with data splitting functionality']",LangSmith,Debugging
1,Configure LangGraph Platform Python enterprise integrations and partnerships,"Users sought comprehensive integration and configuration support for LangGraph Platform Python implementations covering enterprise deployment scenarios including on-premises setup, MCP adapters, dynamic model selection, observability tools like Prometheus and OpenTelemetry, SSL certificates, multi-agent architectures, and CI/CD pipelines. The requests also included collaboration inquiries for partnership programs, content creation opportunities, licensing guidance for commercial applications, and feature requests for workspace cloning, quota increases, and custom endpoint support.",15,15,,"['integration help with LangGraph Platform and MCP adapter for Python implementation', 'best practices/usage questions help with LangGraph Platform for commercial licensing and compliance implementation', 'API usage help with LangGraph Platform for dynamic model selection, document upload integration, real-time assistant features, and configuration guidance']",LangGraph Platform,Integration
133,Handle non-technical meeting scheduling and event coordination requests,"Users submitted multiple requests for basic meeting scheduling, rescheduling, and cancellation coordination that were unrelated to any LangChain technical products or features. These administrative requests focused on general business meeting coordination, event attendance logistics, and conference access rather than technical support for LangChain OSS, LangSmith, or LangGraph components.",15,15,,"['meeting reschedule due to unavailability of lead developer for Other/General business coordination', 'scheduling help with Other/General for meeting coordination', 'configuration help with meeting platform integration for basic invitation management']",Other,Other
24,Handle non-technical business coordination and administrative communication requests,"Users submitted various non-technical business and administrative requests to LangChain support, including speaking engagement coordination, event invitations, team introductions, and meeting scheduling assistance. These requests also included follow-up communications and internal coordination messages that were sent without specific technical implementation needs or details about original support inquiries.",15,15,,"['follow-up help with Other/General for unspecified inquiry without providing original request details', 'general communication help with Other/General for follow-up on previous correspondence', 'general follow-up communication with Other/General for unspecified implementation']",Admin,Other
82,Debug LangSmith Prompt Hub JavaScript integration and UI issues,"Users experienced debugging and integration issues with LangSmith Prompt Hub across JavaScript and Node.js implementations, encountering problems with API integrations, UI functionality, and model configurations. They also requested feature enhancements including webhook systems for production monitoring and custom database synchronization capabilities.",15,15,,"['debugging help with LangSmith Prompt Hub integration with Gemini API for JavaScript implementation', 'debugging help with LangSmith Prompt Hub and UI for JavaScript implementation', 'debugging help with LangSmith Prompt Hub model configurations for JavaScript implementation']",LangSmith,Debugging
134,Process Admin billing plan modifications and retention feature corrections,"Users requested assistance with subscription plan changes and modifications, including enterprise pricing discussions, plan upgrades and downgrades between different tiers (Plus, Developer, Free), and plan switching configurations. They also needed help with billing corrections and refunds specifically related to extended data retention feature overcharges, startup plan pricing errors, and regional subscription changes.",14,14,,"['billing/account help with Admin/Account for enterprise plan pricing discussion', 'billing/account issues help with Admin/Account for account plan migration and upgrade', 'billing/account help with Admin/Account for plan downgrade from paid to free tier']",Admin,Other
74,Handle spam promotional outreach and non-technical business inquiries,"Users submitted various promotional and marketing service offers, SEO outreach attempts, business development inquiries, and general information requests that were unrelated to LangChain technical products. These submissions included conference survey quotes, job postings, startup ranking inquiries, CEO recognition requests, and B2B data services that did not involve LangChain OSS, LangSmith, or LangGraph support needs.",14,14,,"['promotional services offer with Other/General for non-technical SEO services implementation', 'marketing materials help with Other/General for post-conference survey quote submission', 'promotional/marketing help with Other/General for business development outreach']",Other,Other
16,Provide LangSmith enterprise legal compliance documentation and implementation guidance,"Users requested comprehensive legal compliance documentation and implementation guidance for LangSmith and LangChain to meet enterprise regulatory requirements including HIPAA, ISO 27001, and cross-border data transfer regulations. They needed access to compliance materials, legal documentation, and enterprise-grade implementation support to satisfy organizational and regulatory audit requirements.",14,14,,"['compliance/legal help with LangSmith for HIPAA-compliant production implementation', 'data management help with LangChain open-source repository for GitHub PR removal', 'data management help with LangSmith for compliance documentation requirements']",LangSmith,Documentation
5,Handle Other/General non-product-specific inquiries and feedback collection,"Users submitted diverse support requests covering CSAT surveys, integration help for various implementations (candidate search, web search tools, survey systems), best practices questions for system architecture and development patterns, testing assistance, and non-technical inquiries including job applications and sales questions. These requests were categorized as Other/General since they involved either general feedback collection, non-LangChain specific technical implementations, or business inquiries rather than specific LangChain ecosystem product support.",14,14,,"['general feedback through CSAT survey with no specific product or technical implementation details', 'integration help with Other/General for candidate search implementation', 'integration help with Other/General for programmatic web search tool implementation']",Other,Other
99,Implement LangSmith Administration security audit logging and monitoring features,"Users requested comprehensive security and audit logging features for LangSmith Administration, including audit trail implementation, monitoring capabilities, user traceability, and API key attribution tracking. They also sought advanced security features like 2FA/MFA authentication, attribute-based access control, write-only API permissions, and production-grade audit requirements with guaranteed incident response capabilities.",14,14,,"['security implementation help with LangSmith Administration for audit logging and monitoring features', 'feature request help with LangSmith Administration for user traceability and audit logging implementation', 'compliance/security help with LangChain general platform for API logging and monitoring implementation']",LangSmith,Other
101,Report LangChain ecosystem security vulnerabilities through bug bounty program,"Users requested information about and assistance with security vulnerability reporting and bug bounty program participation across LangChain's open-source ecosystem including Python and JavaScript libraries, repositories, and website. They sought guidance on responsible disclosure processes, vulnerability assessment procedures, and security program setup for penetration testing and general security research implementation.",14,14,,"['security program setup help with LangChain repository for general vulnerability management implementation', 'information about security vulnerability reporting rewards and bug bounty program eligibility for LangChain website and open-source repositories', 'security vulnerability reporting help with LangChain general products for security assessment implementation']",LangChain,Other
114,Configure LangGraph Platform external system integrations and authentication,"Users encountered complex authentication and integration challenges when connecting LangGraph Platform deployed agents to external systems, including MongoDB databases, custom authentication providers like Auth.js/Google OAuth, and third-party APIs requiring specific configurations. The requests involved troubleshooting cross-platform connectivity issues, CORS policy configurations, IP whitelisting requirements, bearer token validation, and API key management across JavaScript and Python implementations.",14,14,,"['configuration help with Open Agent server for JavaScript implementation regarding MCP tools API key authentication and public endpoint alternatives', 'troubleshooting help with LangGraph Platform integration for Assistant-UI implementation experiencing 404 errors when connecting to cloud server', 'integration help with LangGraph Platform for connecting deployed agent to external MongoDB database requiring IP whitelisting']",LangGraph Platform,Integration
137,Handle Admin marketing email unsubscribe and communication removal requests,Users submitted requests to unsubscribe from LangChain promotional emails and remove themselves from marketing communications. These requests were primarily focused on stopping unsolicited marketing outreach rather than addressing technical product issues.,14,14,,"['unsubscribe help with promotional email for general marketing communication', 'spam/irrelevant message classification help with Other/General for non-technical content - this appears to be a vendor payment/tax completion notification unrelated to LangChain products', 'spam/irrelevant message filtering help with Other/General for non-technical support issue']",Admin,Other
85,Debug LangGraph Python Library advanced agent integration issues,"Users experienced complex debugging challenges with LangGraph Python Library implementations involving advanced agent architectures, multi-agent systems, and sophisticated chat interfaces with features like file uploads, message persistence, and tool integrations. They also encountered integration issues across the LangGraph ecosystem including Platform streaming problems, Studio chat window bugs, and cross-component compatibility issues with LangSmith observability and external services like AWS Bedrock and Google Generative AI.",13,13,,"['integration help with LangGraph agent for Python/JavaScript chat interface implementation with file upload support and custom message rendering', 'debugging help with LangGraph Platform for Python implementation regarding interrupts disappearing in generative UI after responses, with additional issues around sequential interrupt handling and message persistence in chat interface', 'debugging help with LangSmith observability and LangGraph Python Library for thread-based conversation tracking, specifically regarding frozen statistics after resuming interrupted runs and proper configuration of thread_id vs conversation_id parameters']",LangGraph,Debugging
32,Filter spam petroleum and industrial sales outreach,"This cluster consisted of spam and unrelated commercial outreach attempts that were incorrectly submitted to LangChain support channels. The requests were entirely about petroleum product sales, industrial valve procurement, and other non-technical business offers that had no connection to LangChain, LangSmith, or LangGraph products.",13,13,,"['sales offer for oil products - this is not a LangChain support conversation', 'promotional offer for petroleum products - this is not a LangChain/LangSmith/LangGraph related support conversation', 'general inquiry with Other/General for unsolicited petroleum product sales offer (not a legitimate support request)']",Other,Other
126,Configure LangSmith Administration limits and Automation Rules functionality,"Users needed configuration assistance with LangSmith Administration features including workspace limits, usage quotas, and organizational boundaries due to regulatory compliance and scaling requirements. They also required debugging and configuration support for LangSmith Automation Rules, specifically addressing backfilling functionality, evaluation rule setup, and chained rule implementation that caused excessive evaluation runs and limit overages.",13,13,,"['configuration help with LangSmith Automation Rules regarding backfilling functionality for rule evaluation on previously processed traces', 'configuration help with LangSmith for managing shared run links after navigation', 'configuration help with LangSmith custom code auto evaluators for rate limit increase']",LangSmith,Configuration
109,Implement Admin compliance documentation for business partnerships,"Users requested help with obtaining and implementing compliance documentation for business partnerships and legal requirements. They specifically needed data protection agreements, GDPR compliance guidance, security documentation, and data processing agreements to meet organizational compliance standards.",13,13,,"['data management help with Admin/Account for compliance and data processing location information', 'data management help with Admin/Account for GDPR compliance and email unsubscribe functionality', 'compliance/legal help with Admin/Account for data protection addendum and security documentation']",Admin,Documentation
13,Configure LangSmith Dashboards advanced features and Python API integration,"Users submitted feature requests for LangSmith Dashboards functionality enhancements including cost analysis filtering, custom chart creation, programmatic API access, and Python implementation support. They also requested configuration guidance and best practices for creating advanced dashboard visualizations with metadata grouping, latency metrics filtering, and cross-project analytics capabilities.",13,13,,"['configuration help with LangSmith Dashboards for cost analysis filtering by user and team metadata', 'best practices/usage questions help with LangSmith Dashboards for creating custom charts and filtering traces based on latency metrics', 'API Usage help with LangSmith Dashboards for programmatic chart and dashboard creation']",LangSmith,Integration
