cluster_id,name,description,size,total_size,member_clusters,sample_summaries
69,Clarify platform beta access transition and subscription requirements,"Users repeatedly
requested guidance on platform access, beta program enrollment, and feature
availability, with confusion arising from the transition from beta to general
availability. The support team clarified that beta features are now available
through paid Plus plan subscriptions rather than separate beta enrollment, and
addressed misconceptions about free beta access and trial keys.",8,8,,"['explore the platform and experience the tools. The support team clarified that no approval is needed and directed the user to the free plan registration for the platform.', ""help them understand the conversation between the user and the support team. The user requested access to a prompt optimization feature in the playground that they had seen previously, which required beta access enablement and ultimately only supported a specific AI provider that the user wasn't using."", 'clarify the beta status of the platform, cancel their subscription, and request refunds for unexpected charges, which led to multiple billing issues and ultimately revealed that upgraded plans cannot be downgraded back to the free developer tier. The support interaction involved confusion between different product pricing, repeated unwanted charges, refund processing, and access issues when trying to return to the free plan.']"
70,Resolve self-hosted LangGraph platform infrastructure and database issues,"Users experienced critical infrastructure issues with their self-hosted LangGraph platform deployments, including database migration failures, server crashes, storage configuration problems, and SSL connectivity issues that required configuration adjustments and version upgrades. The support requests involved troubleshooting deployment stability, resolving database performance bottlenecks, fixing authentication errors, and addressing storage optimization problems in self-hosted enterprise environments.",12,12,,"['help resolve 499 errors and backend server crashes in their self-hosted deployment, which was ultimately traced to database performance issues requiring configuration adjustments and an upgrade recommendation.', 'help resolve database migration failures in their self-hosted deployment after attempting to rollback from version 0.7.5 to 0.6.24, which prevented users from being added to their organization. The issue required fixing stuck database migrations and ultimately upgrading to version 0.9 instead of rolling back.', ""help with deployment issues on the platform, specifically server errors and cancellation problems, followed by tracing functionality not working due to incorrect environment variable configuration. The support team identified that manually setting the endpoint environment variable was conflicting with the platform's configuration and recommended removing it to enable proper tracing.""]"
71,Troubleshoot LangSmith SDK tracing configuration and integration issues,"Users requested support for various LangSmith tracing SDK configuration and troubleshooting issues including pytest integration problems, dynamic project routing, environment variable setup, and trace visibility failures. These requests specifically focused on resolving SDK connection errors, enabling tracing with third-party libraries like instructor, debugging deployment issues on platforms like Vercel, and addressing missing or incomplete trace data in the LangSmith platform.",9,9,,"['help with a LangSmith testing tutorial issue where pytest with the --output=ls flag shows ""no tests ran"" in the terminal despite tests running successfully and appearing in LangSmith traces.', 'dynamically specify which LangSmith project to send traces to during LLM invocation, rather than using static environment variables, in order to separate automated test traces from human-generated traces.', 'help with a LangSmith observability setup issue where their project was not appearing after running their script, which was resolved by properly setting environment variables.']"
72,Resolve LangGraph platform deployment timeout and infrastructure failures,"Users experienced recurring deployment failures and timeout issues on the LangGraph platform, with deployments consistently failing after 300-600 seconds due to various technical problems including build configuration issues, package management conflicts, and infrastructure scaling problems. The support requests involved troubleshooting critical production deployment instability, including application crashes, database connection timeouts, stuck Kubernetes pods, and health check failures that prevented successful deployments despite applications working correctly in local development environments.",16,16,,"[""help with a critical deployment error on the cloud platform that was preventing their agent's latest features from being accessed, with timeout errors occurring during deployment despite local testing working properly."", 'help with a deployment timeout issue on the platform where the deployment phase fails after 300 seconds, which was caused by pip being removed from the base Docker image for security reasons, preventing runtime installation of a private Python package. The user needed guidance on workarounds and explored self-hosting options as an alternative solution.', 'help with deployment issues to the cloud platform from a monorepo setup, specifically related to package management and build configuration problems that prevent successful deployment despite local development working correctly.']"
73,Handle community partnership and sponsorship business inquiries,"Users submitted non-technical business inquiries seeking sponsorship opportunities, security programs, and community event organization support from LangChain. These requests were redirected to appropriate community channels or business development contacts rather than technical support.",7,7,,"['set up a free security program for a repository on a bug bounty platform. This is a security-related outreach offering services to help identify vulnerabilities through a community of security researchers.', 'consider a sponsorship opportunity for a hackathon event, which is not a technical support request but rather a business/marketing inquiry.', 'collaborate on a hackathon event, which is a business partnership inquiry rather than a technical support request.']"
74,Filter spam and marketing solicitations from support channels,"The support team received multiple unsolicited marketing and SEO service inquiries that were completely unrelated to LangChain or LangSmith technical support needs. These spam messages included offers for guest posting, backlink services, mobile app development, translation services, and various other business proposals that had no connection to the LangChain ecosystem.",12,12,,"['provide a marketing/SEO proposal for building an app, which is not a LangChain/LangSmith support request but rather a spam/unsolicited business inquiry.', 'provide information about programmatic web search tools and enterprise subscriptions. This request is not related to LangChain or LangSmith support.', 'provide SEO and guest posting services to improve website rankings through high-authority backlinks. This is spam/marketing content unrelated to LangChain or LangSmith support.']"
75,Update LangSmith account email addresses and resolve authentication issues,"Users requested assistance with updating their account email addresses in LangSmith/LangGraph platforms, including changes from personal to business emails, domain migrations, and account transfers due to employee turnover. The requests involved technical issues with email confirmation processes, SSO authentication problems, and maintaining access to existing data during email transitions.",14,14,,"['help with a technical issue related to SSO configuration and user deletion in the database. The user is experiencing an error message indicating that an email address is already in use by a user ID in the callback middleware, and they need assistance with manually deleting a user from the database to resolve this SSO configuration problem.', ""change their email address in their account settings, but they encountered a bug where the system isn't sending the required confirmation email to complete the email change process."", 'change their account sign-in email address. The support team provided instructions to access account settings through the user avatar dialog to edit the email address using a pencil icon.']"
76,Fix LangSmith UI bugs and feedback display issues,"Users reported various UI bugs and display issues in LangSmith's interface, including problems with feedback visibility across users, duplicate evaluation numbering, missing feedback data with square brackets, and cursor jumping in the Playground editor. They also requested features to improve feedback display functionality, such as showing critique text directly in experiment result cells and making feedback comments visible in publicly shared traces.",10,10,,"['clarify the correct approach for implementing user-specific feedback in their custom UI using the feedback API, as they discovered that feedback for a given run ID appears to be shared across all users rather than being scoped per individual user.', 'help with a bug in the LangSmith experiment UI where duplicate evaluation numbers are being assigned, causing the graph to not display all evaluations correctly.', 'help with a LangSmith UI bug where feedback data is missing or inconsistently displayed in experiment results, particularly when feedback comments contain square brackets which causes subsequent feedback to be silently dropped.']"
77,Categorize LangChain ecosystem support conversation types and requests,"Users requested assistance with analyzing and categorizing various support conversations within the LangChain ecosystem to identify specific types of support requests from provided conversation threads. The requests involved determining whether conversations represented admin issues (billing, authentication, security), LangSmith problems (observability, automation rules, database issues), or other support categories, though many conversations lacked clear technical details or contained automated responses.",19,19,,"['categorize a support conversation where the company proactively notified a customer about a production database scaling issue that caused trace ingestion outages and 403 errors in their service. This falls under LangSmith Support - Observability category as it relates to trace analysis infrastructure problems.', 'analyze a security compliance conversation about API key management requirements and determine what type of support request it represents. This appears to be a security and compliance matter related to API key rotation policies and InfoSec standards rather than a direct technical support request for the platform itself.', 'categorize and analyze a support conversation to determine what type of support request was made, but the actual conversation shown was a business collaboration/partnership inquiry from an automotive company seeking to publish guest content with backlinks, which was declined by the team.']"
78,Configure LangGraph platform deployment execution and streaming controls,"Users sought guidance on programmatic control and configuration of LangGraph platform deployments, including how to supply user feedback to resume interrupted nodes, pass configuration parameters like recursion_limit, and manage streaming behavior for specific nodes. They also needed help understanding SDK output format discrepancies, accessing tool call artifacts in listeners, and properly implementing StateGraph with MultiServerMCPClient for generative UI functionality.",7,7,,"[""provide guidance on how to programmatically supply user feedback to resume execution of an interrupted node in a deployed graph using the client, rather than through the UI. The support team provided code examples showing how to use the Command object with the resume parameter via the client's runs.wait method."", 'help them understand the issue with retrieving output format from the SDK. The user is experiencing a discrepancy between the output format they get when using ainvoke() versus get() calls when working with graphs on the cloud platform, where the SDK returns the full state instead of the structured output schema they defined.', 'help them understand how to access tool call artifacts from Run objects in listeners, specifically when using tools with create_react_agent where the with_listeners().as_tool() pattern breaks artifact retrieval functionality.']"
79,Explain advanced LangGraph OSS implementation patterns and execution control,"Users requested assistance with understanding advanced LangGraph OSS functionality and implementation patterns, including dynamic configuration, graph execution control, and architectural design questions. The support needs focused on complex technical concepts like non-blocking execution, parallel processing, subgraph navigation, state management, and cross-platform compatibility within the LangGraph framework.",10,10,,"['help them understand how to use LangGraph with pyMDP, providing links to a research paper and video tutorial on the topic.', ""help them understand the behavior of the Command class's goto property in LangGraph's createReactAgent, specifically why returning goto: END from a tool doesn't terminate the graph execution as expected. The user needed clarification on how Command works with existing graph edges and learned that Command adds edges rather than overriding them."", ""help them understand how to achieve non-blocking behavior in TypeScript similar to Python's blocking=False parameter for evaluations, as they need to work within a CI/CD process that has a 15-minute timeout limit.""]"
80,Categorize petroleum industry spam messages as non-technical support requests,Support teams received multiple unsolicited commercial emails from petroleum and oil companies offering various fuel commodities and requesting purchase orders. These messages were appropriately identified and categorized as spam since they contained no legitimate technical support requests related to LangChain or LangSmith services.,15,15,,"['categorize a sales inquiry from a petroleum company offering various fuel commodities, which appears to be spam/unsolicited marketing rather than a legitimate technical support request.', 'categorize an unsolicited business offer from a petroleum refinery as spam, which falls under the ""Other Support - Spam"" category as it contains marketing content unrelated to technical support.', 'categorize a spam message about oil and gas products, which is not a legitimate support request but rather unsolicited commercial content.']"
81,Resolve LangSmith platform functionality bugs and feature enhancement requests,"Users requested technical support for various LangSmith platform UI, API, and feature functionality issues including token metrics displaying incorrectly, missing image processing options in Prompt Hub, dataset upload limitations, and Playground configuration problems. They also provided feedback on feature requests for enhanced webhook systems, granular permissions management, alerts customization, and improved user interface workflows for prompt engineering and tool integration.",25,25,,"['help them with their LangSmith evaluation function issues, specifically 404 and 503 errors encountered when accessing datasets through the evaluation API during their automated evaluation pipeline processing multiple minibatches of traces.', 'help them customize the LangChain Agent Chat UI in Next.js to hide internal system messages and only display final answers to users, along with guidance for adapting the UI for user testing prototypes. The support team redirected them to GitHub issues rather than providing direct technical assistance via email.', 'help them with a critical issue in the LangSmith platform where they cannot specify image processing options (resolution settings) when defining image variables as HumanMessage, and the returned prompts from the Hub SDK lack the ""detail"" property, which is blocking their engineering team and increasing operational costs.']"
82,Provide comprehensive security compliance documentation and legal agreements,"Users submitted requests for comprehensive security and compliance documentation including data processing agreements, privacy policies, SOC 2 reports, ISO 27001 certificates, and GDPR compliance materials to fulfill their organizations' vendor due diligence and regulatory requirements. The requests also included seeking partnership opportunities, trademark information, legal permissions for logo usage, and assistance with EU data residency migration for compliance with regional data protection regulations.",10,10,,"[""provide a signed Non-Disclosure Agreement (NDA) and Data Processing Agreement (DPA) as part of their security due diligence process for using the product. The support team provided a pre-signed DPA option but clarified they don't sign custom NDAs or Terms of Service documents with self-serve customers."", 'provide information about GDPR compliance assessments and ISO 27001 certification status as part of their vendor compliance evaluation process for potentially using the services.', 'provide information about the requirements and process for becoming a listed provider integration in the documentation, including technical and marketing guidelines for submission.']"
83,Reschedule or cancel scheduled meetings and sync calls,"Users repeatedly requested to reschedule or cancel their scheduled sync meetings, check-ins, and other planned meetings due to various scheduling conflicts, personal emergencies, and team availability issues. These requests involved coordinating meeting times and updating calendar invites rather than seeking technical support for LangChain or LangSmith products.",7,7,,"['reschedule a meeting due to the unavailability of a lead developer from the bank side who has a personal emergency situation to handle.', 'cancel a scheduled sync meeting due to their absence and lack of specific topics to discuss.', 'cancel or postpone a scheduled sync meeting due to a hackathon happening that week.']"
84,Resolve LangGraph platform authentication and infrastructure configuration issues,"Users encountered various technical issues with LangGraph platform authentication and infrastructure configuration, including license verification errors, API key authentication problems, and custom authentication setup challenges. They also faced platform connectivity issues such as DNS configuration problems causing 502 errors, database extension configuration requirements, and network firewall allowlisting needs for proper Studio functionality.",14,14,,"['help with a license verification error that occurred after rebuilding their self-hosted LangGraph server, which was previously working but started failing with authentication configuration issues.', 'provide information about using a custom domain for LangGraph Cloud. The support team confirmed this feature is not currently supported and is not on the roadmap, but noted the request for future consideration.', 'get help with API authentication for their deployed LangGraph agent, specifically needing to obtain the correct API key to make curl requests to their deployed endpoint from an external application.']"
85,Troubleshoot LangGraph Platform deployment configuration and infrastructure issues,"Users encountered various technical problems while setting up and managing their LangGraph Platform deployments, including infrastructure configuration issues, database connectivity problems, build failures, and timeout errors. Support requests also involved resolving deployment-specific issues like license key verification errors, resource limits, storage configuration problems, and server deployment failures that prevented successful deployment completion.",19,19,,"['help them with a database connectivity issue in their self-hosted LangGraph deployment, specifically related to PostgreSQL connection limits and performance problems that were causing errors under load.', ""help them understand why they received a deletion notice for their LangGraph Platform deployment despite active usage, which was ultimately resolved by identifying that a committed .env file with an API key was interfering with the platform's usage tracking system."", 'help with LangGraph platform deployment configuration, specifically resolving storage class issues for postgres volumes and ingress/routing problems in their kubernetes environment. The conversation involved troubleshooting pod scheduling issues, configuring helm chart values, debugging deployment validation failures, and ultimately implementing gateway API support instead of traditional ingress.']"
86,Update LangSmith billing account information and invoice details,"Users requested assistance with updating their billing account information, including invoice email addresses, billing addresses, and tax IDs that were not accessible through the standard interface. Support agents resolved these requests by manually updating billing details on the backend and re-issuing invoices with corrected information.",13,13,,"['update the invoice email address for their account from an old email to a new one, as they were still receiving invoices at the previous address despite changing their account email. The support agent resolved this by manually updating the email in the billing platform since the invoice email field was not accessible to the user in the interface.', 'update the invoice email address for their account.', 'recreate invoices for their organization with updated billing details after they corrected their billing information on the platform. The support team confirmed they re-sent the invoices and asked the user to report any missing items.']"
87,Resolve LangGraph platform legacy infrastructure migration failures,"Users received notifications about LangGraph deployment migration issues where their deployments on legacy infrastructure failed to auto-migrate and required manual intervention to create new revisions before specified deadlines to avoid permanent project deletion. Support requests also included related deployment visibility issues, logging problems, and deployment type configuration challenges during the infrastructure migration process.",15,15,,"['help them understand the content of a support message they received about a LangGraph deployment migration issue. The user needs to create a new revision of their deployment to migrate from deprecated legacy infrastructure to new infrastructure before a specified deadline to avoid permanent project deletion.', 'help them understand the LangGraph deployment migration issue they received, which requires manual intervention to create a new revision due to a failed auto-migration from legacy infrastructure.', 'help them understand the LangGraph deployment migration issue they received notification about, which requires manual intervention to create a new revision due to failed auto-migration from legacy infrastructure.']"
88,Migrate LangGraph platform accounts from US to EU with quota adjustments,Users requested assistance with migrating their LangGraph platform accounts from US to EU regions for regulatory compliance and data governance requirements. The support requests involved both account region transfers and concurrent deployment quota increases to maintain operational capacity during the migration process.,4,4,,"['change their account zone from US to EU for their startup account, seeking guidance on whether this is important and how to accomplish the migration for compliance reasons.', 'increase their deployment quota from 1 to at least 2 deployments on the platform, inquire about beta status and production readiness, and transfer their account from one region to another for regulatory compliance. The support team increased their deployment quota to 5 and the user had to cancel and resubscribe in a different region, requiring another quota increase for the new organization.', 'increase their deployment quota for the platform, and then to migrate their account from the US region to the EU region while maintaining the same deployment quota allowance.']"
89,Troubleshoot LangGraph Platform production deployment infrastructure and BYOC configuration issues,"Users requested comprehensive technical support for LangGraph Platform production deployments, including complex infrastructure issues like database capacity problems, server instability, Redis connection failures, and the need to migrate from development to production environments. They also sought guidance on advanced BYOC deployment configurations, including private ALB setup, ingress path configuration, multi-tenant architecture, security hardening, and dynamic graph compilation at runtime.",30,30,,"['provide technical support for LangGraph Platform thread execution control, specifically regarding immediate thread termination, state updates during execution, cancellation signal processing, and scalability considerations for self-hosted Docker deployments including database sharing and load balancing across multiple server instances.', 'help them with LangGraph Server deployment optimization, specifically seeking guidance on configuration adjustments to reduce the 500ms overhead they observed during on-premise deployment performance testing. The support team provided solutions including adjusting the BG_JOB_DELAY environment variable and log level settings, ultimately resolving the latency issues with a new image release that switched from polling to subscribing for new runs.', 'help with two technical issues related to LangGraph Platform (LGP): implementing assistant-specific authentication to handle multiple customers with different vector database configurations in a single deployment, and resolving a bug with RemoteGraph when used as a subgraph that prevents proper functionality across multiple deployments.']"
90,Handle unsolicited business and marketing spam inquiries,"The support team received multiple unsolicited business inquiries from external companies offering various services including affiliate marketing partnerships, investment proposals, SEO services, remote development work, IP protection services, and promotional collaborations. These requests were appropriately declined and categorized as spam since they were unrelated to LangChain technical support needs.",10,10,,"['categorize a support interaction, but the conversation itself shows an external company reaching out with an unsolicited promotional offer for an affiliate marketing partnership, which was declined by the team.', 'categorize a support interaction where someone sent an unsolicited investment proposal email to the company, which was politely declined as spam/non-technical inquiry.', 'categorize a conversation that was actually unsolicited SEO marketing spam, not a legitimate support request. The company politely declined the SEO services offer.']"
91,Resolve deployment infrastructure and platform connectivity issues,"Users encountered various deployment infrastructure and connectivity issues including mobile app bot failures from DNS outages, database connection problems in cloud environments, service unavailability errors, and platform instability causing deployment downtime. They also needed clarification on community access requirements, troubleshooting for LangChain FireCrawlLoader component errors, and guidance on SDK implementation and tracing capabilities.",15,15,,"['clarify eligibility requirements for joining the community slack channel and accessing support for their AI application development project. They specifically needed guidance on whether a registered business is required or if being a sole trader is sufficient to join the community and get help with their development work.', ""help with a deployment issue where their mobile app's AI chat bot stopped working due to failed deployments and high latency, which was resolved after a DNS outage was fixed."", ""help with a technical issue they're experiencing with the FireCrawlLoader component in the LangChain Python library, specifically a ValueError about unsupported parameters when trying to crawl URLs. The support agent directed them to open a GitHub issue for community assistance with their OSS Python implementation problem.""]"
92,Resolve LangSmith SDK data size limits and high-volume processing issues,"Users requested help with LangSmith SDK and API performance issues specifically related to data size limits and high-volume processing, including memory leaks in Python tracer batch processing, 20MB payload size limit errors, and failed ingests due to large datasets. They also sought assistance implementing retry logic for 503 server errors during multipart data ingestion and resolving concurrency-related problems when processing millions of records or running parallel operations.",8,8,,"['help with a memory leak issue in the LangChain Python tracer where the order_map dictionary continues to grow during batch processing, causing out-of-memory errors after processing millions of records.', 'help with a LangSmith SDK error where data being traced exceeds the 20MB size limit, causing SSL errors, and they wanted guidance on automatically avoiding this by reducing tracing of large text fields.', ""implement retry logic for LangSmith API calls to handle intermittent 503 Server Error exceptions that occur during multipart data ingestion, as the current SDK implementation doesn't provide adequate retry functionality for these specific errors.""]"
93,Resolve Open Agent Platform MCP authentication and configuration issues,"Users experienced authentication and configuration issues with the Open Agent Platform (OAP) and Model Context Protocol (MCP) tools, including API key authentication errors, token exchange failures, and missing MCP URL configurations. They also encountered 404 errors when accessing deployed agents after architecture migrations and needed guidance on proper MCP server integration with their local OAP setups.",4,4,,"['help resolve an API key authentication error with their Open Agent server when trying to access MCP (Model Context Protocol) tools, specifically seeking guidance on how to configure the system to use their API key or find alternative public MCP endpoints.', ""help with an authentication issue in the open agent platform tools agent when connecting to an external service provider's server, specifically problems with token exchange that prevented tool discovery from working properly."", 'resolve 404 errors when accessing their deployed agent after migrating from a single service architecture to a monorepo architecture, where their backend service can no longer successfully communicate with their cloud-hosted agent despite using the same API credentials.']"
94,Guide LangSmith dataset organization and experiment management workflows,"Users requested comprehensive guidance on organizing LangSmith datasets and experiments across different release versions and development workflows. They sought best practices for synchronizing evaluation datasets between local repositories and LangSmith Cloud, managing collaborative project structures, and determining when to use dataset splits versus metadata for organizing examples.",4,4,,"[""provide a comprehensive summary of the key points discussed in the conversation about LangSmith dataset and experiment organization for release builds. The user wants help understanding best practices for organizing test results and experiments across different release versions using LangSmith's dataset and experiment features."", ""understand the best practices for synchronizing evaluation datasets between their local code repository (stored as CSV files) and LangSmith Cloud, while maintaining the ability to track their application's performance over time in LangSmith without duplicating dataset storage."", 'provide guidance on setting up a community-driven project structure for collaborative development workflows, including best practices for organizing projects in version control, sandboxing chains for safe testing, collaborative editing tools, and API key management in public contributor environments.']"
95,Fix LangSmith caching and streaming authentication integration issues,"Users experienced caching-related errors in LangSmith evaluation environments where the test cache environment variable caused streaming response content access issues due to thread safety problems with the caching library. They also encountered problems with the useStream hook failing to attach default authentication headers to history API calls after streaming completion, along with unclear callback behavior when history requests failed.",2,2,,"['help them with a caching error in their evaluation setup when using the test cache environment variable, which causes streaming response content access errors that only occur when caching is enabled. The support team identified this as a known thread safety issue with the caching library and provided workarounds including using LLM caching or disabling concurrency.', 'help with the `useStream` hook not properly attaching default authentication headers to the `/history` call after streaming finishes, and to clarify the callback behavior when the history call fails.']"
96,Enhance LangSmith dataset management and filtering capabilities,"Users requested enhancements to LangSmith dataset management functionality, including programmatic creation of dataset splits, selective dataset split assignment from annotation queues, and improved filtering capabilities for runs and dataset examples. They also sought guidance on programmatically modifying run input/output fields for dataset integration, filtering datasets by metadata, and using SDK methods for dataset deletion and similar example selection.",8,8,,"['add a feature that allows selecting specific dataset splits when adding items to datasets from the annotation queue and tracing project rules. The user explained this would enable chaining online evaluators to automatically categorize and organize runs into different dataset splits based on classification results.', 'help with the dataset feature to help with their finetuning initiatives. They want to know how to create dataset splits programmatically in LangSmith for their workflow of adding datasets, running finetune jobs, and running evaluations.', ""help them with LangSmith SDK filtering functionality, specifically the ability to filter runs/traces using negative filters on metadata keys (finding runs that don't have specific metadata keys), which currently doesn't work despite similar functionality being available for dataset examples.""]"
97,Resolve LangSmith billing and account administration issues,"Users contacted LangChain support with various administrative and billing issues including unexpected charges from data retention settings, missing invoices, payment problems, account access errors, and requests for partial refunds due to non-functional services. The support requests also covered organizational setup questions about multi-region workspaces, seat limit increases, enterprise upgrades, and billing structures for multiple end-users with data isolation requirements.",13,13,,"['help them understand the content of a support conversation about LangGraph deployment and custom domain binding. The conversation shows a customer asking about custom domain support and additional deployments for different environments, with the support team providing 5 deployment slots and noting that custom domain binding is on the roadmap without an ETA.', ""provide a summary of the user's LangChain/LangSmith support request based on the conversation. The user received a billing credit of $3,453.24 as a one-time exception due to unexpected charges from extended data retention settings that were automatically applied to their account before base data retention was introduced."", 'provide a general inquiry about the communication channel for LangSmith support.']"
98,Clarify incomplete or unclear LangChain support requests,"The support team received multiple requests to analyze and categorize preceding support conversations, but the original user messages were often empty, unclear, or contained non-specific phrases like ""oh neat!"" that provided insufficient context. Support agents repeatedly asked for clarification about what specific LangChain/LangSmith technical issues or questions the users needed help with.",22,22,,"[""answer a question about what the user's overall LangChain/LangSmith support request is."", ""answer the question about the user's overall LangChain/LangSmith support request. The user's overall request for the assistant is to answer the question about the user's overall LangChain/LangSmith support request."", ""provide information about the user's overall LangChain/LangSmith support request.""]"
99,Process LangSmith organization deletion requests through DSAR forms,Users submitted requests to delete their organizations and accounts through data subject access request (DSAR) forms on the LangSmith platform. The support team processed these admin-level data deletion requests by sending confirmation emails to verify the requests before completing the permanent removal of organizations and associated data from the system.,25,25,,"['delete their organization account and all associated data through a data subject access rights (DSAR) request. The support team responded by asking for confirmation before proceeding with the account deletion.', 'delete their organization and account. The user submitted a data subject access request (DSAR) to have their organization with a specific ID deleted, confirmed the deletion request when prompted by the support team, and the request was processed accordingly.', 'delete their organization and account through a data subject access request (DSAR). The user confirmed their deletion request when prompted by the support team.']"
100,Configure LangSmith SSO authentication with SAML and OIDC providers,"Users requested help configuring and troubleshooting Single Sign-On (SSO) authentication for LangSmith deployments, including SAML and OIDC setup with various identity providers like Microsoft Entra and OKTA. The support involved resolving configuration issues, certificate validation errors, missing claims problems, and guidance on authentication migration for both cloud and self-hosted LangSmith instances.",12,12,,"[""help with setting up SSO (Single Sign-On) authentication between their organization's system and the platform, specifically troubleshooting SAML configuration issues with missing claims and certificate validation errors that were preventing successful login through their identity provider."", 'help with setting up SSO (Single Sign-On) using OIDC (OpenID Connect) with Microsoft Entra for their self-hosted LangSmith instance, specifically needing guidance on Azure configuration, optional claims setup, and working around network restrictions that prevent access to the Graph API.', 'help with setting up SSO configuration for their LangSmith deployments and establishing a new EU region deployment with enterprise licensing. The support involved providing SAML SSO configuration details for both US and EU regions, upgrading the EU organization to enterprise plan, and guidance on SSO login processes.']"
101,Debug LangChain OSS library integration and type system issues,"Users sought technical support for various LangChain OSS library implementation issues across Python, JavaScript, and TypeScript, including Anthropic model integration with Google Vertex, schema handling problems, and type system errors. The requests focused on debugging code examples, resolving type coercion issues, and troubleshooting API integration problems within the LangChain and LangGraph open source libraries.",7,7,,"[""help with an error they're encountering when trying to use an Anthropic model deployed in Google Vertex through LangChain, and they're asking for sample code and documentation assistance."", 'provide information about the possible values for the method property in the `withStructuredOutput` function in TypeScript, specifically asking about allowed values and defaults for the generation type parameter.', 'help them with a technical issue where optional fields defined in their tool schema using Zod are not being properly passed as optional to the LLM when using LangChain in TypeScript. They provided a detailed code example showing their tool definition with optional fields and mentioned they can see in LangSmith traces that the optional nature of these fields is not being preserved when sent to the language model.']"
102,Explain privacy-preserving machine learning concepts and methodologies,Users requested detailed explanations of privacy-preserving concepts in machine learning and artificial intelligence contexts. The requests focused on understanding privacy-preserving methodologies and their applications rather than seeking help with specific LangChain or LangSmith privacy features or configurations.,2,2,,"['provide a detailed explanation of the concept of ""privacy-preserving"" in the context of machine learning and artificial intelligence.', 'provide information about the privacy-preserving answer to the question about the preceding conversation.']"
103,Optimize LangSmith trace retention policies and cost management,"Users needed information about LangSmith trace retention policies, cost optimization, and data management features after plan upgrades or during high-volume usage scenarios. They requested specific solutions for preserving metrics while hiding sensitive data, deleting experiment runs, understanding auto-upgrade mechanics, and avoiding unwanted evaluation trace upgrades that incur additional retention costs.",5,5,,"['provide information about trace retention policies after upgrading from Base to Extended plan, specifically whether existing traces receive extended retention and if the 400-day limit can be increased.', 'find a way to preserve token count and cost metrics in their high-volume application while hiding both inputs and outputs in traces, as they are hitting trace limits when processing large volumes of tokens daily.', 'provide a delete_run method in the client SDK to remove experiment runs from datasets when retrying failed or incomplete benchmark evaluations, as they want to maintain clean experiment views without duplicate or stale run entries.']"
104,Provide LangSmith privacy assessment and compliance documentation,"Users submitted support requests seeking comprehensive privacy assessment documentation and compliance information to meet organizational security review requirements. The support team consistently directed users to the trust center for accessing security, privacy, and compliance materials needed for their assessments.",11,11,,"['provide information about the security measures section of the platform assessment. The support agent directed them to the trust center for security and compliance documentation.', 'complete a privacy assessment for the platform, specifically requesting information across multiple sections including general information, hosting, data processing, security measures, and artificial intelligence/machine learning components. The support team directed them to the trust center for security and compliance documentation to help complete their assessment.', 'complete an overdue privacy assessment for a service, and the support team directed them to the trust center for security and compliance information.']"
105,Provide enterprise pricing information for LangGraph self-hosted deployments,"Users requested pricing information and quotes for LangGraph enterprise licenses and self-hosted deployments, specifically seeking cost estimates for node execution pricing, license quantities, and annual commitment details. Support agents provided enterprise pricing starting points around $15k-$50k annually and offered to connect users with sales teams for detailed pricing discussions and implementation planning.",6,6,,"['provide cost estimation information for node execution pricing on the self-hosted enterprise version of the platform. They want to evaluate pricing at different usage levels to help with their decision-making process.', 'provide a pricing estimate for enterprise licenses, specifically requesting information about purchasing approximately 30 licenses for a large entertainment company client through a software reseller.', ""clarify whether there are node-execution limits or overage charges that apply to their self-hosted deployment under the Plus plan, as the documentation wasn't clear about limits for fully self-hosted setups.""]"
