cluster_id,name,description,size,total_size,member_clusters,sample_summaries
49,Troubleshoot LangSmith bulk export S3 integration failures,"Users encountered various technical issues with LangSmith bulk export functionality, including timeout errors, failed exports to S3 buckets despite completed job status, AWS credential validation problems, and requests for configuration adjustments like larger file sizes and role assumption support. The support team resolved these issues through timeout/concurrency updates, troubleshooting user implementation errors, and submitting feature requests for missing capabilities.",7,7,,"['help with bulk export jobs that are failing with ""TimedOut"" status, with 75 out of 122 jobs failing over the past week despite attempts to reduce export frequency from daily to hourly. The support team responded by updating bulk export settings with higher timeouts and concurrency to resolve the issue.', 'help with a bulk export issue where traces were not being successfully exported to an S3 bucket, despite the export jobs appearing to complete. The user ultimately resolved the issue by fixing their request implementation, which had been causing empty exports.', ""help with bulk export functionality in LangSmith, specifically issues with exporting trace data to S3 buckets where exports were showing as completed but files weren't appearing in their storage, along with AWS credential validation errors and eventual exploration of alternative pull-based export approaches due to enterprise security constraints.""]"
50,Process LangSmith organization account GDPR data deletion requests,"Users requested deletion of their LangSmith organizations and accounts under GDPR data deletion rights, with some also requesting cancellation of billing services. The support team processed these data deletion requests by confirming user intent, removing organizations from the system, and completing account removal processes across multiple systems.",26,26,,"['delete their account and organization under GDPR data subject access rights. The support team confirmed the deletion request and completed the data removal process.', 'delete their organization account and associated data under GDPR data deletion rights. The support team confirmed deletion of one organization and identified a second organization that may also need deletion.', 'delete their organization account under GDPR data deletion rights. The user confirmed their request to proceed with the account deletion after receiving a confirmation email from the support team.']"
51,Troubleshoot LangGraph platform deployment stability and connectivity issues,"Users experienced various deployment stability issues and service connectivity problems in their LangGraph platform environments, including 499/503 errors, backend crashes, and application restarts. The support team helped diagnose and resolve these issues by identifying root causes such as database performance problems, synchronous code in async functions, and checkpointer connectivity failures.",6,6,,"['help resolve 499 errors and backend server crashes in their self-hosted deployment, which was ultimately traced to database performance issues requiring configuration adjustments and an upgrade recommendation.', 'help with a technical issue where their application using the open-source Python library stops executing and restarts the entire script when reaching a specific part of the code, specifically before the ""messages"" variable assignment, and this issue only occurs when deployed on a cloud app service platform but works fine locally.', 'help them with frequent connection errors during agent runs in the platform, specifically ""fetch failed"" errors when connecting to checkpointer endpoints that trigger error webhooks despite successful run completion. The issue appears to be related to concurrent runs and checkpointer connectivity problems in the managed platform environment.']"
52,Provide information about LangSmith evaluation features and documentation,"Users requested information about upcoming LangSmith evaluation features and open-source evaluation package documentation, with the support team providing details about new evaluation repositories containing unordered match and trajectory evaluation methods. Additional requests included inquiries about extending binary file upload functionality from offline dataset evaluations to online evaluations for multimodal use cases.",5,5,,"['provide preliminary documentation and details about an upcoming open source evaluation package that was discussed in a previous meeting. The support team responded by sharing two new evaluation repositories containing commonly used evaluation tools including unordered match and trajectory evaluation methods.', 'feature their open-source fine-tuning data augmentation tool that integrates with the platform, seeking promotional support rather than technical assistance.', 'feature their open-source fine-tuning data augmentation pipeline on the platform. This falls under ""Other Support - Spam"" as it\'s a promotional request rather than a technical support issue.']"
53,Update LangSmith account billing information and invoice details,"Users requested various updates to their billing information and invoice details within their LangChain/LangSmith accounts, including changes to company names, tax IDs, email addresses, and billing addresses. Support agents resolved these requests by manually updating billing configurations in the backend systems and re-issuing invoices with corrected information where possible.",21,21,,"['update the invoice email address for their account from an old email to a new one, as they were still receiving invoices at the previous address despite changing their account email. The support agent resolved this by manually updating the email in the billing platform since the invoice email field was not accessible to the user in the interface.', 're-issue an invoice with their company name included in the billing information. The support agent explained that previously paid invoices cannot be re-issued, but the company name will appear on future invoices after updating the billing information.', 'update the invoice email address for their account.']"
54,Categorize LangChain support interactions for operational analysis,The requesters sought assistance with categorizing and analyzing LangChain/LangSmith support interactions to improve their support operations and identify common customer issues. They aimed to enhance service quality within the LangChain ecosystem through systematic analysis of support request patterns.,9,9,,"['help them categorize and analyze LangChain/LangSmith support interactions to improve support operations, identify common customer issues, and enhance service quality within the LangChain ecosystem.', 'help categorize and analyze LangChain support interactions to improve support operations, identify common customer issues, and enhance service quality within the LangChain ecosystem.', 'help categorize LangChain support interactions to improve support operations, identify common customer issues, and enhance service quality within the LangChain ecosystem.']"
55,Resolve LangSmith platform reliability and monitoring infrastructure issues,"Users experienced various LangSmith platform reliability issues including missing traces, internal server errors, log access problems, excessive backend logging, and data loss concerns that impacted their monitoring and debugging capabilities. The support team investigated these incidents, deployed fixes for system-wide problems, and provided guidance on configuration optimizations to resolve the operational issues.",15,15,,"[""provide a refund for their subscription due to technical issues with the console functionality that prevented effective use of the platform. The support team processed the refund and requested feedback about the platform's shortcomings for improvement purposes."", 'help them with a security compliance issue related to insufficient logging and monitoring for API calls and anomalous behavior alerts. The support team directed them to the trust center for security and compliance documentation.', 'help them with tracing issues that were impacting their ability to triage customer problems. The support team acknowledged the issue, investigated it, and successfully deployed a fix that resolved the tracing functionality problems.']"
56,Provide privacy-preserving AI concepts and cross-border data compliance guidance,"Users requested detailed explanations of privacy-preserving concepts in machine learning and AI contexts, as well as comprehensive guidance on cross-border data transfer compliance measures including GDPR Article 46 requirements. The requests focused on obtaining data processing agreements and understanding regulatory compliance frameworks for international data transfers, particularly between the UK and US jurisdictions.",3,3,,"['provide a detailed explanation of the concept of ""privacy-preserving"" in the context of machine learning and artificial intelligence.', 'provide information about cross-border data transfer controls and compliance measures for personal information transfers from the UK to the US as part of a security and privacy assessment for their AI application development.', 'provide a data processing agreement compliant with GDPR Article 46 and a written commitment to comply with insurance confidentiality regulations under a specific insurance supervision act. The user also needed guidance on appropriate data transfer mechanisms for processing data outside the EU.']"
57,Resolve LangSmith platform functionality and model integration issues,"These users encountered various LangSmith platform functionality issues including null trace outputs, LLM cache conflicts with structured output, tool calling response formatting problems, prompt editing bugs, and inconsistent output quality between UI and API. They also experienced technical problems with vector search integration, model configuration errors in playground testing, missing model definitions, and structured output formatting issues across different AI models.",11,11,,"['help them understand a trace output issue in LangSmith where the root output shows null despite both the model and parser components having outputs. The user was seeking clarification on whether this was a technical issue or a system glitch.', 'help them with a technical issue where the LLM cache and structured output functionality are not working together properly, causing cache misses when using custom pydantic models with the structured output feature.', 'help with a tool calling issue where the model is not following system prompt instructions to return tool output verbatim, instead continuing numbered lists and adding extra formatting. The user sought advice on improving response formatting and received suggestions about streaming intermediate chunks, using example responses in prompts, and modifying system prompt instructions.']"
58,Enhance LangSmith dataset organization and management features,"Users requested enhancements to LangSmith dataset organization and management capabilities, including cross-project dataset access, folder organization, dataset splits functionality, and version diff visualization. They also sought guidance on best practices for dataset organization using metadata, tags, and splits, along with programmatic dataset management through the SDK and data segregation options for compliance requirements.",11,11,,"[""make datasets accessible across different projects within their workspace, specifically wanting to add runs from multiple projects to a dataset that exists in another project. The support team clarified that this functionality isn't natively supported and recommended using resource tags as an alternative organizational approach."", 'provide a feature request for folder organization in the datasets view for better file management, as the current system becomes messy with increasing numbers of datasets. The support team responded by suggesting resource tags as an alternative solution and provided documentation for this existing feature.', 'add a feature that allows selecting specific dataset splits when adding items to datasets from the annotation queue and tracing project rules. The user explained this would enable chaining online evaluators to automatically categorize and organize runs into different dataset splits based on classification results.']"
59,Resolve LangSmith project and organization management issues,"Users experienced various LangSmith project and organization management issues, including SDK bugs preventing project creation after default project deletion, confusion with the project creation UI interface, and inability to restore accidentally deleted projects. Support requests primarily involved deleting duplicate or unwanted organizations, renaming organization structures, and resolving project management workflows within the LangSmith platform.",11,11,,"['help with a bug in the LangSmith SDK where deleting the default project prevents creating new projects due to a ""No projects found to resolve tenant"" error, and they provided both the issue details and a workaround they discovered in the code.', 'delete an organization and reset their personal organization with the default tracing project option. The support agent confirmed the deletion of the empty organization was completed.', 'delete an organization and its associated data, and to resolve LangSmith tracing issues including project creation problems, pending run statuses, and Lambda function integration challenges.']"
60,Configure LangGraph assistant thread configuration propagation settings,"Users requested guidance on LangGraph assistant configuration management, specifically understanding why configuration updates don't automatically propagate to existing threads and how to ensure new settings apply to ongoing conversations. The support team provided explanations about configuration precedence hierarchies and methods for updating configurations at runtime versus the assistant level.",11,11,,"[""understand why updating an assistant's configuration doesn't automatically apply to existing threads, and how to ensure new configurations are used in ongoing conversations. The support team explained the configuration precedence hierarchy and provided guidance on updating configurations at runtime versus the assistant level."", ""provide information about the assistant's capabilities and limitations."", 'provide information about the privacy-preserving answer to the question about the preceding conversation.']"
61,Provide LangChain OSS and LangGraph development implementation guidance,"Users requested guidance on implementing advanced LangChain OSS functionality including document chunking, embeddings integration, SQL query generation, and local model alternatives to cloud services. They also sought help with LangGraph application development covering streaming configurations, metadata handling, API implementation, and monitoring integrations, along with LangSmith evaluation features and dataset management.",22,22,,"['provide guidance on alternatives to OpenAIEmbeddings for using locally deployed models, as they cannot access remote services and need local model integration options within the langchain library ecosystem.', 'integrate the Gemini embeddings model API directly into LangChain, including creating a dedicated API endpoint, model selection options, comprehensive documentation, and thorough testing and validation.', 'help them understand how to stream the final response token-by-token in LangGraph, rather than receiving the complete final state all at once when using the streaming API endpoint.']"
62,Provide general business engagement and product information inquiries,"Users requested general business engagement opportunities including direct company contact for sales suggestions, product usage guidance, event access, and organizational information. The support team acknowledged these inquiries and provided standard responses directing users to available resources or promising follow-up responses.",7,7,,"['provide a way to contact the company directly to share suggestions for improving sales and outreach, as their email attempts have been unsuccessful.', 'provide product usage guidance and explanation on how to make use of the product. The support team acknowledged the request and indicated they would provide an initial response within the next business day.', 'provide access to an event or recording. The support team confirmed the event would be recorded and provided the link once available, while also offering in-person attendance details.']"
63,Resolve LangGraph development and deployment dependency conflicts,"Users experienced various technical errors and dependency conflicts during LangGraph development and deployment processes, including C++ errors with langgraph dev, ModuleNotFoundError issues, ImportError problems, and build failures caused by missing dependencies or version incompatibilities. The support team resolved these issues through package updates, dependency fixes, environment configuration changes, and providing proper setup guidance for both local development and platform deployment workflows.",20,20,,"['help with a ModuleNotFoundError when trying to import ToolNode from langgraph.prebuilt in LangGraph version 0.3.4, which was preventing them from building their LLM agent. The issue was resolved by creating a new virtual environment and reinstalling langgraph.', 'add `.langgraph_api` to the `.gitignore` file in template projects, which is a development configuration improvement for LangGraph OSS Python projects.', ""help resolve an ImportError in the langgraph package where 'CONFIG_KEY_THREAD_ID' cannot be imported from 'langgraph.constants', which is blocking their software releases. The support team provided a fix by releasing an updated version that maintains backward compatibility with older langgraph versions.""]"
64,Resolve LangGraph platform legacy infrastructure migration requirements,"Users received notifications that their LangGraph platform deployments were running on deprecated legacy infrastructure and required manual intervention to create new revisions before specified deadlines to avoid permanent project deletion. The requests focused on understanding the migration process, using custom Dockerfiles with deployment commands, API availability for CI/CD automation, and troubleshooting deployment behavior issues during the infrastructure transition.",15,15,,"['help them understand the content of a support message they received about a LangGraph deployment migration issue. The user needs to create a new revision of their deployment to migrate from deprecated legacy infrastructure to new infrastructure before a specified deadline to avoid permanent project deletion.', 'help them understand the LangGraph deployment migration issue they received, which requires manual intervention to create a new revision due to a failed auto-migration from legacy infrastructure.', 'help them understand the LangGraph deployment migration issue they received notification about, which requires manual intervention to create a new revision due to failed auto-migration from legacy infrastructure.']"
65,Recover deleted LangSmith support conversation content for analysis,"Users attempted to access various LangChain/LangSmith support conversations and resources for analysis and categorization purposes. However, the actual conversation content and technical details were deleted or unavailable, preventing determination of the specific support requests except for one case involving a JSONL dataset upload error in LangSmith.",13,13,,"['provide a summary of the conversation, but the conversation content was deleted so no specific support request can be determined.', 'provide a response to a conversation that was deleted. The conversation appears to be about a Slack thread that is no longer available.', 'provide a response to a message that was deleted.']"
66,Resolve LangSmith LLM-as-Judge evaluation system technical issues,"Users experienced multiple technical issues with LangSmith's LLM-as-a-Judge evaluation system, including problems with evaluation scores not displaying in reports, evaluators not triggering despite proper configuration, incorrect variable mapping causing inaccurate scoring, and UI sorting bugs when filtering experiment results. They also sought guidance on best practices for implementing LLM-as-Judge evaluations, accessing conversational history in evaluators, and incorporating human feedback alongside automated evaluation metrics.",13,13,,"[""help them with a UI issue in LangSmith where sorting experiment results by judge score doesn't work properly when text search filters are applied, causing results to appear out of order."", 'help them with a bug in the evaluation report display for LLM-as-a-judge in LangSmith, where evaluation scores are not displaying in the evaluation report interface despite being logged in traces, which is impacting their ability to efficiently evaluate and improve their system prompts.', 'help with LangSmith online evaluations and rules, specifically seeking ways to access the last message in complex traces for LLM-as-judge evaluations and how to reference trace metadata in handlebars templates for evaluation rules.']"
67,Resolve LangGraph Platform critical infrastructure outages and service errors,"Users experienced critical production outages on LangGraph Platform with persistent HTTP 503 and 502 errors, DNS failures, and service unavailability issues that completely halted their AI workflows and agent systems. The support team resolved these infrastructure-level problems by fixing DNS configurations, addressing database connectivity issues, implementing environment variable solutions for blocked event loops, and providing guidance on static IP configurations and retry strategies.",11,11,,"['help resolve recurring 503 Service Temporarily Unavailable errors with LangSmith Run Ingestion that are completely halting their production AI workflows and LangGraph-based agents. The user is seeking clarification on whether this is a known service issue, rate limiting problems, or backend instabilities, and requesting guidance on retry strategies while their production system remains affected.', 'help with a LangGraph Cloud agent run that is stuck in an indefinite execution state with invalid negative timing values, cannot be stopped via API due to internal server errors, and is causing unnecessary costs to accumulate.', 'help them with a LangGraph Platform issue where their hosted agent was experiencing 500 errors and thread creation failures after a cloud outage, which was ultimately resolved by rolling back a recent deployment that introduced custom authentication middleware.']"
68,Migrate LangSmith accounts from US to EU region,"Users requested assistance with migrating their LangSmith accounts from the US region to the EU region for data residency and compliance requirements. The support team provided guidance on the manual migration process involving creating new EU accounts, exporting and importing data using the SDK, transferring subscriptions and startup discounts, and handling billing transitions during the regional switch.",16,16,,"['help them migrate their organization and users from the US data region to the EU data region, including transferring their paid subscription credits to the new EU account.', 'help them migrate their LangSmith account from the US region to the EU region while maintaining their startup plan discount and ensuring no service interruption for their current clients. The support team worked out a solution to approve the startup plan on both accounts temporarily during the migration process.', 'change their account zone from US to EU for their startup account, seeking guidance on whether this is important and how to accomplish the migration for compliance reasons.']"
69,Resolve LangSmith dashboard API integration and UI functionality issues,"Users encountered multiple LangSmith dashboard functionality issues including API documentation gaps for programmatic chart creation, 422 errors when updating charts due to missing required fields, and problems with adding metrics/evaluators as columns in experiment views. Additionally, users reported UI/UX problems such as missing ToolMessage artifact fields, navigation difficulties between experiment rows and traces, crashes from malformed data uploads, and incorrect token statistics display in the threads table.",7,7,,"['provide API documentation for creating dashboard sections and charts. The support agent responded by directing them to the REST API documentation for programmatically creating charts and dashboards.', ""resolve two LangSmith dashboard issues: inability to add metrics and evaluators as columns in the experiment view, and missing ToolMessage artifact fields in the UI that don't appear even in JSON or raw mode."", ""help with LangSmith API issues, specifically encountering 422 errors when updating charts due to missing required fields not documented in the API documentation, and later having problems creating charts with session filters that weren't matching project IDs correctly.""]"
70,Categorize unsolicited marketing and SEO service spam emails,"The support team received multiple unsolicited marketing emails offering various services including SEO, website optimization, guest posting, trademark services, blockchain promotions, and domain ownership inquiries. These spam messages were appropriately identified and declined by the support team as they were unrelated to any legitimate LangChain or LangSmith technical support needs.",13,13,,"['help categorize a spam inquiry about domain ownership that is unrelated to any technical support needs.', 'categorize a spam email that was sent to the support team offering unsolicited SEO and guest posting services, which the support team appropriately declined according to their standard policy.', 'categorize a spam email that was sent to the company and declined by the support team. This falls under the ""Spam"" category as it was an unsolicited marketing email from an external web development company that was rejected.']"
71,Resolve LangSmith Prompt Hub integration and performance issues,"Users encountered multiple issues with LangSmith Prompt Hub integration and performance, including third-party model provider failures due to empty content blocks, JSON serialization errors in JavaScript environments, and extremely slow prompt retrieval times exceeding 20 minutes in TypeScript. They also requested enhanced functionality for caching prompt configurations, syncing prompts to internal databases, and pulling complete prompt configurations with associated models and tools from the hub.",7,7,,"['help with a production issue where their integration between a third-party language model provider and the framework was failing due to empty content blocks in their prompt template, which was causing API errors and degrading their production deployment.', 'help with an error when using model configurations from the prompt hub with the chat model library in a javascript environment. The user wanted to configure model parameters centrally and switch between different model providers easily without hardcoding model classes in their application code.', 'sync prompts in the prompt hub to an internal database, specifically wanting their own database to be the source that the platform reads and writes from rather than depending on prompts at runtime.']"
72,Enhance LangSmith data masking and LangGraph Platform security features,"Users requested enhancements to LangSmith and LangGraph Platform data security and privacy features, specifically for masking sensitive information in traces without corrupting application data and implementing data isolation mechanisms. The support requests focused on resolving technical issues with current masking implementations that were mutating original data objects, improving performance of encryption operations, and adding write-only API permissions and brand-specific data encryption capabilities.",7,7,,"[""help with a technical issue related to state conversion to datasets in LangSmith, specifically the clunkiness when defining target functions and evaluators due to input/reference output objects being converted to dictionaries. The user is seeking a smoother solution for handling object access differences between process output (.content) and reference output (['content']) formats."", 'provide a middleware feature for data isolation in LangGraph Platform that would allow automatic encryption and decryption of customer data using brand-specific keys before and after all reads and writes to storage systems including traces, checkpointer state, and memory stores. The user needs this platform-level solution to ensure compliance with data privacy policies for multiple brands using their LangGraph-based platform.', 'help with masking sensitive information in LangSmith during tree runs, where the current implementation using hideInputs and hideOutputs is mutating the original data objects instead of creating copies, causing masked values to be used in subsequent LLM calls rather than the actual data needed for processing.']"
73,Resolve complex LangSmith SDK tracing integration and customization issues,"Users experienced complex LangSmith tracing integration challenges involving SDK configuration with third-party tools like Vercel AI SDK, OpenTelemetry compatibility issues, and problems with trace completeness when capturing images, tool outputs, and metadata. They also encountered difficulties with advanced tracing features including dynamic project routing, multi-provider trace consolidation, persistent tool state management, and customizing trace display elements in the LangSmith UI.",19,19,,"['help with LangSmith SDK tracing integration, specifically resolving issues with creating runs via API calls and learning how to create new projects and specify project parameters in API requests.', 'dynamically specify which LangSmith project to send traces to during LLM invocation, rather than using static environment variables, in order to separate automated test traces from human-generated traces.', 'resolve issues with LangSmith tracing when using the AISDKExporter with the Vercel AI SDK, specifically missing text content in tool calling outputs and missing base64 encoded images in trace runs.']"
74,Handle non-technical business inquiries and spam messages,"The requests were primarily business development inquiries, spam messages, and unsolicited marketing outreach unrelated to LangChain technical support, including partnership proposals from AI marketplaces, domain sales, and promotional service offers. The only legitimate support requests involved clarifying community Slack eligibility requirements and seeking developer referrals for LangChain integration projects.",11,11,,"['clarify eligibility requirements for joining the community slack channel and accessing support for their AI application development project. They specifically needed guidance on whether a registered business is required or if being a sole trader is sufficient to join the community and get help with their development work.', 'provide a referral to hire a developer who can integrate GPT with LangChain, Eleven Labs, and D-ID to create a virtual assistant with memory for answering client questions about real estate properties.', 'provide a sales inquiry from an AI software agency offering engineering services to help scale development while keeping costs efficient. The support team acknowledged receipt and indicated they would respond within one business day.']"
75,Handle unsolicited partnership and business development inquiries,"Users submitted multiple unsolicited business development inquiries seeking partnerships, distribution opportunities, investment discussions, and collaboration arrangements with the LangChain team. These requests were declined or redirected as they involved sales and business development matters rather than technical support for LangChain products.",16,16,,"['provide a business partnership proposal for distribution services in a specific Asian market, which falls under sales/business development rather than technical support.', 'provide product catalog information, minimum order quantities, delivery terms, and payment terms for establishing a business relationship. This appears to be a sales inquiry that was misrouted to technical support.', 'follow up on a collaboration opportunity with a marketplace platform, providing contact information and scheduling options for further discussion about potential partnership.']"
76,Resolve LangGraph Studio setup and access configuration issues,"Users experienced various technical issues with LangGraph Studio application setup, configuration, and access including 403 authentication errors, JavaScript runtime errors, reverse proxy configuration problems, and ingress setup failures. The support requests focused on troubleshooting Studio connectivity problems, resolving application loading errors, and providing guidance on proper Studio deployment and authentication methods.",8,8,,"['help with 403 errors encountered when creating a developer account using authentication and accessing workspace features. The support agent provided troubleshooting steps including clearing cache, trying different browsers, alternative authentication methods, and requesting diagnostic information.', ""get help with setup and configuration errors they're encountering while trying to use the studio application and various project templates. The support agent requested specific error details, screenshots, and reproduction steps to help troubleshoot the issues."", 'help with configuring a reverse proxy to access the Studio web interface through their server infrastructure, and understanding how Studio communicates with their local development server in a secure environment.']"
77,Report security vulnerabilities and inquire about bug bounty program,"Multiple security researchers and vulnerability testers contacted support to report various security vulnerabilities they discovered on the website and platform infrastructure. They sought information about the bug bounty program coverage, compensation rates, responsible disclosure procedures, and proper reporting channels for different components of the LangChain ecosystem.",10,10,,"['inquire about bug bounty rewards for reporting security vulnerabilities they discovered on the website, and to understand which domains and repositories are eligible for the bug bounty program.', 'provide a security vulnerability disclosure report regarding a critical denial-of-service vulnerability on the forgot password endpoint due to lack of rate limiting. This falls under Admin Support in the Security, Privacy and Compliance category as it involves a security disclosure about potential application-level DOS attacks.', 'report potential security vulnerabilities they discovered and inquire about the bug bounty program. The support team provided information about the vulnerability disclosure process and bug bounty program coverage for specific open-source repositories.']"
78,Assist with LangGraph implementation guidance and LangSmith programmatic configuration,"Users sought assistance with diverse LangGraph and LangSmith implementation questions including customer confirmation handling, programmatic schema and prompt management, node population best practices, and custom metric tracking on dashboards. The requests also included sales inquiries for enterprise adoption and conference access, along with general product consultation needs.",7,7,,"['help them understand how to implement customer confirmation handling in LangGraph, specifically whether customers can directly approve actions rather than having only the agent or admin handle confirmations. They also reported technical difficulties joining the community platform.', 'help them find candidates for their hiring process through a professional networking platform using an AI agent, and they want to schedule a video meeting to discuss this.', 'help them understand what they wish to achieve via app, so that they can analyze the same and provide them the best solution accordingly.']"
79,Resolve self-hosted LangSmith infrastructure and API configuration issues,"Users experienced various infrastructure and configuration issues with their self-hosted LangSmith deployments, including API endpoint routing problems, database storage failures, and networking configuration errors. These issues were resolved through infrastructure scaling, environment variable corrections, storage expansion, and proper API endpoint configuration for their custom deployment environments.",12,12,,"['help with an issue accessing the OpenTelemetry endpoint in their LangSmith API deployment, which was resolved by upgrading their helm chart version to enable the correct API routing configuration.', 'help with a self-hosted LangSmith setup issue where inputs and outputs were not displaying properly in the UI due to incorrect presigned URL configuration pointing to localhost instead of the proper S3 endpoints, along with intermittent 504 gateway timeout errors that were resolved by scaling platform-backend replicas and adjusting environment variables.', 'help with a LangSmith data export issue where they were unable to create an AWS S3 destination due to a JSON formatting error in the API request, which was resolved by removing a trailing comma from the configuration.']"
80,Troubleshoot LangGraph platform deployment operational and infrastructure issues,"Users experienced various operational and infrastructure issues with their active LangGraph platform deployments, including server timeouts, authentication failures, DNS problems, and unexpected deployment deletions. The support team helped troubleshoot these production reliability issues by identifying root causes like database overload, cloud provider outages, and configuration problems affecting live deployments.",30,30,,"['help them with a database connectivity issue in their self-hosted LangGraph deployment, specifically related to PostgreSQL connection limits and performance problems that were causing errors under load.', ""help them understand why they received a deletion notice for their LangGraph Platform deployment despite active usage, which was ultimately resolved by identifying that a committed .env file with an API key was interfering with the platform's usage tracking system."", 'help with LangGraph platform deployment configuration, specifically resolving storage class issues for postgres volumes and ingress/routing problems in their kubernetes environment. The conversation involved troubleshooting pod scheduling issues, configuring helm chart values, debugging deployment validation failures, and ultimately implementing gateway API support instead of traditional ingress.']"
81,Refund unexpected LangSmith Extended Data Retention billing charges,"Users requested refunds for unexpected billing charges related to Extended Data Retention upgrades in LangSmith that were automatically enabled or accidentally left on, resulting in charges ranging from hundreds to thousands of dollars beyond their normal usage costs. Support teams consistently provided one-time courtesy refunds and guidance on configuring spend limits to prevent future unintended extended data retention charges.",24,24,,"['investigate and explain an unexpected $330 billing charge on their account related to extended data retention settings, and to request a possible refund. The support agent successfully processed a one-time courtesy refund after determining the charge was likely caused by existing traces being switched to extended data retention unexpectedly.', 'investigate a billing discrepancy for their November-December invoice, which was significantly higher than previous months and inconsistent with their expected usage patterns. The support team identified that the high charges were caused by a large volume of traces flowing into projects with extended data retention, potentially due to error traces from an access problem.', 'help them with a billing issue related to unintended charges for Extended Data Retention Upgrades in LangSmith, requesting refunds for unexpected fees totaling over $300 and guidance on preventing future charges.']"
82,Resolve LangGraph Platform production infrastructure and scaling issues,"Users experienced various infrastructure and deployment issues with LangGraph Platform production environments, including health check failures, container scaling limitations, disk utilization problems, and performance inconsistencies. They requested technical assistance with resource allocation, autoscaling configuration, Docker setup, database connectivity, and self-hosted deployment troubleshooting.",23,23,,"['help them with a 500 server error when trying to upload a large dataset (19k examples) via the API, which was determined to be a bug with bulk uploads that could be worked around by uploading in smaller batches.', 'categorize a support interaction where a development deployment exceeded disk utilization limits and required infrastructure scaling assistance.', ""help them with missing usage data for their production environment from a specific date range, which they need to complete cost estimation under new pricing. They are following up on an earlier inquiry that hadn't received updates and need assistance retrieving nodes executed data and understanding why this information isn't showing up in their dashboard.""]"
83,Complete third-party vendor security questionnaires for LangSmith compliance assessments,Users requested assistance with completing third-party vendor security questionnaires and accessing compliance documentation from LangSmith's trust center for their organizations' security assessment processes. The support team consistently directed users to the trust center for self-service security information and noted that custom security questionnaire completion is only available for enterprise tier customers with minimum annual commitments.,21,21,,"['complete a security questionnaire and provide trust center documentation for third-party security compliance assessment purposes.', 'complete a security questionnaire and provide trust center documentation for vendor compliance assessment purposes. The support team directed them to the trust center website to access the required security and compliance information.', 'provide a SOC II report for evaluating LangSmith with their company. The support team directed them to the trust center where they were able to successfully retrieve the compliance documentation.']"
84,Debug LangChain cloud provider integration compatibility issues,"Users encountered various technical issues with LangChain OSS integrations for cloud AI providers, including missing metadata propagation, authentication errors, and package compatibility problems. The support requests primarily involved troubleshooting ChatVertexAI, Anthropic on Vertex, OpenAI service tiers, and LangMem integration failures with specific cloud provider implementations.",9,9,,"['help them check which service tier their ChatOpenAI calls are utilizing, as the service_tier information was not appearing in langchain response metadata despite being set according to documentation. The support team identified this as a missing feature and implemented a fix to propagate the returned service_tier value to the response.', ""help with an error they're encountering when trying to use an Anthropic model deployed in Google Vertex through LangChain, and they're asking for sample code and documentation assistance."", 'help them with a technical issue where the LangChain library for a specific cloud provider was not properly handling optional/nullable fields in tool calling schemas, specifically when using nested data models with optional string fields that could be None. The issue was identified as a bug in the vertex AI integration and was subsequently fixed by the provider in a later release.']"
85,Resolve LangSmith evaluator playground functionality and advanced evaluation workflow issues,"Users requested assistance with various LangSmith evaluator and playground functionalities, including resolving performance issues, controlling unwanted evaluation runs, and understanding best practices for dataset synchronization and A/B testing monitoring. They also sought guidance on advanced evaluation scenarios such as distributed job linking, custom evaluator creation, scaling with external frameworks, and improving experiment naming and comparison capabilities in the playground interface.",12,12,,"['help resolve LangSmith evaluator performance issues including high latency, frequent failures, and UI inconsistencies when running experiments through the playground interface. The support team investigated trace delays, fixed latency problems, and addressed metadata grouping functionality in the dashboard.', 'help with a LangSmith Evaluator Playground issue where continuous unwanted evaluation runs were triggered without any visible UI controls to stop or cancel them, resulting in unexpected API usage and costs. The user also requested broader improvements to the Playground experience including better visibility and control over active evaluator runs.', 'provide guidance on how to evaluate multiple sets of existing outputs using LangSmith evaluators, specifically for comparing different prompt results for summary generation tasks.']"
